athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
33756,Gao Erwei,Male,15 May 1968,167.0,68, People's Republic of China,CHN,,Listed in Olympians Who Won a Medal at the Asian Games (0–0–1 1990 Beijing JUD bronze: half-lightweight -65 kg)
1121,Stefan Trendafilov,Male,4 March 1971,183.0,75, Bulgaria,BUL,,
144741,Yusuke Inaba,Male,11 April 2000,,, Japan,JPN,,
146092,Mohammed Al-Rumaihi,Male,3 March 1989,,, Qatar,QAT,,
75210,Cornel Porumb,Male,11 May 1939,190.0,75, Romania,ROU,Personal Best: HJ – 2.11 (1963).,Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–0 1959 Torino ATH gold: high jump)
137013,Jakub Havlín,Male,23 March 1979,197.0,112, Czechia,CZE,,
58251,Kenny Stephenson,Male,12 June 1938,180.0,67, Great Britain,GBR,Kenneth Stephenson had the following finishes at major championships – 1966 European Championship: 70.0 kg. Freestyle (6th).,
922519,Guy Haskins,Male,23 December 1883,,, Australasia,ANZ,,
18305,Alan Hobkirk,Male,7 November 1952,182.0,75, Canada,CAN,"Alan Hobkirk won bronze (1971), silver (1975 and 1979), and gold (1983) at the Pan American Games.",Listed in Olympians Who Won a Medal at the Summer Pan American Games (1–2–1 1971 Cali HOK bronze; 1975 Ciudad de México HOK silver; 1979 San Juan HOK silver; 1983 Caracas HOK gold) Listed in Olympians Who Were Awarded a Rhodes Scholarship (1974 Rhodes Scholar – Jesus College)
6295,Bill Hougland,Male,20 June 1930,195.0,86, United States,USA,"Bill Hougland played for Kansas University, graduating in 1952, and helping them win the NCAA championship in that year He was not drafted by the NBA and so went on to play two years of service ball with the Air Force. After leaving the service, he played AAU ball with the Phillips teams until 1958 and became a salesman for the Phillips Petroleum Co. He left the Phillips Company in 1961 to join up with Koch Industries. He became vice-president of Koch Industries and President of Koch Oil before retiring in 1991. Hougland was inducted into the Kansas Sports Hall of Fame in 2006, and the Kansas Athletics Hall of Fame in 2008.",
9377,Rogelio Chirino,Male,23 December 1946,169.0,75, Cuba,CUB,,
901007,Wendy Callender,Female,11 June 1960,,, Australia,AUS,,
68563,Pierre Zaïdin,Male,23 May 1893,,, France,FRA,Personal Best: HT – 42.29 (1926).,
34606,Alfred Guth,Male,27 July 1908,,, Austria,AUT,"Alfred Guth was an Austrian modern pentathlete who finished 33rd in the individual event at the 1936 Berlin Olympics. Being Jewish, he participated in the 1932 Maccabiah Games in Mandatory Palestine, winning a swimming gold (1,500 metres freestyle) and two silver medals (440 metres free, 4x200 metres free relay). In 1924 and 1925, Guth won the competition “Quer durch Wien” (Across Vienna) over 5 km. in the Danube. In 1927 he participated at the European Championships with the Austrian water polo team, finishing sixth. During World War II, Guth was a holocaust survivor. After the war he emigrated to the United States and participated in US Masters swimming competitions, and set several US Masters records.",
44265,Jan Poignant,Male,2 November 1941,184.0,85, Sweden,SWE,,Listed in Olympians Who Won a Medal at the World Shooting Championships (1–0–0 1962 Al-Qahira gold: 50 m small-bore rifle prone team)
35835, Chiquito,Male,28 February 1917,,, Brazil,BRA,,
112291,Kasia Baranowska,Female,13 September 1987,184.0,72, Poland,POL,,"Listed in Olympians Who Won a Medal at the European Aquatics Championships (0–1–1 2006 Budapest SWM silver: 200 m medley, bronze: 400 m medley) Listed in Olympians Who Won a Medal at the European Swimming Championships (25 m) (3–2–0 2005 Trieste gold: 200 m medley and 400 m medley; 2006 Helsinki gold: 200 m medley, silver: 400 m medley; 2007 Debrecen silver: 200 m medley)"
5096,Iliya Mirchev,Male,1 February 1934,201.0,100, Bulgaria,BUL,,Listed in Olympians Who Won a Medal at the European Basketball Championship (EuroBasket) (0–1–1 1957 BUL silver; 1961 YUG bronze)
82852,Maria Theurl,Female,11 August 1966,164.0,53, Austria,AUT,,Wife of Achim Walcher Listed in Olympians Who Won a Medal at the Winter Universiade (0–1–0 1993 Zakopane CCS silver: 15 km) Listed in Olympians Who Won a Medal at the World Nordic Ski Championships (0–0–1 1999 Ramsau CCS bronze: 15 km)
48168,Tamás Darnyi,Male,3 June 1967,186.0,82, Hungary,HUN,"Possibly one of the greatest medley swimmers of all time, Tamás Darnyi dominated his speciality between 1985 and 1992. He won the 200/400 m medley double at the 1988 and 1992 Olympics, the 1986 and 1991 World Championships, and the 1985, 1987 and 1989 European Championships. He also won a European title in the 200 m butterfly, and a world bronze in the same event. A teen talent, Darnyi might have competed at the 1984 Olympics, but both the Eastern European boycott and a personal accident prevented this. He was hit by a snowball in the left eye, which left him blind in one eye. After recovering, he started an unbeaten streak in medley events that lasted from 1985 to 1993. During that period, he bettered the World Record in both medley events three times. After his final European title in 1993 (400 medley), he retired and managed a Budapest sports school.","Listed in Olympians Who Set a European Record in Long Course Swimming (200 m medley – 23 August 1986 - 11 September 1994: 2:01.57 (23 August 1986; Madrid, ESP), 2:00.56 (23 August 1987; Strasbourg, FRA), 2:00.17 (25 September 1988; Seoul, KOR), 1:59.36 (13 January 1991; Perth, FRA); 400 m medley – 19 August 1987 - 27 July 2003: 4:15.42 (19 August 1987; Strasbourg, FRA), 4:14.75 (21 September 1988; Seoul, KOR), 4:12.36 (8 January 1991; Perth, FRA)) Listed in Olympians Who Set a European Record in Short Course Swimming (200 m backstroke – 8 February 1987 - 10 April 1991: 1:56.60 (8 February 1987; Bonn, FRG); 200 m medley – 8 February 1987 - 12 February 1987: 1:59.18 (8 February 1987; Bonn, FRG)) Listed in Olympians Who Set a World Record in Long Course Swimming (200 m medley – 23 August 1987 - 20 August 1989 and 13 January 1991 - 11 September 1994: 2:00.56 (23 August 1987; Strasbourg, FRA), 2:00.17 (25 September 1988; Seoul, KOR), 1:59.36 (13 January 1991; Perth, AUS); 400 m medley – 19 August 1987 - 11 September 1994: 4:15.42 (19 August 1987; Strasbourg, FRA), 4:14.75 (21 September 1988; Seoul, KOR), 4:12.36 (8 January 1991; Perth, AUS)) Listed in Olympians Who Won a Medal at the European Aquatics Championships (8–0–0 1985 Sofia SWM gold: 200 m medley and 400 m medley; 1987 Strasbourg SWM gold: 200 m medley and 400 m medley; 1989 Bonn SWM gold: 200 m butterfly, 200 m medley, and 400 m medley; 1993 Sheffield SWM gold: 400 m medley) Listed in Olympians Who Won a Medal at the World Aquatics Championships (4–0–1 1986 Madrid SWI gold: 200 m medley and 400 m medley; 1991 Perth SWI gold: 200 m medley and 400 m medley, bronze: 200 m butterfly) Listed in Olympic Swimmers - Doubles Champions, Same Year (1988 / 1992 200/400 Individual Medley Double Champion.)"
73652,Gilbert Hashan,Male,12 January 1970,175.0,70, Mauritius,MRI,Personal Bests: 400 – 47.9 (1992); 400H – 49.94 (1996).,
