athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
133909,Lorys Bourelly,Male,27 May 1992,184.0,69, France,FRA,,"Listed in Olympians Who Won a Medal at the Summer Universiade (0–0–1 2011 Shenzhen SWI bronze: 4×100 m freestyle relay) Listed in Olympians Who Won a Medal at the European Aquatics Championships (2–0–1 2012 Debrecen SWM gold: 4×100 m freestyle relay (swam in heats only); 2016 London SWM gold: 4×100 m freestyle relay (swam in heats only), bronze: 4×100 m freestyle mixed relay (swam in heats only)) Listed in Olympians Who Won a Medal at the World Aquatics Championships (1–0–0 2015 Kazan SWI gold: 4×100 m freestyle relay (swam in heats only))"
81819,Antoinette Meyer,Female,19 June 1920,,, Switzerland,SUI,"Antoinette Meyer worked in her parent’s hotel in her youth, which left her plenty of time to hone her alpine skiing skills, as the hotel was closed during the winter. The Swiss national skiing federation took notice of her in 1942 and, one year later, offered her a spot on the national team. After earning four national titles in the downhill (1943), slalom (1944, 1945), and combined (1945) in the 1940s, she was selected for Switzerland’s delegation to the 1948 Winter Olympics, where she won a silver medal in the slalom, half a second behind gold medalist Gretchen Fraser of the United States. Meyer was also 11th in the downhill at these Games. By the end of the year she had retired from active competition and married Karl Molitor, who had captured two alpine skiing medals at the 1948 Games. They settled in Wengen and opened a sports shop, which they ran together until 1987, at which point they passed the business on to their son. Meyer continued to ski into her late 80s and was also active in golf.",Wife of Karl Molitor Listed in Olympians Who Won a Medal at the World Alpine Ski Championships (0–1–0 1948 St. Moritz (Olympics) silver: slalom)
36239,Waynne Pretty,Male,11 June 1936,192.0,87, Canada,CAN,"Wayne Pretty was a student at the University of British Columbia when he won the 1956 Canadian coxed eights title, alongside David Helliwell, Philip Kueber, Richard McClure, Douglas McDonald, Bill McKerlich, Carlton Ogawa, Lawrence West, and Robert Wilson. This accomplishment allowed the crew to represent their nation at that year’s Summer Olympics, where they captured silver. Pretty’s next stop was the 1958 British Empire and Commonwealth Games, where he won a gold medal in the eights with a crew coxed by Sohen Biln. He later qualified for the 1964 Summer Olympics in the coxless pairs with Roger Jackson, but was moved to the eights after George Hungerford came down with mononucleosis and was unable to compete. Although the eights crew finished ninth at the Games, Hungerford replaced Pretty in the pairs and, despite Hungerford’s illness and inexperience in the event, he and Jackson defeated favorites Steven Blaisse and Ernst Veenemans of the Netherlands to win Canada’s only gold medal of the tournament. Pretty took up coaching after his retirement from active competition, most notably at the 1967 Pan American Games, where he guided Canada’s rowers to four silver medals. He has been inducted into the Canadian Olympic (1958), British Columbia Sports (1976), and University of British Columbia Sports (2010) Halls of Fame as a member of his silver medal-winning crew.",Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (1–0–0 1958 Cardiff ROW gold: eights)
12616,"António, Visconde de Mozelos",Male,6 November 1909,175.0,72, Portugal,POR,,Listed in Olympian Members of the Nobility (Visconde (Viscount) de Mozelos)
59638,Jerzy Gryt,Male,24 July 1921,,, Poland,POL,Jerzy Gryt had the following finishes at major championships – 1991 European Championship: 130.0 kg. Greco-Roman (8th).,
130378,Cécile Pieper,Female,31 August 1994,166.0,56, Germany,GER,,
123022,Julie Page,Female,21 April 1983,188.0,90, Great Britain,GBR,,
920703,Fritz Röll,Male,16 March 1879,,, Germany,GER,"German painter and sculptor Fritz Röll was first educated at the arts and crafts school in Nürnberg (Nuremberg) for four years, and then studied at the school of sculpture in Berlin. In 1909 he was awarded the “Grand State Prize” of the Prussian Academy. From 1911-14 he lived in the Villa Massimo in Roma, but then moved to the Berlin suburb of Dahlem. His preferred materials were stone, wood and bronze. In 1934 he was director of the Great Berlin Art Exhibition. In the era of National Socialism, Röll was little known although he adapted to the aesthetics of the Nazis and mainly created portrait busts. In 1943, he fled from Berlin due to the war and settled in his hometown at the Rhön. The sculpture To the start is apparently identical with the Striding female. It dates from 1932, or at least it was presented as a model in this year in Berlin, but only cast as a bronze in 1936. In 1938 and 1941 it was also shown at the Great German Art Exhibition. Since 1962, the life-size statue has been located in a Berlin-Spandau park.",
7046,Derek Sankey,Male,17 December 1948,193.0,87, Canada,CAN,,
93465,Marc Spackman,Male,7 February 1979,190.0,83, Great Britain,GBR,,"Listed in Olympians Who Set a European Record in Short Course Swimming (4×200 m freestyle relay – 17 March 2000 - 6 April 2006: 7:03.06 (17 March 2000; Athina, GRE)) Listed in Olympians Who Won a Medal at the World Short-Course Swimming Championships (25 m) (0–2–0 1999 Hong Kong silver: 4x200 metre freestyle relay (swam in heats only); 2000 Athina silver: 4×200 m freestyle relay)"
