athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
110257,Maria Leitner,Female,30 December 1981,161.0,54, Italy,ITA,,
90050,Calvin Brock,Male,22 January 1975,185.0,101, United States,USA,"Calvin Brock was a super-heavyweight boxer for the United States at the 2000 Sydney Olympics. He won the Golden Gloves heavyweight title in 1998 and the USA amateur super-heavyweight crown in 1999. Brock had an amateur record of 147-38. While boxing, he attended college, graduating from the University of North Carolina at Charlotte in 1999 with a finance degree. Brock turned pro after the Olympics and made his professional début in February 2001. He ran his record to 29-0 with 22 knockouts, and was ranked as high as #9 heavyweight by BoxRec.com in 2005. In November 2006 he had a title fight against Volodymyr Klychko (Wladimir Klitschko) for the IBF Heavyweight title, but suffered his first loss by a TKO in round seven. Brock won his next two bouts against journeyman, and then joined a four-man elimination tournament to determine a challenger for the IBF World Heavyweight Championship. He fought Eddie Chambers, a highly regarded undefeated prospect, but lost a split decision. Unfortunately, during the Chambers fight Brock sustained retinal damage to his right eye. He underwent surgery to attempt to repair it in December 2007 but it was unsuccessful. He became legally blind in that right eye and was forced to retire. Brock ended his professional career with a record of 31 wins (23 by KO) and 2 losses. He later returned to his native Charlotte where he became a real estate agent.",
120972,Jade Howard,Female,3 April 1995,182.0,68, Zambia,ZAM,,
701155,Leonid Smirnov,Male,1889,174.0,72, Russian Federation,RUS,,
144149,Zane Weir,Male,7 September 1995,,, Italy,ITA,,
44579,Wanda Jewell,Female,19 June 1954,165.0,59, United States,USA,"Wanda Jewell was a small-bore rifle shooter who won a bronze medal at the 1984 Olympics, and also competed in 1988. Jewell competed at the Pan American Games in 1979, 1983, 1987, and 1995, winning six medals, including four golds, and twice finished first in non-medal events. Jewell went to Eastern Washington State University where she was in ROTC (Reserve Officers Training Corp), and in 1976 became an active duty soldier, later assigned to the US Army Marksmanship Unit (USAMU). In 2000 Jewell became USA Shooting rifle coach, holding that position for two years, when she was named director of operations. She was also a shooting official who worked as a volunteer at many US and international events.","Listed in Olympians Who Won a Medal at the Summer Pan American Games (4–1–1 1979 San Juan SHO gold: 10 m air rifle team; 1983 Caracas SHO gold: small-bore rifle 3 positions, small-bore rifle 3 positions team, and 10 m air rifle team, silver: 10 m air rifle; 1995 Mar del Plata SHO bronze: small-bore rifle 3 positions) Listed in Olympians Who Won a Medal at the World Shooting Championships (6–3–1 1978 Seoul gold: 10 m air rifle, 50 m small-bore rifle 3 positions, 10 m air rifle team, 50 m small-bore rifle 3 positions team, and 50 m small-bore rifle prone team; 1979 Seoul gold: 10 m air rifle team, silver: 10 m air rifle; 1982 Caracas silver: 10 m air rifle team; 1986 Suhl bronze: 50 m small-bore rifle 3 positions team; 1998 Barcelona silver: 50 m small-bore rifle 3 positions team)"
78399,Eddie Fitzgerald,Male,18 February 1888,157.0,55, United States,USA,Eddie Fitzgerald finished third in the AAU 5-miles in 1911. He ran for St. Paul’s AC and the NYAC. He later became a dealer in carpets and linoleum. He was also a member of the Nassau Republican County Committee from the 55th election district. Personal Best: 5000 – 15:16.0e (1912).,
52005,Carlos Weber,Male,6 January 1966,180.0,77, Argentina,ARG,,Bearer of the Olympic Flag at the opening ceremony of the 2018 Summer Youth Olympics Listed in Olympians Who Won a Medal at the Summer Pan American Games (1–0–1 1991 La Habana VOL bronze; 1995 Mar del Plata VOL gold)
62630,Jörgen Kolni,Male,19 July 1946,169.0,62, Sweden,SWE,"Swedish sailor Jörgen Kolni represented Göteborgs Kungliga Segel Sällskap (GKSS) and competed at two Olympic Games alongside his brother Peter. The Kolni brothers first competed at the 1968 Mexico City Olympics where they finished in ninth place in the two-person heavyweight dinghy, also known as the Flying Dutchman. Their best individual placement in the event came in the fifth race of seven when they finished in fifth place. Jörgen and Peter teamed together again for the 1976 Montréal Olympics, this time in the multihull event. They finished fifth overall after recording two third-place race finishes and a second-place finish in the fourth race.",Brother of Peter Kolni
49115,Sonia Cárdenas,Female,22 February 1970,168.0,56, Mexico,MEX,,"Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–2 1987 Indianapolis SYN bronze: group; 1991 La Habana SYN silver: duet, bronze: solo) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (4–2–0 1986 Santiago de los Caballeros SYN gold: group free; 1990 Ciudad de México SYN gold: group free, silver: duet; 1993 Ponce SYN gold: duet and group free, silver: solo)"
