athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
50127,Maya Hungerbühler,Female,25 March 1943,166.0,54, Switzerland,SUI,,
120020,Štefan Katušák,Male,26 October 1949,182.0,80, Czechoslovakia,TCH,,
9621,Emmanuel Del Rey,Male,18 May 1966,178.0,72, France,FRA,,"Listed in Olympians Who Won a Medal at the Canoe Slalom World Championships (3–3–2 1985 Augsburg silver: C2 team; 1989 Savage River gold: C2 team, bronze: C2; 1991 Tacen gold: C2 team, bronze: C2; 1993 Mezzana silver: C2 team; 1995 Nottingham silver: C2 team; 1997 Três Coroas gold: C2 team)"
16221,Milan Puzrla,Male,18 April 1946,187.0,81, Czechoslovakia,TCH,,
88145,Takanori Sugibayashi,Male,14 March 1976,185.0,65, Japan,JPN,Personal Best: TJ – 17.02 (2000).,
126058,Tamás Kovács,Male,18 September 1983,179.0,62, Hungary,HUN,,
50386,Hans Fredin,Male,16 March 1966,184.0,74, Sweden,SWE,,
81300,Thea Hochleitner,Female,10 July 1925,,, Austria,AUT,"Thea Hochleitner first became known in Austrian skiing when she won a downhill in the 1951 international Winter Sports Week at Bad Gastein. Her first major victory was the 1953 Arlberg-Kandahar downhill in Sankt Anton. Hochleitner won six Austrian titles – slalom in 1954-55, giant slalom in 1954 and 1956, and combined in 1954-55. She won the 1955 Harriman Cup slalom in Sun Valley, and in 1956 won an Olympic bronze in the giant slalom at Cortina. In the 1956-57 season Hochleitner won four major races, with a downhill win at Crans Montana, and winning the downhill, slalom, and combined on Mount Etna in Sicily. She retired after the 1957-58 season, and worked for many years with the ski company Kneissl. In 1996 Hochleitner was given a gold medal for her services to the Republic of Austria.",Listed in Olympians Who Won a Medal at the World Alpine Ski Championships (0–0–1 1956 Cortina d'Ampezzo (Olympics) bronze: giant slalom)
114855,Dorota Gruca,Female,5 December 1970,159.0,46, Poland,POL,Personal Best: Mar – 2-27:46 (2005).,Listed in Olympians Who Won a Medal at the Summer Biathlon World Championships (0–0–1 1997 Kraków bronze: 4×4 km relay CC)
2503261,Amir Hossein Zare,Male,16 January 2001,,, Islamic Republic of Iran,IRI,,
126267,Jonelle Richards-Price,Female,14 October 1980,162.0,57, New Zealand,NZL,,Wife of Tim Price
31676,Grégory Anquetil,Male,26 February 1967,180.0,80, France,FRA,,
143825,Javad Karimi,Male,1 March 1998,,, Islamic Republic of Iran,IRI,,
62265,Erik Hansen,Male,4 June 1945,178.0,87, Denmark,DEN,,
82454,Karen Stemmle,Female,27 January 1964,160.0,61, Canada,CAN,,Sister of Brian Stemmle
11940,Jean Esnault-Pelterie,Male,,,, France,FRA,,
44902,Aitor Osorio,Male,31 October 1975,,, Andorra,AND,,
88488,Nataliya Roshchupkina,Female,13 January 1978,182.0,70, Russian Federation,RUS,Personal Best: Hep – 6633 (2000).,
48196,Gyula Kánásy,Male,22 October 1913,,, Hungary,HUN,"Gyula Kánásy began his sports career in 1928 as a swimmer with the OTE club. By 1931 he switched to compete for MAC. He participated at the Los Angeles Olympics in 1932, but not at 100m freestyle, his favorite distance, but instead at 400m freestyle. His name was printed, by mistake, in the programme as Kanashi so the audience thought he was a Japanese contestant. But only until the end of the first length when it became apparent that he was not at the same standard as the Japanese entrants. In addition to swimming, however, he also played in the water polo team of MAC. Kánásy was so successful in water polo, that in 1938 he was a member of the Hungarian team that won the gold medal at the European Championship. From 1937 to 1940, he appeared in the national team a total of seven times before ending his water polo career in 1942. He obtained a doctorate in law and until 1944 he was an employee and head of department at Fővárosi Gázművek (Budapest Gas Factory). After World War II, he worked as a water polo coach. Kánásy settled in California in 1956.",Listed in Olympians Who Won a Medal at the European Water Polo Championships (1–0–0 1938 London gold)
122557,Ruslan Dmytrenko,Male,22 March 1986,180.0,67, Ukraine,UKR,,Listed in Olympians Who Won a Medal at the Summer Universiade (0–2–0 2013 Kazan ATH silver: 20 km walk and 20 km walk team)
106029,Park Hui-Gyeong,Male,8 June 1979,173.0,73, Republic of Korea,KOR,,Listed in Olympians Who Won a Medal at the World Fencing Championships (0–0–1 2007 St. Petersburg bronze: foil team)
10556,Hilde Lauer,Female,24 March 1943,160.0,63, Romania,ROU,,
111072,Tanith Belbin,Female,11 July 1984,167.0,52, United States,USA,"Born in Canada, Tanith Belbin began skating pairs and ice dancing with Liam Dougherty and Ben Barruco, respectively, although she never competed internationally with either skater. But in 1998 she began skating with Ben Agosto, an American ice dancer. The US-Canadian dance couple was eligible for all international competition except the Olympic Games. They were 2002 World Junior Champions and second that year at the US Senior Nationals. Their breakthrough season was 2003-04, when they won the US Championship, Skate America, and the Four Continents Championship. They defended all those titles in 2005 and 2006, and won the China Cup in 2005, and the Nebelhorn Trophy in 2006. At the World Championships, they were second in 2005 and third in 2006. Shortly before the 2006 Winter Olympics, via a special act of Congress signed in December 2005, Belbin was finally accorded US citizenship, making her eligible to compete for the United States in Torino, where she and Agosto won a silver medal, the highest ever placement for a US dance couple at the Olympic Winter Games. Since the 2006 season, they have continued competing internationally, winning the US Championships in 2007 and 2008, and the China Cup and Skate America in 2007, as well as placing second at the 2009 World Championship. They have also skated in ice shows, including Champions on Ice and Stars on Ice.","Wife of Charlie White, Jr. Listed in Olympians Who Won a Medal at the World Figure Skating Championships (0–2–2 2005 Moskva silver: ice dancing; 2006 Calgary bronze: ice dancing; 2007 Tokyo bronze: ice dancing; 2009 Los Angeles silver: ice dancing)"
48687,Masayo Osawa,Female,28 April 1913,,, Japan,JPN,"Masayo Osawa was a multiple Japanese champion in springboard diving (1932-33, 1938-39) and in high diving (1937, 1939). When the 1940 Tokyo Olympics were canceled she married but continued to compete. In 1941 she moved to Manchuria working as a typist for the Japanese military near the border to the former Soviet Union. With her only daughter she evacuated to Mukden (now Shenyang), but she died at the age of just 33, due to typhus, in a refugee camp in January 1946. She was the only female Japanese Olympian who died as a result of the war. Her daughter died just a few weeks later.",Sister of Reiko Osawa
45145,Belinda Woosley,Female,20 May 1948,,, Australia,AUS,,
53749,Alfonso Cánovas,Male,23 July 1952,172.0,75, Spain,ESP,,
28050,Kaye Breadsell,Female,2 January 1942,159.0,51, Australia,AUS,,
42838,Harihar Banerjee,Male,15 April 1922,,, India,IND,"A member of the country’s societal elite, Harihar Banerjee was one of the first Indians to practice competitive sport shooting. In 1952 he became the first Indian to compete at the ISSF World Shooting Championships and, a few weeks later, joined Souren Choudhury in making that same distinction at the Olympics. Banerjee competed in three events at the Helsinki Games, with his best finishing being 24th in the free rifle, three positions, 300 metres. He made a second appearance at the Olympics in 1956 in Melbourne, where he was 35th in the small-bore rifle, three positions, 50 metres event. A graduate of the Medical College and Hospital, Kolkata, he had a lengthy career as a physician, but also remained active in sport shooting and even captained the national rifle team. After his death, an annual Memorial Air Weapon Shooting Championship was named in his honor. His son Amarnath also competed in sport shooting, while his daughter-in-law Shreyasee took up the sport after competing nationally as a swimmer and volleyball player.",
29391,Robert Pranz,Male,22 October 1904,,, Austria,AUT,"Robert Pranz was an Austrian gymnast who participated at the 1936 Berlin Olympics where he finished 91st in the individual all-around, and 11th in the team competition. He did not advance to any of the apparatus finals. Pranz returned to the Olympics at London in 1948 when he finished ninth with the team and 99th in the individual all-around. He again did not advance to any of the apparatus finals.",
62524,Kees Jonker,Male,29 March 1909,,, Netherlands,NED,,
76866,Chen Hung-Yen,Male,1 October 1957,180.0,76, Chinese Taipei,TPE,Personal Best: JT – 81.24 (1983).,
61888,Robert Dunkley,Male,13 January 1949,,, The Bahamas,BAH,,
87100,Andrea Longo,Male,26 June 1975,191.0,83, Italy,ITA,Personal Best: 800 – 1:43.74 (2000).,Husband of Fabé Dia Listed in Olympians Who Won a Medal at the Mediterranean Games (0–1–0 1997 Bari ATH silver: 800 m)
14725,Enrique Heredia,Male,1 January 1912,,, Mexico,MEX,,Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (0–1–0 1938 Panamá CYC silver: sprint)
42029,Albert Ravila,Male,28 December 1897,,, Finland,FIN,,"Listed in Olympians Who Won a Medal at the World Shooting Championships (3–2–1 1929 Stockholm gold: 50 m small-bore rifle prone team; 1931 Lwów gold: 50 m small-bore rifle kneeling team, silver: 300 m free rifle 3 positions team, bronze: 50 m small-bore rifle prone team; 1937 Helsinki gold: 50 m small-bore rifle prone, silver: 50 m small-bore rifle prone team)"
67575,Sulo Heino,Male,14 December 1908,180.0,88, Finland,FIN,Personal Best: HT – 53.60 (1940).,
131600,Lyudmila Dmitriyeva,Female,2 May 1989,180.0,70, Russian Federation,RUS,,Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–0 2011 Shenzhen SAI gold: 470 mixed team)
82814,Peja Stojaković,Male,9 June 1977,205.0,102, Serbia and Montenegro,SCG,,Listed in Olympians Who Won a Medal at the Basketball World Cup (1–0–0 2002 USA gold (competed for FR Yugoslavia)) Listed in Olympians Who Won a Medal at the European Basketball Championship (EuroBasket) (1–0–1 1999 FRA bronze (competed for FR Yugoslavia); 2001 TUR gold (competed for FR Yugoslavia))
71113,Gyula Borka,Male,3 June 1959,174.0,57, Hungary,HUN,Personal Best: Mar – 2-13:15 (1992).,
139200,Abi Harrigan,Female,6 May 2002,,, Australia,AUS,,
27466,Hassen Gabsi,Male,23 February 1974,171.0,72, Tunisia,TUN,,
92521,Thomas Ebert,Male,23 July 1973,184.0,72, Denmark,DEN,,
83418,Guo Chunfang,Female,4 January 1979,174.0,65, People's Republic of China,CHN,Personal Best: LJ – 6.82 (2000).,
19537,Mo Ji-Yeong,Male,23 June 1964,176.0,71, Republic of Korea,KOR,,Listed in Olympians Who Won a Medal at the Asian Games (1–0–0 1986 Seoul HOC gold)
72293,Rupert Hoilett,Male,24 June 1946,170.0,64, Jamaica,JAM,"A Jamaican sprinter who specialized in the 400 metres, Rupert Hoilett competed at the 1964 Tokyo Olympics. He won a bronze medal at the 1963 Pan American Games in the 4x400 metre relay. Hoilett won two medals at the 1966 Central American and Caribbean Games, with gold in the 4x4 relay and silver in the 400 metres. He also won the 1964 British West Indies title in the 400. Hoilett was remembered for his schoolboy efforts in Jamaica, winning the Boys’ Championship in the 440 yards three times in a row for Kingston College. Early in 1964 he was a part of the first Jamaican team to compete at the Penn Relays, helping his Kingston College quartet win the 4x110 yard relay. Personal Best: 400 - 46.3y (1966).","Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–0–1 1963 São Paulo ATH bronze: 4×400 m relay) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (1–1–0 1966 San Juan ATH gold: 4×400 m relay, silver: 400 m)"
901952,Joke van Beusekom,Female,23 June 1952,,, Netherlands,NED,,
108914,Janneke Schopman,Female,26 April 1977,168.0,65, Netherlands,NED,,
84825,Gérard Colin,Male,3 March 1958,167.0,61, France,FRA,,
