athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
49691,Alfredo Hunger,Male,3 January 1955,,, Peru,PER,,
99914,Masanori Inoue,Male,1 May 1972,186.0,90, Japan,JPN,,
141031,Nedžad Husić,Male,15 September 2001,,, Bosnia and Herzegovina,BIH,,
14116,Paul Deem,Male,16 August 1957,184.0,77, United States,USA,"Paul Deem was a track pursuiter who won a gold medal in the team pursuit at the 1975 Pan American Games, in addition to competing at the 1976 Olympics. Deem raced through 1981 and then he and Olympic mechanic Steve Aldridge formed a partnership in 1982, and opened Cycles Olympic in a Los Angeles suburb. In 1985 Deem went to work for Merrill Lynch but cycling pulled him back and in 1987 he became a sales rep for Lawee Univega, being promoted to sales manager in 1989. In 1995 the owner, Ben Lawee, being thinking of retirement and Deem and his wife bought their Mission Viejo and San Clemente stores. This morphed into Cycle Werks, which expanded into five stores in the Southern California area. They later sold some of those stores and opened The Camp, a concept store for Trek brands.",Listed in Olympians Who Won a Medal at the Summer Pan American Games (1–0–0 1975 Ciudad de México CYC gold: 4000 m pursuit team)
18093,Wim Bekkers,Male,21 August 1890,,, Netherlands,NED,"Wim Bekkers was one of eight Dutch members of Arnhem club Achilles that won the Dutch Olympic trials in the tug-of-war. In Antwerpen, they won the silver medal, losing only to the much heavier British squad. This result was in doubt for some time, as the Official Results listed both the Netherlands and the US as winning second place. This confusion was ended in 1968, when Henk Janssen presented his silver medal and associated Olympic diploma.",
3197,Manuel Serrano,Male,23 January 1970,177.0,79, Puerto Rico,PUR,,Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 1991 La Habana BSB silver)
58278,Günther Bauch,Male,30 April 1939,179.0,87, Germany,GER,"Middleweight freestyle wrestler Günther Bauch won six East German national titles in 1961, 1963-65, 1967, and 1969. He then won the inter-national qualifications for the 1964 Tokyo Games against West German Johann Sterr. At Tokyo he lost a close-fought medal match in the fourth round and finally placed seventh. Bauch also competed at the 1963 Worlds, and both the 1966 and 1967 Europeans, all with limited success.",
92517,Marlenis Mesa,Female,20 April 1974,173.0,57, Cuba,CUB,,"Listed in Olympians Who Won a Medal at the Summer Pan American Games (1–1–0 2003 Santo Domingo ROW gold: lightweight quadruple sculls, silver: lightweight double sculls) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (0–3–0 1990 Ciudad de México ROW silver: lightweight quadruple sculls; 1993 Ponce ROW silver: lightweight double sculls and lightweight quadruple sculls)"
19829,Tycho van Meer,Male,30 September 1974,,, Netherlands,NED,,
51586,Herbert Taylor,Male,7 June 1892,,, United States,USA,"Herb Taylor was a graduate of the University of Wisconsin and swam for many years with the Chicago Athletic Association, where he anchored their water polo teams, helping them win national titles in 1918 and 1927. Taylor was associated with the American Furniture Mart in Chicago from 1944-63. He was also an avid yachtsman, establishing the first sailing school at the Lake Geneva Yacht Club, and was active with the Inland Lake Yachting Association.",
