athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
8881,Petar Miloš,Male,11 April 1941,188.0,90, Yugoslavia,YUG,,
36982,René Guissart,Male,12 September 1929,,, France,FRA,,Brother of Jean-Jacques Guissart Listed in Olympians Who Won a Medal at the Mediterranean Games (0–0–1 1955 Barcelona ROW bronze: eights)
133686,Iñaki Villanueva,Male,10 February 1991,198.0,103, Spain,ESP,,
40774,Edward Masterson,Male,26 October 1937,170.0,52, United States,USA,"Edward Masterson was a cox for the US coxed fours crew at the 1956 Olympics. Masterson attended Cornell and represented the West Side Rowing Club. He coxed lightweight crews to titles in the fours and eights at the 1953 US Nationals, and 1953 Canadian Henley. In 1954 he coxed heavyweight and lightweight fours and eight to National Association of Amateur Oarsmen (NAAO) titles and the eight to a Canadian Henley title. Masterson was the cox in 1955 for crews that won NAAO championships in heavyweight fours, lightweight eights, senior eights, and senior fours, as well as winning the senior eights at the 1955 Canadian Henley",
114041,Lisa-Marie Deetlefs,Female,8 September 1987,169.0,63, South Africa,RSA,,
101137,Michael Uhrmann,Male,16 September 1978,181.0,64, Germany,GER,"Michael Uhrmann was a policeman with the German Police. In his ski jumping career he earned a team gold at the 2002 and a silver medal at the 2010 Winter Olympics and at the 2001 World Championships in the large hill team competition, a bronze in the normal hill team competition, and a silver four years later. He also won a team bronze at the 2006 Ski Flying World Championships. His medal collection also included three golds at the Youth Ski Jumping World Championships in 1995 and 1996 and three German Championships. Uhrmann later turned to coaching.","Listed in Olympians Who Won a Medal at the World Nordic Ski Championships (1–1–2 2001 Lahti SJP gold: team large hill, bronze: team normal hill; 2005 Oberstdorf SJP silver: team normal hill; 2011 Oslo SJP bronze: team normal hill) Listed in Olympians Who Won a Medal at the World Ski Flying Championships (0–0–1 2006 Kulm bronze: team)"
47864,Hans Köhler,Male,21 June 1936,,, Germany,GER,"West German freestyle swimmer Hans Köhler from Darmstadt failed to reach the semi-finals of both the 100 and 400 freestyle at the 1956 Melbourne Olympic Games, but finished fifth with the 4x200 freestyle relay team. In 1955 and 1956 he captured the West German national titles in the 200 and 400 freestyle. From 1954-57 he represented West Germany in 12 international matches.",
133840,Romain Bardet,Male,9 November 1990,184.0,64, France,FRA,,
67648,Teodor Koskenniemi,Male,5 November 1887,172.0,63, Finland,FIN,"Teodor Koskenniemi only narrowly missed the medal ranks in the individual races, finishing fourth in the 5,000 m and sixth in the cross-country run. But with the team he was one of the Finnish runners counting for the team score. In 1919, he was a Finnish champion in the 5,000 meters. Personal Best: 5000 – 15:17.0 (1920).",
35112,Heorhiy Chymerys,Male,5 October 1972,185.0,77, Ukraine,UKR,,
2101753,Koumba Larroque,Female,22 August 1998,,, France,FRA,,
70024,Inge Kilian,Female,3 June 1935,170.0,60, Germany,GER,"High jumper Inge Kilian finished a disappointing last (18th) in the 1956 Melbourne final, although she had bettered the German record a few months earlier. Two years later she placed fourth at the European Championships. She won four German titles in 1955-58, winning indoors in 1956 and 1959. An educated draftswoman, she retired in 1959 due to health reasons, married and in 1990 became a committee member of the Association of Former Track and Field Athletes. Personal Best: HJ – 1.68 (1958).",
126563,Abigél Joó,Female,6 August 1990,183.0,76, Hungary,HUN,,Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–0 2013 Kazan JUD gold: half-heavyweight -78 kg)
67732,Valto Olenius,Male,12 December 1920,185.0,79, Finland,FIN,Personal Best: PV – 4.31 (1953).,Listed in Olympians Who Won a Medal at the European Athletics Championships (0–1–0 1950 Bruxelles silver: pole vault)
61207,Glenn Astwood,Male,16 November 1954,172.0,70, Bermuda,BER,,
74926,Armando Cortesão,Male,31 January 1891,,, Portugal,POR,"Armando Cortesão worked as an agronomic engineer, a colonial administrator, and a historian of Portuguese cartography. Cortesão graduated from the Instituto Superior de Agronomia in 1913, as an agronomist, before becoming the head of the Department of Agriculture of São Tomé and Príncipe from 1916 to 1920. During this time, he co-authored a map of the area, with his cartography being used on further studies of ancient maps. In 1919, Cortesão headed up the Ministry of Colonies, spending most of his time in West Africa, where he wrote two books. He worked at the General Agency for the Colonies until 1931, until he was no longer in favour with the Portuguese government under António de Oliveira Salazar. This resulted in Cortesão fleeing the country (through a spectacular escape, swimming across the river Minho, to Spain, after knocking down the border official), living in exile for many years in Spain, England, and France, where he worked for UNESCO. During his exile, Cortesão wrote a book about Portuguese cartography and cartographers of the 15th and 16th centuries, which was his best work. Cortesão returned to Portugal only in 1952, becoming a professor of Studies in Ancient Cartography at the University of Coimbra. From 1960 to 1962, he published a six-volume work of cartographic monuments of Portugal, which included multiple high-quality lithographs. Cortesão was bestowed with multiple honours during his lifetime, including the Grand Officer of the Military Order of Christ (1930), the Grand Cross of the Order of Prince Henry (1961), and an Honoris Causa doctorate from the University of Coimbra (1961). In 1987, he was posthumously awarded with the Grand Cross of the Military Order of Saint James of the Sword. Cortesão’s athletics career was a small footnote in his remarkable life, with him competing in the 400 and 800 metres at the 1912 Stockholm Olympics. In the 400 metres, he finished in last place in his heat and did not qualify for the semi-finals. He fared marginally better in the 800 metres, where he finished second in his heat, but he did not get past the semi-finals. He was the Portuguese national champion in the 200 metres in 1913, and in the 800 metres from 1911-13, among other disciplines. Personal Bests: 400 - unknown; 800 – 2:13.4 (1913).",
146112,Alsu Minazova,Female,4 July 1998,,, ROC,ROC,,
59498,Einar Gundersen,Male,7 September 1948,178.0,108, Norway,NOR,Einar Gundersen had the following finishes at major championships – 1977 World Championship: Unlimited Greco-Roman (4th); 1978 World Championship: Unlimited Greco-Roman (4th); 1973 World Championship: Unlimited Greco-Roman (6th); 1973 European Championship: Unlimited Greco-Roman (6th); 1974 European Championship: Unlimited Greco-Roman (6th).,
24458,Zhang Xiaowen,Male,15 July 1964,178.0,76, People's Republic of China,CHN,,
1005558,Jens Nielsen,Male,25 March 1912,,, Denmark,DEN,,
43583,John Woolley,Male,23 August 1950,190.0,80, New Zealand,NZL,,Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (2–0–2 1978 Edmonton SHO gold: skeet; 1982 Brisbane SHO gold: skeet; 1986 Edinburgh SHO bronze: skeet/pairs; 1990 Auckland SHO bronze: skeet/pairs)
36233,Terry Paul,Male,14 September 1964,165.0,50, Canada,CAN,"Terry Paul began his athletic career as a basketball player in high school, but switched to rowing as a coxswain in 1979, which better suited his smaller stature. He competed for the Brock University Badgers of St. Catharines, Ontario from 1983 through 1987 and first represented Canada at a major international tournament at the 1986 World Championships, where he finished eighth in the coxed pairs with Raymond Collier and Robert Marland. He fared better in the coxed fours event at the 1987 edition, alongside Marland, Harold Backer, John Houlding, and Brian Saunderson, and won a bronze medal in the same event at the Summer Universiade. This quintet attended the 1988 Summer Olympics, where they placed ninth, and then split up. Paul was the only one to stay with the coxed fours and came in tenth at the 1989 World Championships with Darren Barber, Darby Berkhout, Andy Crosby, and Bruce Robertson. Paul, Barber, Crosby, Robertson, Marland, and Saunderson then made the move to the eights where, alongside Michael Rascher, Derek Porter, and John Wallace, he won silver at the 1990 World Championships. The crew repeated this feat at the 1991 edition, with Don Telfer in place of Saunderson, and then went on to win gold and set an Olympic record at the 1992 Summer Games (after exchanging Telfer for Michael Forgeron). Paul retired from active competition soon after and began a career as a rowing coach, one that took him to Cornell University and positions on the national rowing organizations for Canada and Switzerland. He was inducted into the Canadian Olympic Hall of Fame in 1994.",Listed in Olympians Who Won a Medal at the Summer Universiade (0–0–1 1987 Zagreb ROW bronze: coxed fours)
85277,Benoît Doucet,Male,23 April 1963,178.0,85, Germany,GER,"German Canadian-born ice hockey player Benoît Doucet competed at two Olympic Games in 1994 and 1998, finishing seventh and ninth respectively. He won 66 international caps and scored 21 goals. In Germany, Dostthaler played at club level with Duisburger SV (1988-89), ECD Sauerland (1989-90), EV Landshut (1990-91), Düsseldorfer EG (1991-98), and Kölner Haie (1999). He helped Düsseldorf win the German national title three times in 1992-93 and 1996. He was married to Nicole Kompalla, daughter of legendary ice hockey referee Josef Kompalla. Doucet later worked as a hockey coach in Canada and Germany.",
27899,Vladimir Durković,Male,6 November 1937,176.0,74, Yugoslavia,YUG,,"Listed in Olympians Who Were Murdered (Durković was shot by a drunken policeman in Sion (Switzerland)) Listed in Olympians Who Participated in the 1960 Olympic Football Qualification Campaign (4 App. - 0 goals - 360 min. played: ISR 2:2 (a), GRE 4:0 (h), ISR 1:2 (h), GRE 5:0 (a))"
60873,Stevan Nađ,Male,23 June 1903,,, Yugoslavia,YUG,,
46261,Stefanie Clausen,Female,1 April 1900,,, Denmark,DEN,"“Nanny” Clausen was the first female gold medal winner from Denmark and through 2016 remains the only one in diving. In addition to the gold medal Clausen also received the “Challenge Prize” donated by Countess Casa Miranda. Clausen joined the Danish Women’s Sports Association in 1915 and had her first podium place in 1917, when she was second in the first ever national championship. Her first title came the following year from the 3-metre springboard. In 1919 Clausen concentrated on high diving and won several Danish and international competitions. At the Olympics she was initially considered as a member of the gymnastics demonstration team, but since the demonstration was scheduled for the day before the high diving, she ended up only participating in diving. After the Olympics, Clausen finished her active career and went to Hamburg to study but continued to act as a judge. She is considered as one of the pioneers of women’s sports in her country. Clausen worked as a clerk in her father’s umbrella factory and her husband was a ship’s engineer. In 1988, she was inducted into the International Swimming Hall of Fame.",
51046,Erika Hansen,Female,9 March 1970,167.0,59, United States,USA,"A distance freestyler and medley swimmer, Erika Hansen started in college at the University of Georgia but transferred to the University of Texas. At Texas she won the NCAA title in the 500 free in 1991, after winning the 1,650 yard freestyle for Georgia in 1989. She was an 11-time All-American during her college career. Hansen swam at the 1988 and 1992 Olympics, swimming three individual events in 1992, just missing the podium in the 400 free with a fourth-place finish. Hansen was a five-time US Champion, winning 400 IM titles in 1984-85 and 1990, and the 200 butterfly in 1984 and 1991. Hansen’s greatest international meet came at the 1985 Pan Pacific Meet in Tokyo, where she won gold in the 400 IM, silver in the 200 butterfly, and bronze in the 200 IM. She later went into coaching, starting as a graduate assistant at the University of Florida from 1994-96, where she earned a masters’ degree in sports management. She was later an assistant coach at Southern California (1997-2003), Maryland (2004-05), and then at UCLA, starting in 2007. In 2008 she married UCLA diving coach Tom Stebbins. She eventually became head coach of UCLA Recreational classes, and also competed in masters swimming events.","Listed in Olympians Who Won a Medal at the Pan Pacific Swimming Championships (1–1–1 1985 Tokyo gold: 400 m medley, silver: 200 m butterfly, bronze: 200 m medley)"
6905,Carlos Quintanar,Male,2 June 1939,194.0,87, Mexico,MEX,Carlos Quintanar was a member of the silver medal winning team at the 1967 Pan American Games.,Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 1967 Winnipeg BAS silver) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (0–1–1 1962 Kingston BAS bronze; 1966 San Juan BAS silver)
88084,Fritz Kocher,Male,6 April 1928,,, Switzerland,SUI,,
28557,Ingrid Santer,Female,9 June 1955,159.0,43, West Germany,FRG,"In 1972 at the Summer Olympics in München, the West German female gymnast team finished eighth. Team member Ingrid Santer placed 76th in individual all-around. She never won a West German national title. Santer later worked with the School and Education Department of the municipality of München.",
115220,Siham Hilali,Female,2 May 1986,160.0,48, Morocco,MAR,Personal Best: 1500 – 4:01.33 (2011).,"Listed in Olympians Who Won a Medal at the Mediterranean Games (1–1–0 2013 Mersin ATH gold: 1500 m, silver: 800 m)"
16894,Jack Trickey,Male,24 January 1935,,, Australia,AUS,"Jack Trickey was a cyclist from Bendigo and represented Australia at his home Olympics in 1956 in Melbourne. Trickey’s first competitive race was a 10-mile event in Bendigo when he was 15-years-old. In the 1950s, he won multiple junior track titles. Trickey also competed in road races, finishing as the runner-up in a the 100-mile championship in Victoria in 1955. The following year, Trickey became the Australian road champion in the 120-mile event. For his Olympic qualification, Trickey took part in 11 races, where he won five of them, along with a second-place finish and two third-place finishes. However, at the Melbourne Olympics, he crashed out of the race at a feeding station. More than 30 years later, Trickey returned to cycling, competing in veteran’s events. In 1994, he won his age-class in a 75-kilometre race at the Australian Veterans Championships. He rode for the Central Victorian Veterans Cycling Club (CVVCC) in 1995, before being elected the president of the club the following year. In 2021, he was inducted into the Bendigo’s Sports Star Hall of Fame.",
115566,Emmanuel Callender,Male,10 May 1984,189.0,86, Trinidad and Tobago,TTO,Personal Best: 100 – 10.05 (2009).,Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–0–2 2011 Guadalajara ATH bronze: 100 m; 2015 Toronto ATH bronze: 4×100 m relay) Listed in Olympians Who Won a Medal at the World Athletics Championships (0–1–0 2009 Berlin silver: 4×100 m relay) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (1–0–0 2010 Mayagüez ATH gold: 4×100 m relay)
114096,Sun Huizi,Female,11 June 1990,182.0,69, People's Republic of China,CHN,,Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–0 2009 Beograd WAP gold) Listed in Olympians Who Won a Medal at the World Aquatics Championships (0–1–0 2011 Shanghai WAP silver) Listed in Olympians Who Won a Medal at the Asian Games (1–0–0 2010 Guangzhou WPO gold)
90040,Andriy Kotelnyk,Male,29 December 1977,171.0,60, Ukraine,UKR,,Listed in Olympic Boxers Who Won a Professional World Championship (Olympics - 2000 Lightweight (Silver); Professional World Champion - WBA Light-Welterweight (2008-2009).)
2302124,P. Grobert,Male,1902,,, France,FRA,,
58501,Aristidis Roumpenian,Male,5 June 1966,164.0,65, Greece,GRE,,Listed in Olympians Who Won a Medal at the Mediterranean Games (0–0–1 1997 Bari WRE bronze: Greco-Roman lightweight -63 kg)
97325,Knut Schubert,Male,9 September 1958,167.0,63, East Germany,GDR,"Figure skater Knut Schubert partnered Birgit Lorenz, representing East Germany at the 1984 Sarajevo Winter Olympics finishing fifth. Both also competed in the 1981-84 World Championships placing ninth, seventh, eighth and sixth. At the European Championships they earned two bronze medals in 1983 and 1984. In 1981 and 1985 the pair won two East German titles and were runners-up in 1982-84. Schubert later studied sports science at the Deutsche Hochschule für Körperkultur (DHfK) Leipzig and became a well-known and successful figure skating coach. His daughter Pauline also became a figure skater.",Listed in Olympians Who Won a Medal at the European Figure Skating Championships (0–0–2 1983 Dortmund bronze: pairs; 1984 Budapest bronze: pairs)
131099,Ema Ramusović,Female,28 November 1996,187.0,74-78, Montenegro,MNE,,
37423,William Parker,Male,9 January 1889,,, Great Britain,GBR,"William Parker succeeded his father and became the 3rd Baron Parker of Shenstone Lodge at the age of 13 in 1902. Educated at Eton College, Parker went to Oxford University where he rowed for New College, but never won a rowing Blue. He was, however, a member of their eights that won the silver medal at the 1912 Stockholm Olympics. Parker served as a captain in the 9th battalion of the Hampshire Regiment during World War I. He was mentioned in dispatches and subsequently awarded the OBE in 1919. A former Justice of the Peace (JP) for Hampshire and Breconshire, he served as the penultimate Lord Lieutenant of Brecknockshire between 1959-64. The office was abolished 10 years later. Parker died in 1971, just five months after Ruth, his wife of 56 years, passed away.","Listed in Olympian Members of the Nobility (Sir, the 3rd Baronet Parker of Shenstone Lodge)"
921212,Rafał Malczewski,Male,24 October 1892,,, Poland,POL,"Polish painter and water-colorist Rafał Malczewski lived in Canada from 1942. He was a landscape painter, and representative of the movement of over-stylized “naive” realism. He also painted portraits and, in the 1930s, industrial landscapes. In addition, he was also a satirical writer. Malczewski studied philosophy, architecture, and agronomy in Wien (Vienna). His father Jacek, a professor at Kraków’s Academy of Fine Arts, introduced him to painting. Rafał lived in Zakopane and was an avid skier and a life-saving swimmer. In 1917 he suffered a severe blow when he slipped while climbing in the High Tatra, and spent the whole night hanging on a hook. His companion died. In 1930 Malczewski traveled to France, where he would return following the outbreak of World War II, traveling through Slovakia, Hungary, and Italy to get there. In 1940 he left France and traveled through Spain and Portugal to Brazil, where he spent almost two years creating watercolor views of Rio de Janeiro and Curitiba, and produced landscape paintings of Parana. Malczewski then moved to the United States, where he lived primarily in New York. Finally, in 1942, he settled in Montreal, traveling extensively in Canada and the United States in search of subjects to paint. Despite his enormous longing for his homeland, he never returned to Poland. Of his four submitted paintings, only a reproduction of Ski could be identified. The original painting was called Narciarze w Tatrach (Skiers in the Tatras) and dated from 1927 (oil on canvas, 100 x 80 cm). The original title of Football was Piłka nożna na przedmieściu (Football in the Suburbs), painted in 1931.",
110335,Alex Bilodeau,Male,8 September 1987,173.0,76, Canada,CAN,"Canadian freestyle skier Alex Bilodeau was the first Olympian to successfully defend any individual freestyle skiing Olympic gold medal, winning the moguls in 2010 in Vancouver and 2014 in Sochi. Bilodeau made history as the first Canadian athlete ever to win an Olympic gold medal on home soil despite Canada hosting three Olympic Games (Montréal 1976, Calgary 1988, Vancouver 2010). A three-time Olympian, Bilodeau made his Olympic debut in 2006 in Torino as an 18-year old, finishing 11th. Since those early days, in 2008-2009 Bilodeau became one of the world’s top mogul skiers, and won the Crystal Globe and the overall Federation Internationale de Ski (FIS) World Cup champion for freestyle skiing. In 2009, he won the first of three World Championship titles in dual moguls (non-Olympic event), adding two more World titles in 2011 and 2013, along with two silver medals in moguls in 2011, 2013. Bilodeau was inspired by his own special needs brother, Frederic, and Canadian freestyle skier Jean-Luc Brassard, who is the 1994 Olympic moguls champion in Lillehammer. He retired after winning his final World Cup race, surpassing Brassard for the most World Cup medals won by a Canadian. An avid hockey player, Bilodeau gave up playing his beloved game, switching to skiing on the encouragement of his mother. Following in his father’s footsteps, Bilodeau pursued an accounting career, studying at the John Molson School of Business at Concordia University in Montréal, Canada.","Listed in Olympians Who Won a Medal at the World Freestyle Ski Championships (3–2–0 2009 Inawashiro gold: dual moguls; 2011 Deer Valley gold: dual moguls, silver: moguls; 2013 Voss gold: dual moguls, silver: moguls)"
141598,Natalia Campos,Female,12 January 1992,169.0,64, Chile,CHI,,
11560,Yugo Araki,Male,20 March 1925,171.0,61, Japan,JPN,,
52168,Zhang Yousheng,Male,5 August 1956,196.0,85, People's Republic of China,CHN,,
901500,Robert Figl,Male,1 June 1967,,, Germany  West Germany,GER,,
