athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
22355,Konstantinos Bembis,Male,1903,,, Greece,GRE,,
120556,Kazuomi Ota,Male,1 July 1986,183.0,145, Japan,JPN,,
2303127,Walter Stott,Male,11 February 1899,,, Great Britain,GBR,"Along with E. R. Richards and A. B. Craig, W. D. Stott came out of retirement to join the Great Britain squad for the 1928 Amsterdam Olympics, but did not get to play. Stott played his league lacrosse with the Manchester-based Monton club and, because he spent most of his career in the second division, Monton never appeared in a Senior Northern Flags final. Stott did, however, win representative honours with The North and also with Lancashire, and scored in the 18-3 win over Yorkshire in 1922. He scored four goals in Lancashire’s 11-6 win over Cheshire in 1925. Stott was also active in track and field as well as boxing during this time at Manchester Grammar School. He also saw service in World War I with the Lancashire Fusiliers and was awarded the Military Cross. He later farmed in Southport, Lancashire before retiring to Anglesey, Wales.",
701007,Vladica Popović,Male,17 March 1935,176.0,72, Yugoslavia,YUG,"A midfielder, Vladica Popović was on the Yugoslav football team at the 1956 Melbourne Olympics, although he did not play in any matches. He played for Red Star Beograd, helping them win five Yugoslav titles in 1956-57, 1959-60, and 1964, the Yugoslav Cup in 1958-59 and 1964, and the Mitropa Cup in 1958. Popović went into coaching at which he was much better known. An itinerant coach, he led teams in Colombia, Italy, Peru, and Venezuela, but is best known for leading Red Star Beograd to the Intercontinental Cup in 1991.",
147485,Aliaksei Shostak,Male,8 February 1995,,, United States,USA,,
36986,Maurice Houdayer,Male,18 July 1931,182.0,81, France,FRA,"Maurice Houdayer rowed for the Laval Nautical Club. In 1956 he helped France win silver at the European Championships and rowed for the Centre Sportif des Forces de Armée eight that won the Grand Challenge Cup at the Henley Royal Regatta. He was not as successful at the 1956 Melbourne Olympics as France was eliminated in the repêchage. Houdayer later worked in rowing administration. He sat on the steering committee of the French Rowing Federation from 1965-72, and was also President of Île-de-France Aviron League.",
42040,Adolf Schnitt,Male,17 April 1858,,, Finland,FIN,,
59562,Bashir Bhola Bhala,Male,20 January 1971,175.0,90, Pakistan,PAK,Bashir Bhola Bhala had the following finishes at major championships – 1994 Commonwealth Games: 82.0 kg. Freestyle (3rd); 2002 Commonwealth Games: 96.0 kg. Freestyle (4th); 2000 Asian Championship: 97.0 kg. Freestyle (4th); 1993 Commonwealth Championship: 82.0 kg. Freestyle (3rd); 1994 Asian Games: 82.0 kg. Freestyle (6th); 2006 Asian Games: 120.0 kg. Freestyle (7th).,Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (0–0–2 1994 Victoria WRE bronze: freestyle middleweight -82 kg; 2002 Manchester WRE bronze: freestyle heavyweight -96 kg)
144002,Chiara Rebagliati,Female,23 January 1997,,, Italy,ITA,,
131059,Melany Hernández,Female,26 July 1998,165.0,60, Mexico,MEX,,Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–0 2017 Taipei DIV gold: synchronized springboard) Listed in Olympians Who Won a Medal at the World Aquatics Championships (0–0–1 2019 Gwangju DIV bronze: synchronized springboard)
52124,Randy Wagner,Male,29 December 1959,193.0,90, Canada,CAN,,
81165,Mira Golub,Female,24 September 1975,171.0,60, Russian Federation,RUS,,
16265,Jozef Regec,Male,29 March 1965,186.0,78, Czechoslovakia,TCH,"Jozef Regec was a solid road racer for Czechoslovakia, and later Slovakia, during an international career that lasted from 1986-98. Regec competed at the 1988 Olympics in both the road race and team time trial, and competed in the team time trial at the 1987 and 1991 World Championships, helping Czechoslovakia place ninth both times. He rode the Peace Race four times (1986-89), with a best finish of seventh in 1986. He never managed any major titles but was runner-up at the Grand Prix François Faber in both 1987 and 1992, and was second at the 1988 Czechoslovakian Championship in the road race. His other major podium finishes were third places at the 1989 Tour de Loir-et-Cher, the 1997 Weinland Pokal race, and at the 1998 Lavanthaler Radsporttage. Regec competed three times each in the Tour of Austria and the Uniqa Classic, with minimal success, and in 1993, rode the Vuelta a España as an amateur. In 2010, Jozef Regec was elected Slovakian senator as a member of the Czech Social Democratic Party (KDU-CSL).","Listed in Olympians Who Were Members of National Legislatures (Member of Czech Senát since 23 October 2010 (CSSD, SPOZ))"
47663,Gudrun Hänisch,Female,6 November 1963,175.0,63, West Germany,FRG,"West German synchronized swimmer Gudrun Hänisch finished fifth in the solo event at the 1984 Los Angeles Olympics. She also came ninth with Gerlind Scheller in the duet event as the best non-qualifiers for the final. At the European Championships the previous year, she won a silver medal with Scheller in the duet, and two bronze medals, in the solo and team event. With Scheller she also won the national title from 1982-84. Hänisch retired directly after the Los Angeles Games. Her parents were both competitive swimmers. Sigrid, her mother, coached Hänisch and Scheller.","Listed in Olympians Who Won a Medal at the European Aquatics Championships (0–1–2 1983 Roma SWA silver: duet, bronze: solo and team)"
