athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
55303,Mladen Kuchev,Male,29 January 1947,156.0,67, Bulgaria,BUL,Mladen Kuchev had the following podium finishes at major championships: 2nd in the 1972 Olympics Lightweight class (450.0 kg); 2nd in the 1969 World Championships Featherweight class (385.0 kg); 2nd in the 1970 World Championships Featherweight class (380.0 kg); 2nd in the 1972 World Championships Lightweight class (450.0 kg); 2nd in the 1973 World Championships Lightweight class (302.5 kg); 3rd in the 1975 World Championships Lightweight class (302.5 kg); 1st in the 1969 European Championships Featherweight class (385.0 kg); 1st in the 1970 European Championships Featherweight class (382.5 kg); 1st in the 1972 European Championships Lightweight class (447.5 kg); 2nd in the 1973 European Championships Lightweight class (295.0 kg); 3rd in the 1975 European Championships Lightweight class (302.5 kg). He set 10 world records in the featherweight and lightweight class from 1969-72 – one in the total and nine in the press.,
12394,Pedro Mayorga,Male,5 January 1921,,, Argentina,ARG,"Pedro Mayorga just missed a medal in team jumping at the 1956 Equestrian Olympic Games, placing fourth. He had won a silver medal in the event with the Argentine team at the 1955 Pan American Games. He later became an administrator in equestrian sport, serving as chef d’équipe for the Argentine teams in the late 1950s and at the 1960 Olympic Games, as well as the team which won the Agan Khan Trophy at the Dublin Horse Show in Ireland. From 1972-76 Mayorga served as a technical delegate for international equestrian events, including the Olympic Games of 1964, 1968, 1972 and 1976. He was made a member of the bureau of the Fédération Equestrian Internationale (FEI) in the late 1950s and became second vice-president in 1965, later moving to first vice-president, a position he held until 1981.",Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 1955 Ciudad de México EQU silver: jumping team)
79738,Flávio Godoy,Male,13 December 1969,185.0,80, Brazil,BRA,Personal Best: 800 – 1:46.12 (1996).,
125464,Marcel Sieberg,Male,30 April 1982,198.0,82, Germany,GER,,
33369,Salim Abanoz,Male,1 August 1969,,, Türkiye,TUR,,
47185,Stephen Akers,Male,16 May 1971,190.0,82, Great Britain,GBR,,
117001,Marcie Van Dusen,Female,25 June 1982,165.0,55, United States,USA,,Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 2007 Rio de Janeiro WRE silver: freestyle lightweight -55 kg) Listed in Olympians Who Won a Medal at the Summer Universiade (0–0–1 2005 İzmir WRE bronze: freestyle lightweight -55 kg)
21094,Eduardo Sastre,Male,22 September 1910,,, Argentina,ARG,"Eduardo Sastre fenced for Argentina in the South American fencing championships in early 1948 and did well enough to be selected for the Argentina Olympic team that year. Argentina’s men’s foil team fenced in only two matches in London before retiring after fencing one bout in the third. Sastre was not used in any of those matches and was not selected to fence in the individual event and so is not credited with being on the 1948 Olympic team. He had the following podium finishes at major championships: 2nd in the 1951 Pan American Games foil team (with Félix Galimi, José Rodríguez, Raúl Saucedo, Santiago Massini, and Fulvio Galimi).",Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 1951 Buenos Aires FEN silver: foil team)
19294,Ravinder Pal Singh,Male,6 September 1960,168.0,63, India,IND,"Ravinder Pal Singh played hockey for India at the 1980 and 1984 Olympics, helping them win the gold medal at Moskva in 1980. Singh was a centre-half who played on the national team from 1979-84. Singh also represented India in the 1979 Junior World Cup, the Champions Trophy in Karachi (1980, 1983), Silver Jubilee 10-nation Cup in Hong Kong in 1983, the 1982 World Cup in Mumbai, and the 1982 Asian Cup in Karachi. After retiring from hockey he worked his entire career for the State Bank of India. Singh died in 2021 after contracting COVID-19.",Listed in Olympians Who Died After Contracting the Coronavirus (COVID-19) ()
72218,Grace Jackson-Small,Female,14 June 1961,178.0,61, Jamaica,JAM,Personal Bests: 100 – 11.08 (1988); 200 – 21.72 (1988); 400 – 49.57 (1988).,"Listed in Olympians Who Won a Medal at the Summer Universiade (1–0–2 1983 Edmonton ATH bronze: 200 m (competed as Grace Jackson); 1985 Kobe ATH gold: 200 m relay, bronze: 100 m (competed as Grace Jackson)) Listed in Olympians Who Won a Medal at the World Athletics Indoor Championships (0–1–1 1987 Indianapolis bronze: 200 m (competed as Grace Jackson); 1989 Budapest silver: 200 m (competed as Grace Jackson)) Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (0–0–1 1982 Brisbane ATH bronze: 4×100 m relay (competed as Grace Jackson)) Listed in Olympians Who Won a Medal at the Central American and Caribbean Games (0–1–0 1978 Medellín ATH silver: high jump)"
