athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
65649,Ivanka Bonova,Female,4 April 1949,166.0,55, Bulgaria,BUL,Personal Best: 400 – 53.54 (1980).,
112510,Nataliya Uryadova,Female,15 March 1977,184.0,70, Russian Federation,RUS,,Listed in Olympians Who Won a Medal at the European Beach Volleyball Championships (1–0–0 2006 Den Haag gold)
114973,Essa Ismail Rashed,Male,14 December 1986,165.0,55, Qatar,QAT,Personal Best: 10000 – 27:20.97 (2006).,Listed in Olympians Who Won a Medal at the Asian Games (0–2–0 2006 Doha ATH silver: 10000 m; 2010 Guangzhou ATH silver: 10000 m)
30359,Péter Boros,Male,12 January 1908,,, Hungary,HUN,"Between 1927 and 1938, Péter Boros competed as a gymnast of BBTE. He won the Hungarian championship in rope climbing in 1932, and as part of the winning team in 1932, 1937 and 1938. As a member of the Hungarian national team, he took part in the 1930 World Championships and the 1932 Olympics both times finishing fourth in the team event. In individual events, he took two 5th places (pommelled horse and rope climbing). After the Olympics due to a series of injuries he did not regain his old form. After completing his career, he worked as a paper merchant.",
50557,Rudolf Piowatý,Male,28 April 1900,,, Czechoslovakia,TCH,"Rudolf Piowaty joined the Czechoslovak military near the end of World War I, and began his full-time military service in October 1921, leading to his career as a military officer. He also became a top swimmer while in the Army and won his first Czechoslovak title in 1921. He continued to win national titles over the next few years, allowing him to compete at the 1924 Paris Olympics. During World War II Piowaty left occupied Czechoslovakia in July 1942, and made his way to Germany, near Lake Constance. He used his swimming prowess to get to Switzerland, swimming across the lake. Piowaty settled in Genève where he worked for the League of Nations in the Office of the Permanent Delegation to the Czechoslovak Republic. After the liberation of France, Piowaty was sent across that country to Great Britain where he served in the Czechoslovak reserves as a lieutenant and became interim commander of his company. He returned to Czechoslovakia on 14 November 1945 and was awarded the Czechoslovak Military Medal of Merit, 2nd degree, and the Czechoslovak Military Commemorative Medal, after which he was transferred to the reserves permanently. After the Communist takeover Piowaty left his home country in 1948 to settle in Canada where he worked in the furniture trade and leisure and tourism.",
146111,Svetlana Kholomina,Female,9 November 1997,,, ROC,ROC,,
133041,Vincent Riendeau,Male,13 December 1996,178.0,68, Canada,CAN,,"Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–2–1 2015 Toronto DIV silver: synchronized platform; 2019 Lima DIV silver: synchronized platform, bronze: platform) Listed in Olympians Who Won a Medal at the World Aquatics Championships (0–1–0 2015 Kazan DIV silver: synchronized platform (mixed)) Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (0–0–2 2014 Glasgow DIV bronze: platform; 2018 Gold Coast DIV bronze: platform)"
110425,Tanja Morel,Female,4 October 1975,164.0,58, Switzerland,SUI,,Listed in Olympians Who Won a Medal at the European Bob & Skeleton Championships (0–0–2 2003 Winterberg bronze: Skeleton; 2006 St. Moritz bronze: Skeleton)
110705,Maksim Shabalin,Male,25 January 1982,183.0,76, Russian Federation,RUS,,Listed in Olympians Who Won a Medal at the European Figure Skating Championships (2–1–0 2007 Warszawa silver: ice dancing; 2008 Zagreb gold: ice dancing; 2010 Tallinn gold: ice dancing) Listed in Olympians Who Won a Medal at the World Figure Skating Championships (1–0–0 2009 Los Angeles gold: ice dancing)
54541,Gé Regter,Male,6 March 1916,,, Netherlands,NED,,
22721,Aristide Pontenani,Male,,,, Italy,ITA,,
56266,Go Yeong-Chang,Male,21 March 1926,167.0,75, Republic of Korea,KOR,,
82227,Marlies Rostock,Female,20 April 1960,,, East Germany,GDR,"Marlies Rostock won gold in the cross-country relay at Lake Placid and a silver medal at the 1978 World Championships. At the national level, she placed third in the 1980 5 km and the 10 km in 1978-80. She was married to Nordic Combined Uwe Dotzauer, though they later divorced. She then married Stefan Fraas, general music director of the philharmonic orchestra Vogtland.",Wife (divorced) of Uwe Dotzauer Listed in Olympians Who Won a Medal at the World Nordic Ski Championships (1–1–0 1978 Lahti CCS silver: 4×5 km relay; 1980 Lake Placid (Olympics) CCS gold: 4×5 km relay)
93334,Craig Hutchison,Male,26 May 1975,198.0,97, Canada,CAN,,"Listed in Olympians Who Won a Medal at the Pan Pacific Swimming Championships (0–0–1 1999 Sydney bronze: 4×100 m freestyle relay) Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (0–1–2 1998 Kuala Lumpur SWI silver: 4×100 m freestyle, bronze: 4×100 m medley (swam in heats only); 2002 Manchester SWI bronze: 4×100 m freestyle)"
146013,Raquel Queirós,Female,4 March 2000,167.0,56, Portugal,POR,,
109912,Vyacheslav Kurginyan,Male,22 December 1986,170.0,65, Russian Federation,RUS,,Listed in Olympians Who Won a Medal at the European Short Track Speed Skating Championships (0–1–0 2012 Mladá Boleslav silver: 5000 m relay) Listed in Olympians Who Won a Medal at the World Short Track Speed Skating Championships (0–1–0 2013 Debrecen silver: 5000 m relay)
37019,Philippe Lot,Male,13 June 1967,189.0,85, France,FRA,,Listed in Olympians Who Won a Medal at the Mediterranean Games (1–0–1 1991 Athina ROW bronze: coxless fours; 1993 Linguadoca-Roussillon ROW gold: coxless fours)
22885,Rudy Kugeler,Male,11 August 1928,187.0,86, Luxembourg,LUX,,
95497,Yoshihiro Miyazaki,Male,10 May 1930,173.0,70, Japan,JPN,,
76,Roper Barrett,Male,24 November 1873,,, Great Britain,GBR,"Roper Barrett learned his tennis at Merchant Taylor’s School and the Forest Gate Club and was able to devote a great deal of time to the game. He won the Belgian Open singles title for four successive years from 1900, the Austrian title in 1904 and a vast number of tournaments at home. He was most successful in the Suffolk Championships at Saxmundham which he won no less than 17 times between 1898 and 1921. Barrett also reached the final of the All-comers singles at Wimbledon four times, going through to the Challenge Round in 1911 when he was forced to retire against Tony Wilding with the score level at two sets all. Despite these considerable successes, Roper Barett must, in retrospect, be considered as a better doubles player. With his Olympic partner, Arthur “Wentworth” Gore, they made up one of the more formidable doubles combinations of their era, winning Wimbledon in 1909 and reaching the All-Comers final on three other occasions. They won the Olympic covered court title in 1908 and the following year took the British indoor title. Barrett and Gore went to Stockholm in 1912 to defend their Olympic indoor crown but after winning the first two sets were beaten by a Swedish pair in the semi-finals. Barrett, however, had the consolation of winning a silver medal in the mixed doubles with Helen Aitchison as his partner. Apart from his win at Wimbledon with Gore in 1909, Barrett was also successful in 1912 and 1913 when he was partnered with Charles Dixon, who, like Barrett, was a solicitor by profession. Additionally, he won the covered court mixed doubles in 1910 with Mrs. O’Neill. Roper Barrett played in the first Davis cup match at Boston in 1900 with his last appearance coming in 1919. Although he did not have a particularly distinguished playing record in Cup matches he did, as non-playing captain, lead the British team to four consecutive victories in the thirties. Barrett served as Chairman of the Lawn Tennis Association in 1924 and was active in civic affairs, being twice Master of the Worshipful Company of Farriers and Chief Commoner of the City of London in 1924. He was also a keen footballer, playing regularly for Corinthians Casuals at Weybridge.",
47023,Lorna Frampton,Female,2 April 1920,,, Great Britain,GBR,"Lorna Frampton was just sixteen years old when she qualified for the 1936 Olympic Games by posting a convincing victory at the British trials. In Berlin she moved through the heats and semi-final but finished the final in sixth – a full second outside of the medal positions. By then working as a clerk with Lloyds Bank she won the 150 yards backstroke at the 1937 Amateur Swimming Association championships and was chosen to represent England at the 1938 British Empire Games in Sydney. Although she failed to win a medal in her individual event she returned home as a champion as, with Doris Storey and Margery Hinton, she was a member of the English team that won the 3×110 yard medley relay. In 1939 she won the 150 yards backstroke in the London-Paris meeting but her competitive swimming career was ended by the outbreak of war. She later worked as a coach at Watford Swimming Club during the fifties. Frampton attended Spring Grove Grammar School in Isleworth which also produced fellow Olympians Doris Batter and Sylvia Cheeseman.",Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (1–0–0 1938 Sydney SWI gold: 3×110 yards medley (competed for England))
42069,Isabelle Héberlé,Female,11 May 1959,167.0,67, France,FRA,,Sister of Philippe Hébérle Listed in Olympians Who Won a Medal at the World Shooting Championships (0–0–1 1982 Caracas bronze: 50 m small-bore rifle prone team)
39033,Sjoerd Wartena,Male,1 May 1939,189.0,76, Netherlands,NED,,
115157,Mariya Yakovenko,Female,6 January 1982,174.0,81, Russian Federation,RUS,Personal Best: JT – 62.23 (2007).,
