athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
72852,William Tanui,Male,22 February 1964,183.0,70, Kenya,KEN,"William Tanui was a late bloomer, winning the 1,500 m at the 1989 Kenyan Commonwealth Games trials, only to finish sixth at the 1990 Commonwealth Games. In the same year he won the 800 m at the African Championships. At the 1991 World Indoor Championships, Tanui crossed the line first, but was disqualified for breaking from his lane too early. Tanui’s greatest moment came at the 1992 Barcelona Olympics when, in the 800 m final he stormed down the outside, finishing in lane three, to edge past his teammate Nixon Kiprotich for gold. Tanui was unable to repeat this form in his only appearance at a World Championships, at Stuttgart in 1993, finishing seventh. Tanui concentrated more on the 1,500 m in the latter part of his career, and finished fifth at that distance at the 1996 Atlanta Olympics. At the World Indoor Championships, Tanui finished third in the 1,500 m in 1997, and fourth in 1999. Personal Bests: 800 – 1:43.30 (1991); 1500 – 3:30.58 (1997).",Listed in Olympians Who Won a Medal at the World Athletics Indoor Championships (0–0–1 1997 Paris bronze: 1500 m)
43892,Ilie Nițu,Male,12 November 1931,171.0,79, Romania,ROU,,
17438,Gabriel Scally,Male,25 October 1947,175.0,68, Argentina,ARG,Gabriel Scally was a member of the gold medal winning team at the 1967 Pan American Games as well as at the 1971 Pan American Games.,Son of Luis Scally Nephew of Tommy Scally Nephew of Tomás Wade Listed in Olympians Who Won a Medal at the Summer Pan American Games (2–0–0 1967 Winnipeg HOK gold; 1971 Cali HOK gold)
922876,Karl Schenner,Male,,,, Austria,AUT,,
35142,Brookner Brady,Male,1 January 1905,,, United States,USA,"Brookner Brady graduated from the US Military Academy at West Point in 1926, where he was on the swim team and played water polo. He came from a military family, as his father was in the West Point class of 1897, and Brady spent his life in the Army. Prior to World War II he served at Fort Hamilton and Fort Wadsworth, New York and in Arlington, Virginia, where he helped organize the new Provost Marshall General’s school as assistant commandant. In World War II, Brady served as Provost Marshall to General George Patton in the North Africa landings. He later became commander of the 339th Infantry Regiment of the 85th Infantry Custer Division, which pursued Nazis across the Amaseno River and into the hills west of Priverno, Italy in May 1944. After the war Brady served as Inspector General of the 6th US Army at the Presidio in San Francisco, where he retired. Upon his military retirement, Brady spent a year at San Francisco State University obtaining a teaching degree and then taught electronics, math, and mechanical drawing at Mission High School and also at the City College of San Francisco.",
22633,Massimo Cavaliere,Male,21 November 1962,175.0,70, Italy,ITA,,Listed in Olympians Who Won a Medal at the Summer Universiade (0–1–2 1983 Edmonton FEN silver: sabre team; 1985 Kobe FEN bronze: sabre team; 1987 Zagreb FEN bronze: sabre team)
28488,Doris Woods,Female,1 August 1902,,, Great Britain,GBR,"Doris Woods was one of the six members of the Northampton Polytechnic Institute (NPI) Women’s Gymnastics Club in the first ever British women’s gymnastics team, at the 1928 Amsterdam Olympics. Along with NPI team-mates Lucy Desmond, Jessie Kite, Queenie Judd, Midge Moreman, and Ethel Seymour she helped Great Britain collect the team bronze medal. It would be 84 years before a British female gymnast would next stand on an Olympic podium, when Beth Tweddle won the uneven bars bronze medal in 2012.",
96199,Hans Pappa,Male,26 July 1936,,, Switzerland,SUI,,
33135,Derya Çalışkan,Female,1 December 1966,,, Türkiye,TUR,,
921657, Chiffre,Male,,,, Yugoslavia,YUG,,
97701,Song Wenbin,Male,5 January 1963,,, People's Republic of China,CHN,,Listed in Olympians Who Won a Medal at the Asian Winter Games (1–0–0 1990 Sapporo BIA gold: 20 km)
75779,Rolf Bühler,Male,29 December 1942,183.0,74, Switzerland,SUI,Personal Best: JT - 80.42 (1968).,
114733,Lina Grinčikaitė,Female,3 May 1987,167.0,62, Lithuania,LTU,Personal Best: 100 – 11.19 (2012).,Listed in Olympians Who Won a Medal at the Summer Universiade (1–1–1 2009 Beograd ATH gold: 100 m; 2011 Shenzhen ATH bronze: 100 m; 2013 Kazan ATH silver: 100 m) Listed in Olympians Who Won a Medal at the European Athletics Championships (0–0–1 2012 Helsinki bronze: 100 m)
131313,Tyla Nathan-Wong,Female,1 July 1994,163.0,58, New Zealand,NZL,,Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (1–0–0 2018 Gold Coast RGS gold)
45983,Ian MacKenzie,Male,30 September 1953,178.0,71, Canada,CAN,,"Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–0 1971 Cali SWI silver: 4×100 m freestyle relay) Listed in Olympians Who Won a Medal at the World Aquatics Championships (0–0–1 1973 Belgrade SWI bronze: 4×100 m medley relay) Listed in Olympians Who Won a Medal at the British Empire/Commonwealth Games (1–0–1 1974 Christchurch SWI gold: 4×100 m freestyle, bronze: 4×200 m freestyle)"
890201, Bracq,Male,,,, Belgium,BEL,,
1917,Maria Testa,Female,5 February 1956,,, Italy,ITA,,"Listed in Olympians Who Won a Medal at the Mediterranean Games (0–1–1 1993 Linguadoca-Roussillon ARC silver: individual, bronze: team)"
1620,Kento Sugiyama,Male,12 December 1968,175.0,83, Japan,JPN,,
83381,Patrick Ndayisenga,Male,28 October 1971,179.0,57, Burundi,BDI,Personal Best: Mar – 2-13:14 (1999).,
2700034,Henri Levesque,Male,,,, France,FRA,,
920839,Giulio Cisari,Male,7 May 1892,,, Italy,ITA,"Giulio Cisari studied architecture, and then painting and sculpturing, in Brera, and later taught there. He studied and worked in various countries in Western Europe, Northern Africa and Asia Minor. Cisari painted mainly landscapes and was strongly involved in the revival of printmaking in Italy, illustrating books with his prints and etchings. He also worked as an architect and designer and wrote some remarkable publications on art techniques. In 1927 he was appointed director of the Institute of Fine Arts in Urbino. His drawing Fist Fight was reproduced in the catalog of the art competitions.",
31002,Charles Champaud,Male,1865,,, Bulgaria,BUL,"In some 1896 sources, Charles Champaud may be found under the name of Champoff. As a gymnastics teacher, he had been working in Sofia for two years and was supposed to be part of a larger Bulgarian delegation. His teammates failed to reach Athina in time due to a misunderstanding, but Champaud competed, representing his Bulgarian club. Because of this, he has been variously listed as Bulgarian and Swiss, as he was a Swiss national in 1896, but we consider him Bulgarian as he entered from his Bulgarian club.",
111690,Catherine Lepesant,Female,5 February 1972,162.0,54, France,FRA,,
81509,Conny Kissling,Female,18 July 1961,170.0,58, Switzerland,SUI,"Married to Urs Lehmann, world champion in Alpine skiing (downhill) 1993 and later president of the Swiss skiing federation.",Listed in Olympians Who Won a Medal at the World Freestyle Ski Championships (1–3–0 1986 Tignes gold: combined; 1989 Oberjoch silver: acroski and combined; 1991 Lake Placid silver: combined)
119118,Roman Talan,Male,4 February 1988,177.0,72, Ukraine,UKR,,
67377,Luchia Yishak,Female,8 April 1973,155.0,50, Ethiopia,ETH,Personal Bests: 5000 – 15:22.53 (1996); 10000 – 31:56.42 (1991).,
95306,Jim McElmury,Male,3 October 1949,183.0,86, United States,USA,"While in college at Bemidji State, Jim McElmury made the 1970 and 1971 U.S. National teams. After his graduataion in 1971, he also made the 1972 Olympic team and would later play for the U.S. in the 1976 and 1977 World Championships, giving him five international appearances in all. McElmury, a defenseman, also played pro hockey from 1972 until 1978. He was signed by the Minnesota North Stars after the Olympics but played mostly with their farm clubs. In 1974 he was picked up by the NHL’s Kansas City Scouts, for whom he played in 78 games. After his retirement from playing, he ran a sporting goods business in Minneapolis.",
4881,Bert Lowe,Male,30 May 1912,,, New Zealand,NZL,"Shortly after the 1932 Olympics Bert Lowe turned professional and had a brief pro career, competing in four bouts, winning three, one by knockout. He won his first three bouts but on 21 October 1933 lost by TKO against Harry Lister in Greymouth, and died that night from injuries sustained in the bout.",Listed in Olympians Who Died in Competition or Training (Died of injuries sustained in a professional boxing match.)
99590,Ntala Skinner,Female,22 February 1973,170.0,61, United States,USA,"Ntala Skinner made the 1994 and 1998 US Olympic teams in biathlon, but competed only in 1998. She competed on the World Cup circuit from 1993-98, winning the US title in the sprint biathlon in 1996-97, and winning the US Championship in individual in 1997. In 1993 she made the US World Championship team while still a junior competitor. Skinner joined the Idaho National Guard in 1993 and won",Wife of Kevin Quintilio
56295,Alberts Ozoliņš,Male,10 May 1896,,, Latvia,LAT,Alberts Ozoliŋš had the following podium finishes at major championships: 2nd in the 1922 World Championships Middleweight class; 3rd in the 1923 World Championships Middleweight class (355.0 kg).,
