athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
17901,Joseph Olivier,Male,2 December 1874,180.0,74, France,FRA,"Joseph Olivier was a forward who captained the French team that won a gold medal in rugby football at the 1900 Paris Olympics. Olivier played for Stade Français from 1893-1901, winning French titles with them in 1894 and 1895, 1987, and 1989, and losing in the 1896 final. He studied at l’École Albert le Grand d’Arcueil, and later became a landscape architect. Olivier died only eight months after winning his gold medal.",
71859,Giuseppe Bernardoni,Male,7 September 1895,,, Italy,ITA,Giuseppe Bernardoni was one of the leaders of the renewal of Italian athletics after World War I. He took part in the 400 metres at the 1919 Paris Inter-Allied Games and set the fourth-best Italian time for the year with a mark of 52.4 at Laveno on 24 August. His only major international tournament was the 1920 Antwerp Olympics when he was eliminated in the second round. He repeated his personal best (52.4) at Bergamo on 23 May 1920. Bernardoni never managed to win a national title or set a national record. Personal Best: 400 – unknown.,
104006,Signe Livbjerg,Female,21 February 1980,165.0,56, Denmark,DEN,,
96253,Erik Pausin,Male,18 April 1920,,, Austria,AUT,"Erik Pausin was an Austrian figure skater who started in pair skating with his sister Ilse Pausin, who was one-year older. In the 1930s, they were the second-best pair in the world behind the Germans Maxi Herber and Ernst Baier. Together the Pausins won the Austrian Championships from 1936-41. Both also won the silver medal at the 1936 Garmisch-Partenkirchen Winter Olympics. After the annexation they also competed in the German Championships taking second place in 1939 and 1941. Together they won silver medals at the World Championships for five consecutive years – 1935-39, losing for the last four years to Herber/Baier. The Pausins also were second at the Europeans in 1937-39, representing Germany in 1939.",Brother of Ilse Pausin Listed in Olympians Who Won a Medal at the European Figure Skating Championships (0–3–0 1937 Praha silver: pairs; 1938 Opava silver: pairs; 1939 Zakopane silver: pairs (competed for Germany)) Listed in Olympians Who Won a Medal at the World Figure Skating Championships (0–5–0 1935 Budapest silver: pairs; 1936 Paris silver: pairs; 1937 London silver: pairs; 1938 Berlin silver: pairs; 1939 Budapest silver: pairs (competed for Germany))
90109,Mahamed Aryphadzhyeu,Male,23 September 1977,185.0,81, Azerbaijan  Belarus,AZE,,
16559,Sin Dae-Cheol,Male,17 August 1959,173.0,67, Republic of Korea,KOR,,Listed in Olympians Who Won a Medal at the Summer Universiade (0–0–1 1983 Edmonton CYC bronze: road race) Listed in Olympians Who Won a Medal at the Asian Games (1–0–0 1986 Seoul CRD gold: road race)
51742,Boris Škanata,Male,18 May 1927,,, Yugoslavia,YUG,,Listed in Olympians Who Won a Medal at the European Aquatics Championships (0–0–1 1950 Wien SWM bronze: 100 m backstroke)
900507,Tetsunori Kudo,Male,14 March 1958,148.0,47, Japan,JPN,,
113604,Linas Kleiza,Male,3 January 1985,203.0,108, Lithuania,LTU,,Listed in Olympians Who Won a Medal at the Basketball World Cup (0–0–1 2010 TUR bronze) Listed in Olympians Who Won a Medal at the European Basketball Championship (EuroBasket) (0–1–1 2007 ESP bronze; 2013 SLO silver)
96597,Karl Prochaska,Male,14 August 1914,,, Austria,AUT,"Austrian speed skater Karl Prochaska participated in the 1936 Garmisch-Partenkirchen Winter Olympics. He placed 24th over 5,000 metres. The next year he finished fifth at the Austrian nationals. During World War II he also participated in the German nationals in 1940, but with unknown results. Personal Bests: 500 – 48.4 (1937); 1500 – 2:35.9 (1935); 5000 – 9:02.6 (1936).",
