athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
97969,Gregory Sun,Male,10 August 1962,183.0,86, Trinidad and Tobago,TTO,,
9508,José Reyes,Male,5 January 1962,180.0,81, Spain,ESP,,
83854,Petr Barna,Male,9 March 1966,165.0,65, Czechoslovakia,TCH,"The best year for Petr Barna as a competitive figure skater was probably 1992, when he won the European title and a bronze at the Olympics. In 1992 he was also the first skater to successfully land a quadruple jump at the Olympics. Before 1992, Barna, who started competing internationally in 1983, had won silvers at the 1990 and 1991 European Championships and bronze at the 1989 European Championships. At the World Championships, his best placement was fourth in 1991 and he also won the 1989 Skate Canada, the 1988 Trophée de France and the 1987 and 1990 Fujifilm Trophy. He was also an eight-time Czechoslovakian champion (1985-92). Barna turned professional after his success in 1992 and skated professionally until 2002. However, Barna has stated himself that he did not like professional skating much, because in amateur skating, it matters how you skate and perform various elements, while in professional skating, it matters how you dance, and dancing was not his strong suit. Professionally Barna skated with the Champions on Ice tour, World Cup tour, at World Professional Championships, ESPN Legends, Miko Masters and others. After retiring from skating, Barna worked as a figure skating coach.",Listed in Olympians Who Won a Medal at the Winter Universiade (1–0–0 1987 Štrbské Pleso FSK gold: singles) Listed in Olympians Who Won a Medal at the European Figure Skating Championships (1–2–1 1989 Birmingham bronze: singles; 1990 Leningrad silver: singles; 1991 Sofia silver: singles; 1992 Lausanne gold: singles)
135741,Chris Reid,Male,10 January 1996,198.0,98, South Africa,RSA,,
116826,Yasuhiro Ueyama,Male,16 October 1984,162.0,59, Japan,JPN,,
13934,Preeda Chullamondhol,Male,21 August 1945,180.0,72, Thailand,THA,"Preeda Chullamondhol was the star of the Thai cycling team that was the first to compete at the Olympic Games. In 1966 he won four gold medals at the 5th Asian Games in Bangkok. At the 1968 Southeast Asian Games in Bangkok, Chullamondhol won seven gold medals. He later was chairman of the technical committee of the Thailand Cycling Association.","Listed in Olympians Who Won a Medal at the Asian Games (4–2–1 1962 Jakarta CRD bronze: road time trial team; 1966 Bangkok CRD gold: 4000 m pursuit individual, 1000 m track time trial, 800 m mass start, and 4800 m mass start, silver: 1600 m track time trial team and 4000 m pursuit team)"
113539,Felizardo Ambrósio,Male,25 December 1987,201.0,95, Angola,ANG,,
112474,Grace Daniel,Female,24 February 1984,176.0,70, Nigeria,NGR,,
110499,Niclas Hävelid,Male,12 April 1973,182.0,90, Sweden,SWE,,Listed in Olympians Who Won a Medal at the World Ice Hockey Championships (1–1–0 1998 Zürich and Basel gold; 2004 Praha and Ostrava silver)
108276,Khalid El-Boumlili,Male,10 April 1978,170.0,61, Morocco,MAR,Personal Best: Mar – 2-10:49 (2004).,
46420,Mohamed Youssef,Male,7 January 1963,184.0,84, Egypt,EGY,,
21157,Richard Brünner,Male,18 November 1888,,, Austria,AUT,"Fencer Richard Brünner was Austrian foil champion in 1920, 1924, and 1927, and sabre champion in 1922 and 1925. He also finished second in foil (1926, 1928, and 1931) and third in both épée (1914) and sabre (1926). He was a team member of the Austrian Olympic foil teams at the 1924 Paris and the 1928 Amsterdam Olympics, reaching the second round on both occasions. Individually, he was eliminated in the foil event in 1928. Brünner won a foil team silver at the 1933 World Championships, and a bronze medal in 1931. He was also an active sprinter and a former Austrian 100 metres champion. With German football (soccer) club VfB Leipzig, Brünner won a German national championship. In 1929, he was a co-founder of the Austrian Fencing Association and became its first president.",Listed in Olympians Who Won a Medal at the World Fencing Championships (0–1–1 1931 Wien bronze: foil team; 1933 Budapest silver: foil team)
