athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
47885,Arthur Mund,Male,10 February 1899,,, Germany,GER,"German-born diver Arthur Mund was the father of Günther and Lilo Mund. He married Margret Borgs and both participated in the 1928 Olympics and during World War II they emigrated to Chile. In Amsterdam, Arthur Mund placed fifth in the springboard. In 1926 he won both the European and the German titles in this event. He had been the German champion 1922-23 and in 1925 he was also the German champion in the combination of springboard and platform. The family often returned to Germany as Günther was a member in two swimming clubs at Köln (Cologne) and Düsseldorf.",Father of Günther Mund Husband of Margret Borgs Father of Lilo Mund Listed in Olympians Who Won a Medal at the European Aquatics Championships (1–0–0 1926 Budapest DIV gold: 3 m springboard)
36989,Jean-Michel Izart,Male,26 July 1954,185.0,82, France,FRA,,Listed in Olympians Who Won a Medal at the Mediterranean Games (1–0–0 1979 Split ROW gold: coxed fours)
7953,Victor Zilberman,Male,20 September 1947,178.0,67, Romania,ROU,,"Father of David Zilberman Listed in Olympic Games Defectors (Did not return to Romania after 1976 Olympics, settling in Canada.)"
67980,Jacqueline Mazéas,Female,10 October 1920,,, France,FRA,"Jacqueline Mazéas started her career rather late, at the age of 23, afte she had finished her studies and gotten married. In 1946 she was French champion and set the French record, but was not selected for the European Championships, as the French took only a small female contingent. She repeated as French discus champion in 1947. In 1948 she became the first Frenchwoman to surpass 40 metres in the discus, recording 40.49 at a meet in Amsterdam on 13 June. She represented GA Rouen during her career. Personal Best: DT – 40.49 (1948).",
65868,Dawn Josephs,Female,26 February 1932,,, Canada,CAN,"Vancouver Island-native Dawn Josephs was born in Duncan, British Columbia, the only daughter of Walter Walton Josephs, a draftsman, and his wife Phyllis Hanham. Her father was born in London, England, and her mother in Victoria. She grew up in Victoria and became active in athletics, basketball and gymnastics in her youth while she attended St. Margaret’s School. A member of the Victoria YMCA’s Flying “Y” track team coached by Archie McKinnon and Bruce Humber, Josephs quickly found success, breaking provincial junior records (previously held by Elaine Silburn) in long (broad) jump and 50-yard dash. She was one of two Victoria residents selected to the 1952 Canadian Olympic track and field team, alongside Bob Hutchison. In Helsinki, she competed in both high jump and long jump events, making the finals in both, finishing 13th and 17th respectively. Josephs was also an alternate on the 4 × 100 metres relay team, but did not compete. Following the Olympics, she took third place in long jump at a track and field meet held in London in August of that same year. During her athletic career, Josephs worked as a junior draftsman (after her father) at the office of R. G. (Gil) Gilchrist in Victoria for the British Columbia Forest Service. Josephs married Grant Macpherson, a chemical engineer, in April 1954 and retired from athletics soon thereafter. They eventually had four children and regularly moved across Canada in the ensuing years due to her husband’s work, living in the provinces of Québec, Ontario, Alberta and Manitoba before retiring back to British Columbia where she continues to reside in the Vancouver area. She was active in badminton and tennis into her early 80s, and competed provincially at the master’s level and at the British Columbia Senior Games. Personal Bests: HJ – 1.524 (1950); LJ – 5.68 (1951).",
129149,Nina Derwael,Female,26 March 2000,165.0,46, Belgium,BEL,,"Listed in Olympians Who Won a Medal at the European Games (1–0–0 2019 Minsk GYM gold: balance beam) Listed in Olympians Who Were Elected Belgian Athlete of the Year (2018, 2019)"
93856,Lenny Krayzelburg,Male,28 September 1975,187.0,87, United States,USA,"For his era, Lenny Krayzelburg was the greatest backstroke swimmer in the world, winning four gold medals at the 2000 and 2004 Olympic Games, with wins in both backstroke events in 2000 along with a medley relay gold, and repeating with the US team at the 2004 medley relay. Krayzelburg also won both the 100 and 200 metre backstrokes at the 1998 World Championships, adding a silver medal in the medley relay. He was the first male swimmer to sweep the backstroke events at the Worlds. At the Pan Pacific Championships he won the 100 backstroke, 200 backstroke, and medley relay in both 1997 and 1999. At the 1999 Pan Pacifics he broke the world record in the 100 and 200 backstrokes, and in an exhibition event, also in the 50 metre backstroke. Krayzelburg also competed at the 2001 Maccabiah Games, winning a 100 metre backstroke gold and a gold in the medley relay, and also carrying the USA flag at the Opening Ceremony. Krayzelburg was born in Odessa, Ukraine, but his family left the Soviet Union in 1989 and settled in Los Angeles. Krayzelburg was naturalized as a USA citizen in 1995. He first attended Santa Monica College but transferred to the University of Southern California (USC). Krayzelburg was named Sportsman of the Year by the US Olympic Committee in 1998 and was chosen USA Swimmer of the Year in both 1999 and 2000 by Swimming World magazine. In 2001, he was inducted into the Southern California Jewish Sports Hall of Fame and the USC Hall of Fame","Listed in Olympians Who Set a World Record in Long Course Swimming (50 m backstroke – 28 August 1999 - 27 July 2003: 24.99 (28 August 1999; Sydney, AUS); 100 m backstroke – 24 August 1999 - 21 August 2004: 53.60 (24 August 1999; Sydney, AUS); 200 m backstroke – 27 August 1999 - 20 March 2002: 1:55.87 (27 August 1999; Sydney, AUS); 4×100 m medley relay – 23 September 2000 - 29 August 2002: 3:33.73 (23 September 2000; Sydney, AUS)) Listed in Olympians Who Set a World Record in Short Course Swimming (100 m backstroke – 5 February 2000 - 19 March 2000: 51.28 (5 February 2000; Berlin, GER); 200 m backstroke – 18 November 1999 - 13 October 2000: 1:52.47 (18 November 1999; College Park, USA), 1:52.43 (6 February 2000; Berlin, GER)) Listed in Olympians Who Won a Medal at the Pan Pacific Swimming Championships (6–0–0 1997 Fukuoka gold: 100 m backstroke, 200 m backstroke, and 4×100 m medley relay; 1999 Sydney gold: 100 m backstroke, 200 m backstroke, and 4×100 m medley relay) Listed in Olympians Who Won a Medal at the World Aquatics Championships (2–1–0 1998 Perth SWI gold: 100 m backstroke and 200 m backstroke, silver: 4×100 m medley relay) Listed in Olympians Who Won a Medal at the World Short-Course Swimming Championships (25 m) (1–1–0 2000 Athina gold: 4×100 m medley relay, silver: 50 m backstroke) Listed in Olympic Swimmers - Doubles Champions, Same Year (2000 100/200 Backstroke Champion.)"
17930,Neville Lytton,Male,6 February 1879,,, Great Britain,GBR,"Neville Lytton was the grandson of the famed novelist, Edward Bulwer-Lytton. Born in India, he was educated at Eton and the École des Beaux-Arts in Paris. In World War I, Lytton served as an officer on the Western Front and fought at both the Somme and Amiens. The French government decorated him with the Chevalier of the Legion d’Honneur. He was international amateur champion in jeu de paume (real tennis) in 1911-12, but he is best known as an artist, and from 1900-40 he exhibited his paintings at such venues as the Alpine Club Gallery, the Beaux-Arts Gallery, the Dowdeswell Galleries, the Walker Art Gallery (Liverpool), the New English Art Club, the Royal Society of Portrait Painters, and the London’s Royal Academy. He was elected an Associate of the Société Nationale de Beaux-Arts and exhibited his art there as well. Neville Lytton succeeded his brother as the 3rd Earl of Lytton in 1947 and he himself was succeeded by his son after his death in 1951.",Listed in Olympian Members of the Nobility (3rd Earl of Lytton)
27901,Marko Elsner,Male,11 April 1960,177.0,70, Yugoslavia,YUG,"Marko Elsner was a football defender who played 14 games for the Yugoslav national team between 1984-88. After the break-up of Yugoslavia, Elsner débuted for the Slovenian national team in November 1992 and earned two caps for Slovenia. Elsner started his senior career in 1977 with Olimpija but he is best known for his time with Red Star Beograd (1983-87), winning the Yugoslav First League in 1983/84 and the Yugoslav Cup in 1985 with them. He later played in France with Ligue 1 team OGC Nice from 1987-90 and 1990-93 and played one year with the Austrian side Admira Wacker (1990/91).",
23794,Curtis Shears,Male,4 July 1901,,, United States,USA,"Curtis Shears began fencing at the Naval Academy where he won the IFA championship in foil individual and was a member of the championship foil team. He also won the AFLA national championship in outdoor épée individual in 1923. Shears earned a J.D. degree from NYU in 1932 and became an assistant U.S. Attorney in New York City. He was one of the founders of the Big Brother organization, and became an authority on nutrition, authoring three books on the subject.",
921092,Alexander Langeweg,Male,30 March 1890,,, Netherlands,NED,"Alexander Langeweg was a military musician like his father of the same name, and he regularly composed and executed marches. His entry for the 1936 Olympics, “Marcia Campione”, therefore fits well into his oeuvre. He joined the Royal Military Band in Den Haag in 1923. In 1936, he composed the Soesterberg march, which was to become the official march of the Dutch air force. From 1939-48, he was the kapelmeester (leader) of Koninklijke Militaire Kapel “Johan Willem Friso”, a Dutch military marching band.",
112593,Mayra Aguiar,Female,3 August 1991,177.0,78, Brazil,BRA,,Listed in Olympians Who Won a Medal at the Summer Pan American Games (1–2–1 2007 Rio de Janeiro JUD silver: middleweight -70 kg; 2011 Guadalajara JUD bronze: half-heavyweight -78 kg; 2015 Toronto JUD silver: half-heavyweight -78 kg; 2019 Lima JUD gold: half-heavyweight -78 kg)
123570,Ha Jun-Im,Female,26 December 1989,189.0,74, Republic of Korea,KOR,,
62739,Jacques Baptiste Lebrun,Male,20 September 1910,180.0,80, France,FRA,"Jacques Lebrun took part in five Olympic Games between 1932 and 1960, missing only the 1956 Melbourne Games for financial reasons. He was also a boat designer and later technical director of the national association. During World War II he helped to hide a large number of works of art from the Louvre from the German troops and thus became known in the art world. His family had a framing business.",Listed in Olympians Who Won a Medal at the Mediterranean Games (0–1–0 1955 Barcelona SAI silver: 505)
60774,Oral Swigart,Male,7 October 1897,,, United States,USA,"Oral Swigart attended the US Naval Academy in Annapolis where he captained the wrestling team in his junior and senior years. He became a career Navy officer, eventually reaching the rank of Rear Admiral. For valor during his service, Swigart earned the Bronze Star and the Legion of Merit Combat Badge. His so, Oral, Jr., also became a career Naval officer, and distinguished himself for his service during the Korean War.",
126780,Charlie Houchin,Male,3 November 1987,191.0,84, United States,USA,,Listed in Olympians Who Won a Medal at the Summer Pan American Games (2–0–0 2011 Guadalajara SWI gold: 400 m freestyle and 4×200 m freestyle relay) Listed in Olympians Who Won a Medal at the World Aquatics Championships (1–0–0 2013 Barcelona SWI gold: 4×200 m freestyle relay) Listed in Olympians Who Won a Medal at the World Short-Course Swimming Championships (25 m) (0–1–0 2010 Dubai silver: 4×200 m freestyle relay (swam in heats only))
85421,Gjermund Eggen,Male,5 June 1941,,, Norway,NOR,"Gjermund Eggen competed at the 1968 Grenoble Winter Olympics but he is best remembered for his performance at the 1966 FIS Nordic Ski Championships in Oslo. Held at Holmenkollen and doubling that year as the Holmenkollen Festival, Eggen won three gold medals, in the 15 km, 50 km, and relay. Literally and figuratively, he became a pop star in Norway for that tournament and was given the Holmenkollen medal, the Norwegian Ski Federation’s honorary medal and the Engerdal municipality’s cultural prize. He then recorded the Engerdals roll on vinyl, along with Dizzie Tunes, and which reached the silver album level (25,000). His other ski victories included the 1968 Swedish Ski Games and the 1969 Lahtispelen 15 km. Eggen was a forest worker and sheep farmer. He also managed a ski factory and was sales manager for Statens Trelastbruk and Drevsjø lumber. For several years he was head of Hedmark Venstre and he sat on the Engerdal municipal council for the Liberal Party.","Listed in Olympians Who Were Awarded the Holmenkollmedaljen (1968) Listed in Olympians Who Won a Medal at the World Nordic Ski Championships (3–0–0 1966 Oslo CCS gold: 15 km, 50 km, and 4×10 km relay)"
68189,René Desroches,Male,23 December 1905,,, France,FRA,Personal Best: 3000S – 9:43.4 (1936).,
57489,Vath Chamroeun,Male,12 October 1972,160.0,62, Cambodia,CAM,,
35891,Pércio Zancani,Male,11 November 1927,,, Brazil,BRA,,
94991,Tara Nott-Cunningham,Female,10 May 1972,154.0,48, United States,USA,"Tara Nott-Cunningham was a weightlifter who won a gold medal as a flyweight at the 2000 Sydney Olympics. This made her the first American weightlifting gold medalist since Chuck Vinci in 1960, and the first American woman to win an Olympic weightflifting gold. Nott-Cunningham also competed at the 2004 Athina Olympics and won gold medals at the 1999 and 2003 Pan American Games. She was a seven-time USA Champion, winning in 1996-97, 1999-2000, and 2002-04. Nott-Cunningham attended Colorado College in Colorado Springs. She was inducted into the International Weightlifting Hall of Fame in 2015.",Listed in Olympians Who Won a Medal at the Summer Pan American Games (2–0–0 1999 Winnipeg WLT gold: flyweight -48 kg (competed as Tara Nott); 2003 Santo Domingo WLT gold: flyweight -48 kg)
100262,Yuan Ye,Male,1 July 1979,179.0,70, People's Republic of China,CHN,,"Listed in Olympians Who Won a Medal at the Asian Winter Games (1–0–1 1999 Gangwon STK gold: 5000 m relay, bronze: 3000 m) Listed in Olympians Who Won a Medal at the World Short Track Speed Skating Championships (2–0–1 1998 Wien bronze: 5000 m relay; 1999 Sofia gold: 5000 m relay; 2000 Sheffield gold: 5000 m relay) Listed in Olympians Who Won a Medal at the World Short Track Speed Skating Team Championships (1–0–0 1999 St.Louis gold)"
110233,Kristin King,Female,21 July 1979,162.0,61, United States,USA,"Kristin King was a four-sport athlete at Pique High School in Ohio, and played softball and hockey at Dartmouth. In softball she the team MVP in 1999 and 2002, while in hockey, she was first-team All-Ivy League in her junior and senior years, and second-team in her freshman and sophomore years. After graduating from Dartmouth in 2002 with a degree in sociology she played with the Mississauga Ice Bears and the Oakville Ice of the National Women’s Hockey League. King played for the US at the 2004 and 2005 World Championships, winning a gold medal in 2005.",Listed in Olympians Who Won a Medal at the World Ice Hockey Championships (1–2–0 2004 Halifax and Dartmouth silver; 2005 Linköping and Norrköping gold; 2007 Winnipeg and Selkirk silver)
81708,Fabiana Lovece,Female,17 July 1972,,, Argentina,ARG,,Sister of Natalia Lovece
921083,Cornelis Kloos,Male,11 November 1895,,, Netherlands,NED,"Dutch painter Cornelis Kloos took part in three consecutive Olympic Games in the art competitions, 1928-36. He mainly painted figures, especially female nudes, and landscapes and also worked as a sculptor. In a realistic style he painted mainly erotic nudes, with young girls as models. He first passed the qualifying examination for mining engineer at the Technical University in Delft but then studied at the Academy for Fine Arts in Den Haag, and then went to Paris and later to München, attending the Hans-Hofmann-School for Fine Arts. His paintings are said to have a personal look and a very special, pictorial sensibility. Kloos’ entry Springende meisjes from 1934 is lost, but a reproduction survived. Allegedly, the German Minister for Propaganda Goebbels wanted to buy the painting after the exhibition. However, Kloos was supposed to change the dark-haired girls into blond ones, which he refused. The purchase then did not occur.",
49005,Adham Hemdan,Male,6 November 1959,,, Kuwait,KUW,,
921724,Rogelio Pazquez,Male,,,, Cuba,CUB,,
136335,Nareg Guregian,Male,20 January 1989,196.0,98, United States,USA,,Husband of Katelin Snyder-Guregian Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–0–1 2015 Toronto ROW bronze: eights)
114365,Jolanda Keizer,Female,5 April 1985,183.0,70, Netherlands,NED,Personal Best: Hep – 6370 (2008).,Listed in Olympians Who Won a Medal at the European Athletics Indoor Championships (0–1–0 2009 Torino silver: pentathlon)
61725,Otto Gunnar Danielsen,Male,4 February 1911,,, Denmark,DEN,"Danielsen was found dead on 13 March 1958 in Jægersborg Dyrehave, a park near Vedbæk, Denmark, just north of København (Copenhagen). How and precisely when he died is not known.",
