athlete_id,name,sex,born,height,weight,country,country_noc,description,special_notes
132102,Laura Zeng,Female,14 October 1999,160.0,43, United States,USA,,"Listed in Olympians Who Won a Medal at the Summer Pan American Games (5–0–0 2015 Toronto RGY gold: all-around, ball, clubs, hoop, and ribbon) Listed in Olympians Who Won a Medal at the Summer Universiade (0–0–1 2019 Napoli RGY bronze: individual) Listed in Olympians Who Won a Medal at the Summer Youth Olympic Games (0–0–1 2014 Nanjing RGY bronze: all-around)"
93733,Theo Verster,Male,14 January 1975,178.0,68, South Africa,RSA,,Listed in Olympians Who Won a Medal at the African Swimming Championships (1–0–0 2002 Al-Qahira gold: 100 m butterfly)
49334,Nel Garritsen,Female,3 April 1933,,, Netherlands,NED,"Nel Garritsen enjoyed a brief swimming career. A breaststroke swimmer at first, she reached the final of the Olympic 200 m in Helsinki 1952. She placed last in a race that was won using the butterfly technique, and she switched to that stroke. Having already set the first Dutch record in that stroke in 1951, she contested her second international final in 1954, placing 7th in the 100m butterfly at the European Championships in Torino, Italy. In 1953 and 1954, Garritsen won the first two Dutch titles in that same event, representing Rotterdam club RDZ.","Listed in Olympians Who Set a European Record in Long Course Swimming (3×100 m medley relay – 2 December 1950 - 31 December 1952: 3:35.9 (2 December 1950; Rotterdam, NED)) Listed in Olympians Who Set a World Record in Long Course Swimming (3×100 m medley relay – 2 December 1950 - 31 December 1952: 3:35.9 (2 December 1950; Rotterdam, NED))"
61814,Dimitrios Dimitriou,Male,11 February 1962,175.0,68, Cyprus,CYP,,
922646,Karl Michl,Male,6 February 1893,,, Austria,AUT,,
24389,Luis Leal,Male,21 July 1929,,, Chile,CHI,,
118015,Devender Khandwal,Male,10 July 1986,180.0,70, India,IND,,
55952,János Hanzlik,Male,14 April 1943,173.0,110, Hungary,HUN,János Hanzlik had the following podium finishes at major championships: 3rd in the 1970 European Championships Heavyweight class (517.5 kg).,
39890,Pär Hurtig,Male,7 December 1957,188.0,86, Sweden,SWE,,Son of Ralph Hurtig
47289,Ayano Egami,Female,1 April 1980,170.0,58, Japan,JPN,,
134379,Norbert Szabián,Male,24 September 1982,182.0,97, Hungary,HUN,,
133421,Petr Vakoč,Male,11 July 1992,180.0,70, Czechia,CZE,,Listed in Olympians Who Won a Medal at the European Games (0–0–1 2015 Bakı CYC bronze: road race)
901067,Fabio Mainard,Male,9 May 1965,,, Brazil,BRA,,Listed in Olympians Who Won a Medal at the Summer Pan American Games (0–1–1 1987 Indianapolis RHK bronze; 1991 La Habana RHK silver)
77323,Nina Tyurkina,Female,4 August 1931,,, Soviet Union,URS,Personal Best: LJ – 6.04 (1955).,
14616,Gunnar Göransson,Male,14 July 1933,174.0,69, Sweden,SWE,"Gunnar Göransson placed third in 1956 in the Tour of Austria and the Swedish individual time trial, but could only finish 31st at the Olympics in the road race. He raced as an amateur through 1961, winning the 1957 Tour of Austria, the 1958 Swedish Road Championships, and Swedish titles in the team time trial in 1960-61. Returning to the Olympics in 1960 he helped Sweden to fifth place in the team time trial and then finished 26th in the road race. In 1961 Göransson also finished sixth in the Peace Race. His son Claes was part of the Swedish Olympic team in 1980, but did not participate.",
50102,Daniela Galassi,Female,25 June 1968,165.0,50, San Marino,SMR,,
125350,Markéta Sluková-Nausch,Female,28 June 1988,181.0,69, Czechia,CZE,,Listed in Olympians Who Won a Medal at the European Beach Volleyball Championships (0–1–1 2016 Biel/Bienne silver; 2018 NED bronze) Listed in Athletes Who Had to Withdraw from the Olympics as a Result of Testing Positive for COVID-19 (Had to withdraw from the 2020 Olympics.)
32512,Janusz Brzozowski,Male,29 June 1951,173.0,79, Poland,POL,,
