result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
185000,"Individual, Open",1900 Summer Olympics,2,Equestrian Jumping,/editions/2/sports/EJP,29 May 1900,"Place de Breteuil, Paris",23 from 5 countries,"850 metres.  22 jumps.  One double jump, one triple jump.  Average height - 1.1 to 1.2 metres.  One river jump 4 metres wide.",na,"The course for jumping was 850 metres in length, with 22 jumps, including one double jump, one triple jump, and one water jump of 4 metres in width. Very little is known about the competition in 1900, which was won by Belgium’s Aimé Haegeman, followed by his countryman Georges Van Der Poele, and France’s Louis de Champsavin. Press reports in 1900 list the medalists with times appearing to determine the placements, so presumably they either all rode cleanly, or tied on faults.
"
991,"5,000 metres, Men",1936 Winter Olympics,32,Speed Skating,/editions/32/sports/SSK,12 February 1936 — 10:15,"Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",37 from 16 countries,na,na,"The clear favorite for this event was Ivar Ballangrud, the 1928 champion. He had bettered the World Record in January (8:17.2), and had convincingly won the 5000 m at the recent World Championships. However, there were a few dangerous competitors. Austria’s Max Stiepl had beaten Ballangrud at the European Championships, clocking an impressive 8:20.7 along the way. Much was also expect of the US’s Eddie Schroeder, Finland’s Birger Wasenius. In his own team, Ballangrud could expect competition from Charles Mathiesen, with a season best of 8:20,2.
The early lead was taken by Antero Ojala, a 19-year-old unknown from Finland. Skating in good ice and weather conditions, none of the skaters could come close to his time, until Ballangrud took the ice. The Norwegian laid down a very “flat” race, and had the advantage of being able to skate towards his pairmate, Aleksander Mitt, who was nearly a lap behind at the finish. Ballangrud’s finishing time was just 2 seconds above the World Record. Three races later, the runner-up of the World Championships, Wasenius, took the ice against Jan Langedijk, of the Netherlands. They would be the fastest pair of the race. Birger Wasenius kept close to Ballangrud’s split times, but lost several seconds in the final laps, while Langedijk came equally close to Ojala’s third place time, but ended up in fourth. None of the remaining skaters came close, and Ballangrud collected his third Olympic gold medal, his second in the 5000 m.
"
900702,"Heavyweight (>83 kilograms), Men",1988 Summer Olympics,22,Taekwondo,/editions/22/sports/TKW,20 September 1988,"Jang-chung Che-yuk-gwan, Seoul",13 from 13 countries,na,na,"Thirteen fighters competed in a single-elimination tournament. The event was won by Malaysian-born American Jimmy Kim, which was the only victory in 1988 men’s taekwondo by a non-Korean athlete. Kim had been runner-up at the 1987 World Championships, and won the 1985 World Games and 1987 Pan American Games titles. In the final, Kim defeated Korea’s Kim Jong-Suk, who made it to the final by defeating German Michael Arndt, the 1987 World Champion, in the semi-finals.
"
5307,"4 x 200 metres Freestyle Relay, Men",1952 Summer Olympics,13,Swimming,/editions/13/sports/SWM,28 – 29 July 1952,"Helsingin Uimastadion, Helsinki",74 from 17 countries,na,na,"The United States were hot favourites for this event with only Japan considered to be a threat. The Japanese team applied a tactical approach to the final and put their fastest swimmer on the opening leg and held back their slowest man until the final leg. With the Americans choosing the more common approach of using their faster men over the last two legs, Japan took an early lead and then increased it over the second leg. Ford Konno  closed the gap on leg three but it was not until the final leg that the American team, in the form of Jimmy McLane  took the lead that they were to maintain to the finish. The battle for bronze mirrored the battle for gold with France overhauling Sweden in the latter stages.
"
122540,"Light-Heavyweight, Greco-Roman (≤87 kilograms), Men",1936 Summer Olympics,11,Wrestling,/editions/11/sports/WRE,6 –  9 August 1936,"Deutschlandhalle, Berlin",13 from 13 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,"The two favorites were Sweden’s Axel Cadier and Latvian Edvīns Bietags, who had won the European Championships in 1935 and 1934, respectively. After three rounds in Berlin they were well ahead on bad points, and maintained that in rounds four-five, winning by falls and byes, to move into a final match against each other. The final went to Cadier by unanimous decision, with Bietags taking the silver medal. Bronze went to Estonian August Neo, who also won a silver medal in Berlin in light-heavyweight freestyle.
Fourth went to Herman Werner Seelenbinder, who went out after round five, when he lost a decision to Cadier. Seelenbinder was a fervent anti-Nazi and considered not competing in Berlin, but was persuaded to do so. The Nazi authorities did not trust him, either, but allowed him to compete because they expected him to win a medal. He was a member of the German Communist party, and the underground Uhrig Group, and in February 1942 was arrested and placed in various prison camps for two years, before being executed by beheading in October 1944.
"
66411,"100 metres, Women",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,20 – 21 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",63 from 51 countries,na,na,"With no clear favorite as there had been at the last few Olympics, the event was wide open. Yuliya Nesterenko (BLR) was unheralded prior to the Olympics. In the first round, her 10.94 was a Belarussian national record. He was expected to be challenged in the final by Lauryn Williams (USA), who had won the 2005 World Championships and was NCAA Champion in 2006. Williams got off to a slow start in the final, but surged early and took the lead. At 80 metres Nesterenko caught her and pulled ahead to win in a close, but surprising finish. Nesterenko became the first female sprinter to run all four rounds under 11 second. Her best previous finish at a major meet had been a bronze in the 2004 World Indoors over 60 metres. It was later noted that in 2002 she had failed a drug test, which showed clenbuterol, but she was never suspended because the lab that ran the test was not approved by the IAAF.
"
19000422,"1,500 metres, Men",2020 Summer Olympics,61,Athletics,/editions/61/sports/ATH,3 –  7 August 2021,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",47 from 27 countries,na,na,"The favorite was the 2019 World Champion, Kenyan Timothy Cheruiyot, who had dominated the Diamond League circuit since 2018, with young Norwegian Jakob Ingebrigtsen, close behind on the form chart. However, the two had raced 12 times since 2017, and Ingebrigtsen had yet to defeat Cheruiyot. The defending champion was American Matthew Centrowitz, who was back and had recently set a personal best for the mile, running 3:49.26.
Centrowitz did not make the final, placing ninth in the second semi-final. Cheruiyot and Ingebritsen qualified easily and everyone expected the two to set a fast pace in the final, which they did.
Ingebrigtsen took the lead and led through the first lap of the final in 56.2. He was then passed by Cheruiyot who took over at 500 metres. The two pushed the pace through the first three laps, with Cheruiyot passing 800 metres in 1:51.76 and 1,200 metres in 2:47.24. On the final bend, Ingebrigtsen passed Cheruiyot, who could not answer, and the Norwegian pulled away on the straightaway to win the gold medal with five metres to spare over Cheruiyot.
Ingebrigtsen recorded 3:28.32 to Cheruiyot’s 3:29.01, setting an Olympic record and moving him to eighth all-time on the performer list. His finish was blazing for the pace, with the final 100 in 13.6 and the final 200 in 27.1. Behind the top two Great Britain’s Josh Kerr also closed quickly for the bronze medal, running his final 800 metres in 1:49.9, as he set a personal best of 3:29.05, just failing to catch Cheruiyot.
"
9976,"Two Person Keelboat (Tempest), Open",1976 Summer Olympics,19,Sailing,/editions/19/sports/SAL,19 – 27 July 1976,"Olympic Yachting Centre, Portsmouth Harbour, Kingston, Ontario, CAN",32 from 16 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,"The Tempest class was introduced at the 1972 Olympics, and was only held twice on the Olympic Program, being discontinued after the 1976 Montréal Olympics. As of 2014 it continues to be raced as a Vintage Yachting Class.
The Swedish crew of Ingvar Hansson and John Albrechtson captured the gold medal in convincing fashion, winning three races, with two seconds, and a fourth. They had finished fourth in this class in 1972 at Kiel. Silver medalist Valentyn Mankin of the Soviet Union had won this event in 1972 and also won gold in the 1968 Finn Class. He would return in 1980 and win a third gold medal in the Star Class.
The crew of the American bronze medal team was Conn Findlay, who had won two golds and a bronze in rowing at the 1956-64 Olympics. His skipper, Dennis Conner, was likely the most famous sailor in American history. This was his only Olympic appearance, but he won the America’s Cup four times as the skipper, in 1974, 1980, 1987, and 1988, and in 1983 he suffered the ignominy of being the first American skipper to ever lose the America’s Cup, to the Australian yacht Australia II, skippered by former Olympic sailor, John Bertrand.
Britain’s team of Alan Warren and David Hunt had won a silver medal in this event in 1972, aboard Gift ‘Orse. They returned in 1976 on the same boat, but it had been damaged in transit to Kingston and they finished only 14th. After the final race, they set the boat aflame, Warren stating, “She went lame on us, so we decided the poor, old ‘orse should be cremated.” Canadian customs authorities did not take this so lightly, as they had difficulty believing the story about why the boat was not available for inspection.
"
18986,"Middleweight (≤70 kilograms), Women",2000 Summer Olympics,25,Judo,/editions/25/sports/JUD,20 September 2000 — 15:00-18:30-20:30-22:00,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Hall 1 & 2)",23 from 23 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"The three leading contenders were Sibelis Veranes (CUB), the 1999 World and Pan-American Champion; Kate Howey (GBR), the 1997 World Champion and four-time medalist at the Worlds; and Ulla Werbrouck (BEL), 1996 Olympic Champion at half-heavyweight and runner-up to Veranes at the 1999 Worlds. In Werbrouck’s first match, she lost a controversial decision to Spain’s Úrsula Martín. Martín went to the pool final against Howey, who used juji-gatame to defeat her by ippon and advance to the final. There Howey met the other remaining favorite, Veranes. Veranes scored an early waza-ari with a leg throw and held on to win the gold medal.
"
9000763,"Large Hill / 10 km, Individual, Men",2018 Winter Olympics,60,Nordic Combined,/editions/60/sports/NCB,20 February 2018,"Alpensia Cross-Country Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",48 from 16 countries,"Large hill ski jumping (one jump) and 10 kilometres skiing. Pursuit-style cross-country race, with skiers leaving in order of their finish in the ski jumping, so that final placement determined by final placement in cross-country ski race.",na,"The large hill favorites were two Germans, Eric Frenzel and Johannes Rydzek. Frenzel had won the last five overall World Cup titles, and was the defending gold medalist, while Rydzek had won four gold medals at the 2017 World Championships. Japan’s Akito Watabe was also considered a medal contender.
Watabe took the lead in the ski phase, followed by Norwegian Jarl Magnus Riiber, while the German triumvirate – Frenzel, Rydzek, and Fabian Rießle – were in fourth, fifth, and sixth, respectively, with Austrian Willi Denifl in third.
The ski phase was won by Italy’s Alessandro Pittin, who had been a non-factor in the jump, and would finish only 27th overall. Rießle had the third-fastest ski time, but Rydzek was fourth in ski time, and held on to win the gold medal in a remarkably close finish. The three Germans came to the line almost together, with Rydzek winning by 0.4 seconds over Rießle, with Frenzel another four-tenths back, as Germany swept the medals.
Frenzel had already won gold on the normal hill at PyeongChang and would win another gold in the team event, along with Rydzek and Rießle. Rießle had been the bronze medalist in this event at Sochi, but had finished seventh on the normal hill in PyeongChang, done in by a poor jumping performance.
This was the first medal sweep in a Nordic combined individual event since 1936, as Norway had swept all the medals in the only Nordic combined event on the program in 1924, 1928, 1932, and 1936.
"
