result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
58204,"800 metres, Men",1936 Summer Olympics,11,Athletics,/editions/11/sports/ATH,2 –  4 August 1936,"Olympiastadion, Reichssportfeld, Berlin",42 from 23 countries,na,na,"There were three rounds, and the biggest surprise was the failure of Germany’s Rudolf Harbig to get out of round one. The favorite in the final was America’s John Woodruff. As in 1932, the final pace was led out by Canada’s Phil Edwards, who had made his third consecutive final in the event. Woodruff took the lead at the bell, with Italy’s Mario Lanzi lagging in eighth place, despite the very slow pace (57.4). But he moved up on the last lap, getting to third by the straight. He would finish quickly for the silver medal, but there was no catching Woodruff, who had increased his lead on the final lap, only to ease up near the finish for a two-metre victory over Lanzi. In July 1939, Rudolf Harbig would shatter the world record, running 1:46.6, a mark which would last until 1955.
"
20893,"Ice Hockey, Women",2006 Winter Olympics,49,Ice Hockey,/editions/49/sports/IHO,11 – 20 February 2006,"Torino Esposizioni, Torino / Palasport Olimpico, Torino",160 from 8 countries,"Round-robin pool, followed by classification matches.",na,"Canada and the United States were again the heavy favorites.  They were each undefeated in pool play to advance to the semi-finals.  Canada crushed Finland, 6-0, in the first semi-final.  In the other semi-final, the United States faced Sweden.  The USA pulled out to a 2-0 lead after two periods, but Sweden fought back and tied the game, 2-2.  The game went to a shoot-out and Sweden’s Pernilla Winberg scored the only goal to lead her team to a 3-2 victory.  It was the first time that the United States or Canada had lost an international game to any team other than themselves.  The final was anti-climactic, Canada winning 4-1, over Sweden.  The US rebounded to win the bronze medal over Finland, 4-0.
"
925850,"Stone Throw - Olympic Irish Sports, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,20 July 1904,"Francis Field, Washington University, St. Louis",3 from 2 countries,na,na,na
901066,"Lightweight (≤ 70 kilograms), Men",1992 Summer Olympics,23,Taekwondo,/editions/23/sports/TKW, 4 August 1992,"Palau Blaugrana, Barcelona",8 from 8 countries,na,na,"Eight fighters competed in a single-elimination tournament. Korean Yang Dae-Seung was the 1989 and 1991 World Champion, but he did not compete in Barcelona. In fact, oddly, Korea did not have an entrant in this class, which was won by Spain’s José Santolaria, who had been third at the 1991 World Cup. He defeated Iran’s Fariborz Askari in the final, 4-1.
"
19009174,"Floor Exercise, Women",2020 Summer Olympics,61,Artistic Gymnastics,/editions/61/sports/GAR,25 July –  2 August 2021,"Ariake Gymnastics Centre, 10-1, 1chome, Ariake, Koto-ku, Tokyo, Japan",85 from 42 countries,na,na,"Simone Biles qualified second for the floor behind Italy’s Vanessa Ferrari, the 2006 all-round world champion, who was competing in her fourth Olympics. Sadly, due to her problems, Biles withdrew from the event, which enabled Great Britain’s Jennifer Gadirova to compete alongside her twin sister Jessica. With the defending champion Biles again out of the apparatus final, Ferrari was likely to find opposition in another American, Jade Carey, and the new Brazilian individual all-round silver medallist Rebeca Andrade.
The second onto the floor was Carey and she set a strong mark of 14.366 with a well-executed routine. Angelina Melnikova of the ROC finished seventh in qualification, but her 14.166 put her in second place until the next up, Ferrari, put herself between Carey and Melnikova and into the silver medal position. Japan’s women’s gymnastics captain Mai Murakami tied with Melnikova with 14.166 and with that they could not be separated after identical E (execution) and D (difficulty) scores and were sharing the bronze medal, but with Andrade still to perform her routine. Unfortunately for her, she received only 14.033 points and was out of the medals as Carey collected the USA’s second gold of Tokyo 2020, while Ferrari won her first Olympic medal in her fourth Games.
Since her début Olympics at Rio, Mai Murakami’s career had been a roller coaster. In winning the floor gold medal at the 2017 World Championships, she became the first Japanese woman in 63 years to win a world title. The following year she was the individual all-round silver medallist, another first for a female Japanese gymnast. In 2019, however, she suffered a serious back injury that threatened her career, but now, two years later, that was all forgotten as she was the proud owner of an Olympic medal.
"
256092,"Kayak Doubles, 500 metres, Men",1996 Summer Olympics,24,Canoe Sprint,/editions/24/sports/CSP,31 July –  4 August 1996,"Lake Sidney Lanier, Gainesville, Georgia",46 from 23 countries,na,na,"Germany’s Kay Bluhm and Torsten Gutsche were the reigning Olympic champions, as well as the 1989, 1993, and 1994 World Champions, and were favored to defend their title at the 1996 Games, but they would have to deal with a challenge from Italy’s Beniamino Bonomi and Daniele Scarpa, the reigning World Champions. Maciej Freimut of Poland, a 1992 Olympic runner-up, had a new partner in Adam Wysocki, with whom he had been third in this event at the 1995 World Championships. Poland was second to Italy in the opening heats, while Germany and the Hungarian duo of Krisztián Bártfai and Zsolt Gyulay,the 1995 World runners-up, took a third heat. The Hungarians and Poles were then fourth and third in respectively in semi-final heats won by Italy and Germany. Hungary led the final for most of the course, but a flurry of activity saw them passed by five other nations, most notably Germany, who charged towards the finish line and managed to hold off the Italians by a mere 0.032 seconds to defend their title and get their revenge on Scarpa, who had helped deny them gold in the K-1 1000 (Bonomi had spent that day winning silver in the K-1 1000). Australia’s Danny Collins and Andrew Trim, meanwhile, were the surprise bronze medalists, stealing third place from Russians Oleg Goroby and Anatoly Tishchenko by 0.268 seconds.
"
66080,"1,500 metres, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,20 – 24 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",38 from 26 countries,na,na,"The top 1,500 runner since the late 90s had been Morocco’s Hicham El Guerrouj, but he had fallen in the Olympic final in 1996 and been upset in 2000 by Kenya’s Noah Ngeny. El Guerrouj won the World Championship in 1997, 1999, 2001, and 2003, but he had only known Olympic disappointment. His leading opposition in 2004 was felt to be Kenya’s Bernard Lagat, who now lived and trained in the United States. Lagat had finished second at the 2001 World Championship, behind El Guerrouj, and had defeated him a few weeks before the Olympics in Zürich. In the final, the pace started out slowly and then slowed down even more on the second lap. El Guerrouj began to push the pace after 700 metres, and strung the field out. He was chased by Lagat, but he could never get past, as El Guerrouj ran his third lap in 54.8. Over the last lap, El G continued his sustained pace, holding on to win the gold medal, with Lagat getting the silver. Portugal’s Rui Silva closed quickly for the bronze medal. All three medalists ran the last 800 between 1:46.3 and 1:46.7. El Guerrouj finally had his Olympic gold medal. Four days later, he would contest the 5,000 metre final, and the runners refused to set a fast pace, setting it up for El G’s kick, and he won his second gold medal comfortably.
In March 2005, Bernard Lagat announced he had become an American citizen in May 2004 but competed for his native Kenya in Athens. Kenya does not allow dual citizenship so when this was revealed his silver medal was at stake, but he was allowed to retain it; however, he was banned from international competition for 2 years. He returned in 2007, competing for the United States at the World Championships in Osaka, and won the 1,500 metres and 5,000 metres.
"
924271,"Pairs, Mixed",2010 Winter Olympics,57,Figure Skating,/editions/57/sports/FSK,14 – 15 February 2010,"Pacific Coliseum, Vancouver",40 from 12 countries,Total of points from short program and free skating.,na,"This was predicted to be a close contest, and so it proved. After the short program, the bronze medallists from 2006, China’s Shen Xue and Zhao Hongbo held a slender lead of 0.7 points over the reigning World Champions Aljona Sawtchenko and Robin Szolkowy (GER), with reigning European Champions Yuko Kavaguti and Aleksandr Smirnov (RUS) a further 1.8 points behind. In the free skate, the Russians’ performance contained a number of errors that relegated them to fourth place. The German pair also skated a program with errors and eventually finished with the bronze medal. The outstanding free skate performance was done by China’s Pang Qing and Tong Jian, former world champions who moved up from fourth place to take the silver medal. The leaders after the short program, Shen and Zhao, skated well enough to take the gold medal, posting the second highest score of the free programme. This was the first time since 1960 that a Russian or Soviet pair had not won the gold medal in this event, and was the first ever gold medal in figure skating for China. Two medalists, Sawchenko and Kavaguti, did not compete for their native countries, as Sawchenko was Ukrainian and Kavaguti (Kawaguchi) was Japanese.
"
21973,"Heavyweight (>175 pounds), Men",1932 Summer Olympics,10,Boxing,/editions/10/sports/BOX,10 – 13 August 1932,"Grand Olympic Auditorium, Los Angeles, California",6 from 6 countries,Single elimination tournament.,na,"With only six participants, this was the least populated division in Los Angeles. Ironically, the largest man to set foot in the Olympic ring may well have been one of the referees, Captain Mabbutt of the USA. The crowd was often heard shouting “Sit down!” when he was obstructing their view of the fighting.
Alberto Lovell of Argentina, considered by his countrymen as a “new Jack Dempsey”, defeated future European amateur champion Gunnar Bärlund of Finland in the opening round then demolished the unfortunate Canadian George Maughan to reach the final. The California native, Fred Feary, lost to Italian southpaw Luigi Rovati in the other semi-final. The Argentine favoured power over finesse but his performance was enough to edge his way to a points victory and take the gold medal and become the first black Olympic heavyweight champion.
If Lovell expected a hero’s welcome back in Buenos Aires, it certainly did not happen. An argument over the standard of food provided on the boat journey home led to Lovell punching one of the ship’s officers, this led to a near-riot involving other members of the Argentine Olympic squad. Singled out as a ringleader, Lovell was kept in custody for the rest of the voyage. Rather than being greeted with a ticker-tape reception he was instead escorted to the nearest police station.
Although Lovell was knocked out in his professional début, he went on to have a long and successful career. Holder of the Argentine heavyweight title for fifteen years, he was also South American champion and only lost eight of his eighty-eight fights. His second knockout defeat came in his last fight, at the hands of the great American stylist, Archie Moore. Lovell came from a family of heavyweight boxers, his brother Guillermo was the silver medallist four years later in Berlin. His son Santiago boxed in Tokyo and went on to box professionally with some success and another son, Pedro, was also a professional fighter and played the part of “Spider Rico” in the first and last “Rocky” movies.
"
72000,"Foil, Individual, Men",1896 Summer Olympics,1,Fencing,/editions/1/sports/FEN, 7 April 1896,"Zappeion, Athina",8 from 2 countries,na,na,na
