result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
56146,"Triple Jump, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 1 September 1904,"Francis Field, Washington University, St. Louis",7 from 1 countries,Final only.,na,"It was virtually impossible to predict a favorite as the event was rarely held.  Meyer Prinstein defended the title he had won four years earlier, but failed to break his own Olympic record, missing it by four inches.  Prinstein never led until his last jump, when he came through for the victory.
"
57983,"5,000 metres, Men",1932 Summer Olympics,10,Athletics,/editions/10/sports/ATH,2 –  5 August 1932,"Los Angeles Memorial Coliseum, Los Angeles, California",18 from 11 countries,na,na,"This was the most controversial track & field event of the 1932 Olympics. The Finns were still favored, led by Lauri Lehtinen, who had broken Paavo Nurmi’s world record in June at the Finnish Olympic Trials, with Lauri “Lasse” Virtanen also highly considered. In the final Lehtinen and Virtanen opened up quickly and pushed the pace from the beginning. By 4,000 metres they led with only America’s Ralph Hill in contact, but Virtanen dropped off the pace shortly thereafter. Hill and Lehtinen reached the bell lap together. On the final lap, Lehtinen led slightly until the home stretch. At that point, Hill moved to the second lane to try to pass Lehtinen but Lehtinen also moved out, blocking Hill. Hill then tried to move inside, but Lehtinen cut back and blocked that move as well. They crossed the line with Lehtinen leading by 30 cm. The pro-American crowd went crazy over the Finns move in the final straight, and Coliseum announcer Bill Henry finally had to quiet them with, “Ladies and gentlemen, please remember, these people are our guests.” Films of the race seemed to show that Lehtinen had interfered with Hill but no protest was lodged. Hill later graciously commented that although he had been blocked, he felt Lehtinen had enough reserve to win the race in any case. On the victory podium, Lehtinen tried to make amends by pulling Hill up to the top step, although he refused. Lehtinen did pin a Finnish flag on his sweater during the victory ceremony.
"
924283,"Aerials, Men",2010 Winter Olympics,57,Freestyle Skiing,/editions/57/sports/FRS,22 – 25 February 2010,"Cypress Mountain, West Vancouver",24 from 8 countries,na,Inrun Distance: 87 mInrun Gradient: 25°Kicker #1: 3.10 m - 53° - 2.00 mKicker #2: 5.90 m - 65° - 3.60 mKicker #3: 5.90 m - 65° - 3.60 mKicker #4: 7.40 m - 71° - 4.20 mKicker #5: 7.40 m - 71° - 4.20 mKicker #6: 7.40 m - 71° - 4.20 mLanding Distance: 31 mLanding Gradient: 37°Start Elevation: ?Table Distance: 24 mTable Gradient: 0°Vertical Drop: ?,"China and Belarus entered the Men’s Aerials competition at the 2010 Winter Olympics as the two countries with the most medaling potential. Of the 18 podium spots at the 2009-2010 World Cup circuit, these two nations had stood in 15 of them, with Anton Kushnir of Belarus holding 6 of those medals. Qi Guangpu (3) and Jia Zongyang (2) of China were the only others to have captured more than one. Belarus also had Dmitry Dashchinsky, who won bronze and silver at the 1998 and 2006 Olympics respectively and was runner-up at two World Championships in 2001 and 2007. The defending Olympic champion was Han Xiaopeng of China. Jia was the top qualifier in the initial round, and disastrous second jumps from Kushnir and Han left them out of contention for this finals.
North America had dominated the podium at the 2009 World Championships, with Ryan St. Onge of the United States and Steve Omischl and Warren )Wookie) Shouldice of Canada claiming the top three spots, but all had problematic first runs in the finals, leaving them unlikely to medal. The top three spots were a mixed bag: Liu Zhongqing of China, who had one silver medal in the latest World Cup, won the bronze, the troubled Jeret )Speedy) Peterson, who had been ejected from the 2006 Olympic games after a drunken fight, captured the silver by successfully executing his five-spin, three-somersault )Hurricane) jump, and Aleksey Grishin of Belarus, a 2001 World Champion and 2002 Olympic bronze medalist, took home the gold.
"
57216,"Discus Throw, Men",1920 Summer Olympics,7,Athletics,/editions/7/sports/ATH,21 – 22 August 1920,"Olympisch Stadion, Antwerpen",17 from 8 countries,na,na,"The recognized world record in 1920 was 47.58, set by Jim Duncan (USA) in 1912.  But in July and August 1913, Armas Taipale had twice bettered that distance, posting marks of 47.85 and 48.27 respectively, but the IAAF did not recognize either mark as a world record.
All of the leaders posted their best throws in the qualifying.  In the finals, only Kenneth Bartlett improved his qualifying mark.  Elmer Niklander defeated his compatriot and the world record holder, Armas Taipale.  Four days earlier, Niklander had finished second in the shot put.  Niklander had briefly held the world record in the discus, breaking the mark of the renowned Martin Sheridan from 1911.  In addition to his gold medal, Niklander was also awarded possession of the Challenge Prize donated by Madame de Montgomery.
"
63758,"10,000 metres, Women",1988 Summer Olympics,22,Athletics,/editions/22/sports/ATH,26 – 30 September 1988,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",34 from 20 countries,na,na,"Based on her form of 1986-87, Norway’s Ingrid Kristiansen should have been an easy winner. She had won the 1986 Europeans and the 1987 World Championships. At the Bislett Games in 1985, she broke the 10K world record with 30:59.42 and then at the same meet in 1986, she ran a Beamonesque 30:13.74 to destroy that world record. In that race, run against a field of world-class competitors, she lapped every runner. But in 1988 she was battling a foot injury and she eventually dropped out of the final, after leading the first seven laps. That left a stunned field to battle for the medals. After her withdrawal, the lead was taken by Liz McColgan (GBR), Kathrin Ullrich (GDR), Yelena Zhupiyeva (URS), and Olga Bondarenko (URS). Ullrich led at 5K, but McColgan then pushed the pace and Ullrich could not maintain it after 8,000 metres. Zhupiyeva hung on until 9K, but the race then came down to McColgan and Bondarenko. With 200 left, Bondarenko pushed past McColgan and pulled away from her for the gold medal.
"
357055,"200 metres Backstroke, Men",2016 Summer Olympics,59,Swimming,/editions/59/sports/SWM,10 – 11 August 2016,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",26 from 19 countries,na,na,"The favorite was Australian Mitch Larkin, who had won the 2015 World Championships and led the 2016 world list with 1:53.90. American Ryan Murphy had signaled his strength at the US Olympic Trials when he became the sixth swimmer ever under 1:54 by winning in 1:53.95, and he had already won the 100 back in Rio.
In the final Larkin led at 50 metres, but Murphy caught him on the second lap, and then pulled ahead to win gold by 0.34 seconds. Larkin took silver, outtouching Russian youngster Yevgeny Rylov by only 1/100th of a second. Murphy’s win gave him the 100-200 backstroke double, and was the sixth consecutive victory in the event for the United States. For Larkin, the silver medal was some redemption for missing the podium in the 100 back, where he finished fourth.
"
12500,"Singles, Men",1908 Summer Olympics,5,Figure Skating,/editions/5/sports/FSK,28 – 29 October 1908,"Prince's Skating Club, Montpelier Square, Knightsbridge",9 from 5 countries,"Each judge ranked each skater by Ordinal Placement from first through last place.  The Ordinal Placement for each judge was based on Total Points awarded by that judge to the skaters.  The points were based on 60% for Compulsory Figures and 40% for Free Skating.  Final placement was determined by a Majority Placement rule.  Thus, if a skater was ranked first by a majority of the judges, that skater was placed first overall, and the process was repeated for each place.  If no absolute majority for a place existed, the tiebreakers were, in order: 1) Total Ordinals, 2) Total Points, 3) Compulsory Figure Points.",na,"Ulrich Salchow opened a large lead in the school figures.  Although his countryman, Richard Johansson, defeated him in the free skating, it was not by a sufficient margin to prevent Salchow from winning the gold medal.  Nikolay Panin was second after the compulsory figures, but withdrew before the free skating.  Various reasons are given for the withdrawal, with two main possibilities: 1) he was upset at the judging which gave Salchow the lead, and 2) he became ill and was unable to continue.
Salchow was the dominant figure skater of the era.  He was World Champion in 1901-1905, and 1907-1911.  He did not compete in 1906, the only year of the decade in which he failed to win the title.  In his career, Salchow also won nine European championships - 1898-1900, 1904, 1906-1907, 1909-1910, and 1913.  He retired after 1913 but returned for the 1920 Olympics, finishing fourth, before retiring for good.  He is today remembered by the popular figure skating jump termed the Salchow, in which the skater takes off from the back inside edge of one foot and lands backwards on the outside edge of the opposite foot.  He also served as President of the International Skating Union from 1925-1937.
"
51641,"Free Rifle, Three Positions, 300 metres, Men",1948 Summer Olympics,12,Shooting,/editions/12/sports/SHO,5 –  6 August 1948,"Bisley Rifle Range, Bisley",36 from 13 countries,"300 metres. 120 shots in series of 10. 40 prone, 40 kneeling, and 40 standing. 1,200 possible.",na,"This was the final event of the 1948 shooting competition, contested over two days on 5-6 August. Each shooter took 120 shots, 40 prone, 40 kneeling, and 40 standing, with any rifle of not more than 9 calibre allowed. The shooting was done at 300 metres, at a one metre target with a black bullseye of 60 cm., the entire target divided into 10 scoring rings. Most of the European shooters used a short-action bolt rifle, and 6.5 or 7.5 mm. cartridges. The event was won comfortably by Switzerland’s Emil Grünig, with a score of 1,120 from 1,200 possible. He was consistent throughout, with the highest score prone, the second highest score kneeling, and the third highest score shot standing.
"
956,"500 metres, Men",1924 Winter Olympics,29,Speed Skating,/editions/29/sports/SSK,26 January 1924 — 10:00,"Stade Olympique, Chamonix",27 from 10 countries,na,na,"The 500 m was the very first event to be contested in Chamonix, and therefore produced the first Olympic medalist at the Winter Olympics. As the first major international competition of the year, it was difficult to pick a favorite. The Finns had been training in Davos prior to coming to Chamonix, and Clas Thunberg had posted 43.8 there, four tenths slower than Oscar Mathisen’s World Record. The American Olympic Team contested metric events at Saranac Lake prior to leaving for Europe, the fastest sprinter being Charley Jewtraw with 46.6. But as an indication of his speed, Jewtraw had also set a new World Record in the 100 yard (9.4) on January 6th. Fastest Norwegian had been Roald Larsen with 44.6 at Frogner, and with Oskar Olsen they had one of the fastest Europeans on their team.
The very first pair in Olympic speed skating history saw Joe Moore of the U.S. paired with Eric Blomgren of Sweden, the former clocking 45.6 as the first Olympic Record. Moore’s time went unchallenged until the 11th pair, when Asser Wallenius (44.4 in Davos) stopped the clock at 45 seconds, only to see it improved with 8 tenths by Oskar Olsen in the next race. Defending World Champion Thunberg was unable to beat this time with 44.8. Two North Americans contested pair 15, Charles Jewtraw and Charlie Gorman. The Canadian took the lead, but was soon overtaken by Jewtraw, who held on to the end: 44.0. The only remaining favorite, Larsen, had to skate against a much slower opponent, and also timed 44.8, tying for third place with Clas Thunberg.
Jewtraw had been a top skater in the short distances in the early 1920s. Coming from a poor family, speed skating was expensive, but Jewtraw was “sponsored” by Lake Placid businessman Jack Mabbit. He grew to become one of the fastest skaters in the very short distances, which were primarily contested in North America. He had already retired by the 1924 Olympics, but made a comeback to get a ticket to France. After the gold medal, he skated two more Olympic races before retiring once more.
"
59582,"Shot Put, Women",1956 Summer Olympics,14,Athletics,/editions/14/sports/ATH,30 November 1956,"Melbourne Cricket Ground, Melbourne, Victoria",18 from 9 countries,na,na,"Defending champion Galina Zybina had been dominant since Helsinki, breaking the world record 12 times. She had also won the 1954 European Championships. She took the lead in round one with 16.35 (53-7¾) and improved that in rounds five and six. But in round six, Tamara Tyshkevich recorded her personal best with 16.59 (54-5¼) to win the gold medal.
"
