result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
51534,"Small-Bore Rifle, Disappearing Target, 25 yards, Men",1908 Summer Olympics,5,Shooting,/editions/5/sports/SHO,11 July 1908,"Bisley Rifle Range, Bisley",22 from 5 countries,"25 yards. Disappearing target. The target appeared 15 times over a 10 foot (3.05 metres) run for four seconds, one shot per run. Individual possible 45.",na,"Nine athletes tied for first with perfect scores in this event.  The places were decided by a count-back and examination of the targets.  The winner, William Styles, returned as a member of the 1912 British Olympic shooting team and won a silver medal in the small-bore rifle team event.
"
41345,"Team, Men",2004 Summer Olympics,26,Archery,/editions/26/sports/ARC,12 – 21 August 2004,"Panathinaiko Stadio, Athina / Proponitirio Toksovolias, Akharnes",39 from 13 countries,"Teams consisted of three archers.  Ranking rounds scores based on scores carried over from individual ranking round.  Matches consisted of 27 arrows, 9 by each archer.  Tie-breaking for the final placements was done by the following method.  Losers in each round were ranked according to the score they shot in that round.  Ties in that round were broken by the number of 10s shot in that round and then the number of 9s shot in that round.  If still tied the score in the preceding round was used as the tie-breaker, followed by number of 10s, and then number of 9s in the preceding round.  Team event shot entirely at 70 metres. ",na,"By 2004, Korea was easily the world’s dominant archery nation, slightly more so for the women, but the men were also formidable. Beginning in 1995 and going through 2011, Korean men won seven of eight team world titles, missing only in 1999. With that background, the defending champions were heavily favored. Korea led the ranking round and received a bye. They went on to win their gold medal with one very close match, that in the quarter-finals when they narrowly defeated the Netherlands 250-249. The bronze medal came down to the United States against Ukraine, with Ukraine winning an upset victory, 237-236.
"
395714,"Small-Bore Rifle, Three Positions, 50 metres, Men",2016 Summer Olympics,59,Shooting,/editions/59/sports/SHO,14 August 2016,"Centro Olímpico de Tiro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",44 from 28 countries,na,na,"One of the favourites was the 2016 world number one, American Matt Emmons, who was the 2004 Olympic champion in the rifle (prone) event, but he was a victim of the qualification round and was not   amongst the eight finallists. Russian Sergey Kamenskiy won the qualification round with 1,184 points, only two points behind the world record and was in the lead in the final going into his final shot, but could only produce a 8.3 hit and was overtaken by Italy’s Niccolo Campriani, the defending champion who had won gold in the air rifle event six days earlier. Campriani became the only shooter with two gold medals in the Rio Games. The young Frenchman Alexis Raynaud secured the bronze medal, just five days before his 22nd birthday.
"
350728,"1,500 metres, Men",2014 Winter Olympics,58,Short Track Speed Skating,/editions/58/sports/STK,10 February 2014,"Dvorets Zimnego Sporta Aisberg, Coastal Cluster, Adler",36 from 18 countries,"Placements 1-12 based on final and B final.  Deeper placements based on placements in earlier rounds, and best time skated.",na,"It was difficult to single out a favorite for this event. Four different racers had won the World Cups earlier in the season: No Jin-Kyu, Charles Hamelin, Lee Han-Bin and J. R. Celski. No, also World Champion in 2011 and 2012, was missing in Sochi due to a broken elbow, but the other three all were there. The 2006 Olympic Champion, An Hyeon-Su, was also considered for a medal, although the former Korean now skated for Russia as Viktor An.
All the favored athletes reached the final, although in Lee’s case it was as a result of being impeded in the semi-final. There was drama in the final when Briton Jack Whelbourne, a surprise finalist, hit one of the rubber blocks and twisted his ankle. As the race progressed Hamelin always stayed near the front and came through to take the gold medal, with Han Tianyu just edging out An for the silver medal. Lee was Korea’s best performer, by their standards a disappointing result in finishing sixth. An won Russia their first ever short-track medal
"
51962,"Sporting Pistol, 25 metres, Women",2000 Summer Olympics,25,Shooting,/editions/25/sports/SHO,22 September 2000,"Sydney International Shooting Centre, Cecil Park, New South Wales",42 from 28 countries,na,na,"Mariya Grozdeva (BUL) had first competed at the Olympics in 1992, and won a bronze medal in the air pistol in both 1992 and 1996. In Sydney she was second to China’s Tao Luna after the preliminary round, but pulled ahead to win in the final round. Grozdeva would return in 2004 to defend her gold medal. Luna held on to win silver, five days after winning a gold medal in the air pistol.
"
4728,"4 x 100 metres Freestyle Relay, Women",1920 Summer Olympics,7,Swimming,/editions/7/sports/SWM,29 August 1920 — 16:00,"Zwemstadion van Antwerpen, Antwerpen",12 from 3 countries,Final only.,na,"With only three teams entered, all swimmers were assured medals.  But the gold medal had been conceded to the Americans, led by Ethelda Bleibtrey.  The U.S. victory margin of 29.2 seconds makes this one of the most lopsided victories in Olympic history.
"
121911,"Bantamweight, Freestyle (≤56 kilograms), Men",1932 Summer Olympics,10,Wrestling,/editions/10/sports/WRE,1 –  3 August 1932,"Grand Olympic Auditorium, Los Angeles, California",8 from 8 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 5 negative points eliminated the wrestler.",na,"There were only eight entrants. The first round saw Greek Georgios Zervinis pin Canadian Jim Trifunov in only 41 seconds, but neither would factor in the medals. After three rounds, the medalists were decided, with Bob Pearce (USA), Ödön Zombori (HUN) and Aatos Jaskari (FIN) advancing to the medal round. Zombori was leading at that time with only 1 bad point, but Pearce and Jaskari both defeated him by decision to eliminate him. This gave the gold medal to Pearce as he had defeated Jaskari in the first round, and it also gave Jaskari 5 bad points.
Zombori would return to win the gold medal in Berlin and enjoyed a very long career. He was European Champion in freestyle in 1931 and 1933 and in Greco-Roman in 1933, and he actually competed at the World Championships in 1958, after a long absence. Pearce was a top American wrestler, but this was his only international competition.
"
262873,"Volleyball, Women",2008 Summer Olympics,53,Volleyball,/editions/53/sports/VVO,9 – 23 August 2008,"Beijing Ligong Daxue Tiyuguan, Beijing / Shoudu Tiyguan, Beijing",140 from 12 countries,Round-robin pool advanced teams to classification matches.,na,"In the now standard format, 12 teams competed, separated into two pools of six, followed by elimination and medal/placement matches. The qualifying teams were selected as follows: host nation (China), World Cup (Italy, Brazil, United States), Continental qualifiers (Algeria, Kazakhstan, Russia, Cuba, Venezuela), and qualifying tournaments (Poland, Serbia, Japan).
Brazil’s women’s team had won seven FIVB World Grand Prix’s since 1993 and was ranked number one coming in to Beijing. But the Brazilians had never won a gold medal in women’s volleyball. At the 2006 World Championships, they had been runners-up behind Russia. The semi-finals saw Brazil playing the hometown Chinese, the defending gold medalists, and the United States playing the formerly dominant Cuban team. But neither team was a match for Brazil and the United States as both won easily in three sets. The United States had not won a major international event in women’s indoor volleyball, but in Beijing, US teams won the men’s indoor volleyball gold, and both beach volleyball gold medals. But Brazil was too strong, and the US could not sweep the volleyball gold medals, losing in four sets, 25-15, 18-25, 25-13, 25-21.
"
1324,"Giant Slalom, Women",1976 Winter Olympics,40,Alpine Skiing,/editions/40/sports/ALP,13 February 1976 — 12:30,"Axamer Lizum, Axams (Birgitzköpfel)",45 from 17 countries,na,SUI,"This was contested as a single run, for the last time at the Winter Olympics. Anticipation was high because Rosi Mittermaier had already won gold medals in the downhill and slalom, and was attempting to match the Alpine triple golds of Toni Sailer and Jean-Claude Killy. The first starter was Canadian Kathy Kreiner, who had won one World Cup race, a giant slalom in 1974. Mittermaier was the fourth starter and led Kreiner thru all the early checkpoints, until a poor line on a gate near the end caused her to lose time and the gold medal to Kreiner. Mittermaier hung on for the silver, with the bronze going to France’s Danièle Debernard.
"
158181,"Coxless Fours, Men1",1952 Summer Olympics,13,Rowing,/editions/13/sports/ROW,20 – 23 July 1952,"Meilahti, Helsinki",68 from 17 countries,na,na,"Looking at recent major international tournaments in the coxless fours, it would have been difficult to determine a favourite for the event at the 1952 Summer Olympics. The defending Olympic champions from Italy, Giuseppe Moioli, Elio Morille, Giovanni Invernizzi, and Francesco Faggi, returned and looked somewhat strong, having won the 1947, 1949, and 1950 European Championships. In 1951, however, they had not factored into the podium, being replaced at the top by Belgium’s Charles Van Antwerpen, Jos Rosa, Harry Elzendoorn, and Florent Caers. The 1951 and 1952 Stewards’ Challenge Cup at the Henley Royal Regatta, which was considered the equivalent of a World Championship at the time, had been won by the Thames Rowing Club, but Britain’s quartet was a hodgepodge of rowers that included Harry Almond, John Jones, James Crowden, and Adrian Cadbury. Denmark factored into all of these events, having been the runner-up at the last three European Championships and, with the Hellerup Roklubb, winner of the 1952 Stewards’ Challenge Cup. Three among their entry, Carl Nielsen, Harry Nielsen, and Paul Locht had taken part in the 1951 Europeans, and they were augmented by Knud Bruun Jensen.
Among these nations, however, only Great Britain would factor into the final. Denmark was eliminated after the round one repêchage, while Belgium and Italy fell in the semi-finals. The opening heats were dominated by the French and Yugoslavian quartets, who both won the semi-finals convincingly, if not as thoroughly: Norway came second in France’s heat with a time 0.1 seconds faster than Yugoslavia’s, although Great Britain eliminated them in the semi-final repêchage. It was Yugoslavia, however, who reigned supreme in the final: its quartet of Duje Bonačić, Velimir Valenta, Mate Trojanović, and Petar Šegvić took gold ahead of France’s Pierre Blondiaux, Jean-Jacques Guissart, Marc Bouissou, and Roger Gautier. It was the former nation’s first Olympic medal in rowing and its only gold. Finland’s crew, consisting of Kauko Wahlsten, Lauri Nevalainen , and cousins Veikko and Oiva Lommi, edged out the British squad to win their nation’s first Olympic rowing medal as well, while Poland rounded out the final with a fifth-place finish.
"
