result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
125161,"Middleweight, Freestyle (≤87 kilograms), Men",1964 Summer Olympics,16,Wrestling,/editions/16/sports/WRE,11 – 14 October 1964,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",16 from 16 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler. When three or fewer wrestlers remained, they advanced to a final round, with preliminary results carried forward.",na,"The 1963 World Champion, Prodan Gardzhev of Bulgaria was co-favored with Iran’s Mansour Mahdizadeh, the 1961-62 World Champion, although the 1960 gold medalist, Turkey’s Hasan Güngör, was also back. In round five Mahdizadeh defeated Gardzhev, but that eliminated Mahdizadeh as he had already accumulated 5 bad points after four rounds. In second place after four rounds was American Dan Brand, but he was eliminated when Güngör defeated him in round five, leaving Gardzhev and Güngör to meet for the title. They fought only to a draw, however, which gave the gold medal to Gardzhev because of lower bodyweight, with Güngör winning silver and Brand the bronze medal. Mahdizadeh would go on to win the 1965 World title, with Gardzhev winning again in 1966. Brand never wrestled competitively again, taking up a career as an engineer.
"
59827,"Triple Jump, Men",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH, 6 September 1960,"Stadio Olimpico, Roma",39 from 24 countries,na,na,"Two-time defending champion Adhemar da Silva was back but was no longer the leading jumper. He qualified for the final, but would place only 14th. Józef Szmidt had won the 1958 European Championships and a few weeks before the Olympics, he won the Polish Championships with a world record of 17.03 (55-10½), the first jump past the 17-metre barrier. Szmidt won the gold medal in round one, jumping 16.78 (55-0¾), which nobody could better, except him. He did so in round three with 16.81 (55-2). Vitold Kreyer won bronze for the second consecutive Olympics.
"
261311,"One Person Dinghy (Laser), Men",2008 Summer Olympics,53,Sailing,/editions/53/sports/SAL,12 – 19 August 2008,"Qingdao Aolinpike Fanchuan Zhongxin, Qingdao",43 from 43 countries,Points awarded for placement in each race.  Best 9 of 10 scores to count for final placement. Medal race points count double.,na,"Eleven races were scheduled in Laser but only 10 could be held due to a lack of wind on 14 August. Brazil’s Robert Scheidt had won the gold medal in this event in 1996 and 2004, and then added the 2005 World Championship, his eighth World title in the class. He left this class wide-open, however, when he then switched over to the Star class, in which he won a silver medal in Qingdao. Britain’s Paul Goodison, who had been second to Scheidt at the 2005 World Championship and was a four-time European Champion, came through to win the Laser gold medal in 2008, taking a big lead into the medal race. Leading comfortably over Sweden’s Rasmus Myrgren, Goodison only had to avoid finishing last, and having Myrgren win the race, to win gold. Goodison engaged in a match race with Myrgren, preventing him from passing and pushing him back into last place, as Goodison finished ninth. This dropped Myrgren down to sixth overall, and clinched gold for Goodison. The beneficiary of this battle was Slovenian Vasilij Žbogar, who moved up to the silver medal after winning a bronze medal in Laser in 2004.
"
356448,"Light-Welterweight (≤64 kilograms), Men",2016 Summer Olympics,59,Boxing,/editions/59/sports/BOX,10 – 21 August 2016,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",27 from 27 countries,Single elimination tournament.,na,"At the 2015 Men’s World Championships Uzbekistan won six medals to establish themselves as one of the major powers in the sport. In Rio they made a further breakthrough by winning three Olympic medals and finishing top of the sport’s medal table.
In the light-welterweight division their challenge was spearheaded by Fazliddin Gaybnazarov, a world championship bronze medallist. Gaybnazarov survived a knockdown against American Gary Russell to gain a controversial split decision victory before edging another close win over Russian world champion Vitaly Dunaytsev.
His opponent in the Olympic final was a man with a familial link to the Olympics and an unusual life story. Lorenzo Sotomayor was the nephew of 1992 high jump champion Javier Sotomayor. He had been a promising youngster in the Cuban system until he met and fell in love with a visitor to Cuba, a Russian girl who lived in Azerbaijan, and followed her there. He gained Azeri nationality in time to win gold at the 2015 European Games.
The final was a difficult fight to score and opinion was divided as to who deserved to be called the winner. Judges from Sweden and Morocco were of the opinion that Fazliddin Gaybnazarov just did enough to win and thus earn Uzbekistan their third boxing gold of 2016.
"
19762,"Half-Heavyweight (≤78 kilograms), Women",2004 Summer Olympics,26,Judo,/editions/26/sports/JUD,19 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",21 from 21 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"The last three World Championships in this class had been won by Noriko Anno and in 1997 she was World Champion in the middleweight class. Her Olympic record was quite spotty, however, as she had lost in the first round of both the 1996 and 2000 Olympics, and had not come close to winning a medal. But Athina was different. She won her first match by ippon but was then pushed in the pool semi and final. In the class final she faced China’s Liu Xia. Liu was not well known internationally but had finished second in the 2004 Asian Games. The final was tight throughout, but Anno won the gold medal by ippon with only 22 seconds remaining in the match.
"
58796,"80 metres Hurdles, Women",1948 Summer Olympics,12,Athletics,/editions/12/sports/ATH,3 –  4 August 1948,"Empire Stadium, Wembley, London",22 from 12 countries,na,na,"The official World Record was held by Fanny Blankers-Koen, who had run 11.3 seconds in war-time Amsterdam. But in the run-up to the Games Maureen Gardner, a 19-year-old ballet dancer from Oxford, had clocked 11.2. Although not recognized as a World Record, this propelled her into the role of contender, especially in the eyes of the British media. Her main opponent would be Blankers-Koen, the reigning European Champion. Gardner struggled and stumbled through the first rounds, while Blankers-Koen equalled the World Record in the heats. In the final, Gardner appeared to move slightly before the start, causing Blankers-Koen to assume a false start. But the race went on, giving Gardner a clear lead by the first hurdle. Blankers-Koen quickly pulled next to her, racing side-to-side until the finish line. For a brief moment the runners where unaware who had won. When “God Save the King” was played, the Dutchwoman assumed she had lost. But the national anthem was played because of the arrival of the Royal Family, and the announcer then confirmed a win in World Record time for Blankers-Koen. According to automatic timing uncovered later, she had won the race by 0.05, but in 1948, both runners where given the same hand time.
"
64653,"200 metres, Men",1996 Summer Olympics,24,Athletics,/editions/24/sports/ATH,31 July –  1 August 1996,"Centennial Olympic Stadium, Atlanta, Georgia",78 from 57 countries,na,na,"Michael Johnson had been favored to win in 1992 until a stomach virus weakened him and he lost in the semi-final. By 1996, he was a prohibitive favorite, not having lost since 1994 over 200 metres, and had won the 1995 World Championships. He was looking for a 200/400 double in Atlanta. At the US Olympic Trials, Johnson finally bettered Pietro Mennea’s world record from 1979, running 19.66 to make the US team. His challengers were felt to be Namibian Frankie Fredericks, the 1992 silver medalist, and Trinidad’s Ato Boldon. Only two weeks before the Olympics, Fredericks had beaten Johnson, snapping his win streak at the distance. By the night of the 200 final Johnson had already won his 400 gold medal. Coming off the curve, there was little to choose between the three favorites, Johnson having a slight lead. But then he found another gear, finishing in 19.32, a time that seemed almost like a mistake. Fredericks held on for his second consecutive silver medal with Boldon winning bronze. Boldon later said, )19.32. That’s not a time. It sounds like my dad’s birthday.)
"
133724,"Lightweight, Freestyle (≤60 kilograms), Men",2004 Summer Olympics,26,Wrestling,/editions/26/sports/WRE,28 – 29 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",19 from 19 countries,"Round-robin pools, winner of each pool advanced to single-elimination tournament.",na,"Cuba’s Yandro Quintana had won the 2003 Pan American Games and was runner-up at the 2003 Worlds. He won his first three matches without allowing a point, then defeated Ukraine’s Vasyl Fedoryshyn in the semi-finals, 3-1. Quintana’s final opponent was Iranian Masoud Mostafa Jokar. Quintana easily won the gold medal, defeating Mostafa Jokar, 4-0. The bronze medal went to Japan’s Kenji Inoue, who won a narrow victory, 6-5, over Fedoryshyn. Fedoryshyn would move up in weight and win three European titles and an Olympic silver medal in 2008.
"
70191,"Horse Vault, Men",1956 Summer Olympics,14,Artistic Gymnastics,/editions/14/sports/GAR,3 –  7 December 1956 — 08:00-16:00,"West Melbourne Stadium, Melbourne, Victoria",63 from 18 countries,Placement determined by best scores on apparatus in individual all-around event.,na,"The vault gold medals went to German Helmut Bantz and Soviet gymnast Valentin Muratov, who tied with 18.85 points. Bantz’s gold medal was the only one won in Melbourne by a man not from Japan or the Soviet Union. Bantz competed at the 1952 and 1956 Olympics, after spending time as a prisoner-of-war during World War II, and in 1948 helping train the British gymnasts prior to the London Olympics. He was silver medalist on vault at the 1954 World Championships.
"
22529,"Featherweight (≤57 kilograms), Men",1952 Summer Olympics,13,Boxing,/editions/13/sports/BOX,28 July –  2 August 1952,"Messuhalli I, Helsinki",30 from 30 countries,Single elimination tournament.,na,"The featherweight division was the most closely contested at the Helsinki Olympics with over a third of the bouts being decided by a split decision of the judges. The man who survived the action unscathed was 23-year-old university student Ján Zachara of Czechoslovakia. Zachara survived three successive fights from quarter-final onwards when one of the judges decided he had lost whilst the other two declared him the victor. He seemed especially lucky to defeat European champion Joseph Ventaja in a hotly disputed semi-final bout. Zachara, a locksmith by profession, won the gold by defeating Sergio Caprari of Italy. This was the only major tournament title for the Slovakian Zachara who returned to unsuccessfully defend his title in 1956.
"
