result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
125485,"Middleweight, Greco-Roman (≤87 kilograms), Men",1964 Summer Olympics,16,Wrestling,/editions/16/sports/WRE,16 – 19 October 1964,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",20 from 20 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler.",na,"After winning a gold medal in Roma as a light-heavyweight, Turk wrestler Tevfik Kiş won the middleweight World Championships in 1962-63. He should have been the favorite in 1964, but was injured and did not compete at Tokyo, and in his absence the class was wide open. There were six wrestlers left after four rounds, with all but Yugoslav Branislav Simić, the 1962 World runner-up, eliminated in round five, which gave him the gold medal. Jiří Kormaník of Czechoslovakia and Lothar Metz of Germany were the next best placed, with 6 bad points, and they fought off for the other medals, with Kormaník winning by decision to take the silver and Metz receiving the bronze. Metz would return in 1968 to win the gold medal while Simić won a bronze medal in Mexico City at his third Olympics.
"
901262,"Changquan, Women",2008 Summer Olympics,53,Wushu,/editions/53/sports/WSU,21 August 2008 — 20:41,"Ao Ti Zhongxin Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",7 from 7 countries,na,na,"Changquan, or “Long Fist”, is one of the wushu events in the taolu discipline, derived from traditional wushu styles like Chaquan, Huaquan, Hongquan and Shaolinquan.
The 2007 World Champion was Daria Tarasova, who had won her title defeating Macau’s Xi Cheng Qing. The Olympic competition saw the same pattern, Tarasova earning 9.74 over Xi’s 9.65. Tarasova is also an excellent gunshu competitor, having won the world title in 2005.
"
38568,"Water Polo, Men",1976 Summer Olympics,19,Water Polo,/editions/19/sports/WPO,18 – 27 July 1976,"Piscine olympique, Montréal, Québec / Centre Claude-Robillard, Montréal, Québec",131 from 12 countries,Round-robin pools advanced teams to the round-robin final pool.,na,"Since World War II the top water polo nations had been Hungary, Yugoslavia, Italy, and the Soviet Union. In 1973 FINA instituted the World Aquatics Championship, which gave more idea of who the strongest teams were coming into the Olympic year. But those only showed that little had changed in the water polo world. In 1973 Hungary was World Champion, with the Soviets winning silver, and Yugoslavia bronze, while in 1975 the Soviets won the title, followed by Hungary and Italy. At the 1974 European Championships, the medalists finished in the same order as in 1973 at the Worlds – Hungary, USSR, Yugoslavia.
But in a shocker at Montréal, the Soviet Union did not advance to the medal round, placing only third in Group B, trailing the Netherlands and Romania. The Soviet officials were so upset that they withdrew their team from the consolation pool, forfeiting the first match against Cuba, officially stating that several of their players were sick, but the Olympic water polo officials then convinced them to play on. They did but placed second behind Cuba in the consolations, or eighth overall, the forfeited loss to Cuba being the margin between the two teams.
In Group A Italy and Yugoslavia advanced, while Hungary and West Germany made it out of Group C. The final pool saw Hungary win its sixth Olympic water polo gold medal (1932, 1936, 1952, 1956, 1964, 1976). They won their first four matches in the finals, although every game was close, as they won by scores of 6-5, 5-3, 5-3, 9-8, and then faced their archrival, Yugoslavia, who had not won a game in the final round. The two teams tied, 5-5, which gave Hungary the gold and placed Yugoslavia fifth, without a final round victory. Italy and the Netherlands tied the final match of the tournament, 3-3, which left them tied in the pool, with 2 wins, 2 ties, and 1 loss each. They were also tied on goal differential, but Italy was awarded the silver medal because they had scored more goals in the medal round, 22-18.
Hungary also had the leading goalscorer of the tournament, with Tamás Faragó, who scored 22 times. István Szivós, Jr. was also on the Hungarian team, winning his third consecutive Olympic medal, after bronze in 1968 and silver in 1972. He would return in 1980 and win a fourth medal, a bronze.
"
51614,"Trap, Team, Men",1920 Summer Olympics,7,Shooting,/editions/7/sports/SHO,22 – 23 July 1920 — 9:30,"Hoogboom Country Club, Kapellen",49 from 8 countries,"The first 90 shots were in sets of 10, 10, 15, 15, 20, and 20. After the first four sets (50 shots), only the top five Teams qualified to continue with the last 50 shots. Six-man teams. 15 metre distance. Two shots given at a target. 100 targets - 90 targets from a known trap with an unknown angle using a continuous-fire system; 10 targets from an unknown trap and unknown angle.",na,"With the top five finishers in the individual event, the United States would be expected to dominate the team trapshooting. In fact, of the top five, one of them, Fred Plum, did not even count for the U.S. team. Of the seven stages in this event, the United States tied for the best score in one stage (the third with Belgium and Sweden), and won the other six stages. Well behind the Americans, Belgium won the silver medal and Sweden the bronze.
"
158858,"Single Sculls, Women",1980 Summer Olympics,20,Rowing,/editions/20/sports/ROW,21 – 26 July 1980,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",11 from 11 countries,na,na,"The defending Olympic and four-time World Champion in the women’s single sculls, Christine Scheiblich of East Germany, had retired and been replaced domestically by Martina Schröter. Schröter, however, had failed to uphold East Germany’s dominance at the Worlds and managed only silver in 1979, losing the crown to Sanda Toma of Romania. It was unclear, however, if Toma would be able to repeat this feat in Moscow, and thus both competitors were considered favorites at the 1980 Summer Olympics. If nothing else, it could at least be said that neither would go unchallenged: other World Championship medalists attending the Games were Mariann Ambrus of Hungary (silver in 1975, bronze in 1978 and 1979) and Hette Borrias of the Netherlands (bronze in 1979).
In the opening round, Toma was the slowest heat winner, despite having to contend with Schröter and Borrias in her heat, the latter of whom was the only competitor not to qualify for the semi-finals. The fastest time in the heats went to Rositsa Spasova of Bulgaria, who had been fourth at the 1976 Games, while Beryl Mitchell of Great Britain took her heat despite the presence of Ambrus. Toma and Schröter won their semi-final heats with times only 0.34 seconds apart, which seemed to promise an exciting final. In the end, however, it was the then relatively unknown Soviet entry, Antonina Makhina, with whom Toma had to contend. The Romanian staved off the Soviet challenge, however, and captured gold, while Makhina came in second for silver. Schröter, meanwhile, took bronze, while Spasova finished just off the Olympic podium for the second time. Toma’s victory was the first Olympic rowing gold medal for Romania since the nation made its début in the sport in 1952.
"
129356,"Lightweight, Greco-Roman (≤68 kilograms), Men",1984 Summer Olympics,21,Wrestling,/editions/21/sports/WRE,1 –  3 August 1984 — 12:00-15:00-18:00-20:30 (all days),"Anaheim Convention Center, Anaheim, California, USA",14 from 14 countries,"Two groups of competitors.  Placement within each group decided by a series of matches with positive points awarded for each result, from 4.0 for victory by fall, to 0.0 for defeat by fall.  When three wrestlers remained within a group, they wrestled a round-robin series to determine the top three placements within the group.  The winners of each group then wrestled for 1st and 2nd place.  Runners-up in each group wrestled for 3rd and 4th place.  Third-place finishers within each group wrestled for 5th and 6th place..",na,"The favorite was Finn Tapio Sipilä who, unusually for 1984, came in as the defending World Champion. Sipilä seemed to have things well in hand, winning Group B easily, but he then met Yugoslav Vlado Lisjak in the final match, Lisjak throwing Sipilä in only 57 seconds to win a big upset gold medal. Lisjak had no international record and was only a last-minute substitute on the Yugoslavian team. Sipilä also won World silver medals in 1981 and 1986, and European bronze medals in 1980-81 and 1983. The bronze medal match came down to favored Romanian Ştefan Negrişan, the 1982 and 1984 European silver medalist, against American Jim Martinez, but Martinez prevailed, pinning Negrişan in only 25 seconds.
"
54261,"Platform, Women",1992 Summer Olympics,23,Diving,/editions/23/sports/DIV,26 – 27 July 1992,"Piscina Municipal de Montjuïc, Barcelona",28 from 17 countries,10 metre platform.,na,"China’s Fu Mingxia had won the 1990 Asian Games and Goodwill Games before her 12th birthday. She then won the 1991 World Championships on platform. She was so young that the diving authorities changed the rules requiring divers to be 14-years-old during the Olympic year in order to compete. She made that, turning 14-years-old only 20 days after the Olympic platform final. Fu was unchallenged in Barcelona, winning both the qualifying and final rounds by huge margins. She was helped by her optional dives, all of which had a degree of difficulty of 3.0 or higher, with two at 3.2 and one at 3.3. She clinched the title on her penultimate dive, a back 3½ tuck (3.3), scoring 8s and 8.5s to move well ahead of her teammate, Zhu Jinhong. But on the final dive, Zhu missed badly on an inward 3½ tuck, dropping out of the medals, which went to Yelena Miroshina (EUN-silver) and Mary Ellen Clark (USA-bronze).
Clark was the second-oldest competitor in the event and was second after six dives, but then blew an inward 3½ tuck. She would return in 1996 to repeat her bronze medal performance, overcoming difficulty with vertigo. Fu would return to Atlanta and win both diving events, adding a fourth gold medal in the 2000 springboard, and a silver in synchronized springboard. She would also repeat as World Champion on the platform in 1994.
Silver medalist Miroshina never competed internationally after Barcelona. On 18 December 1995 she died after a fall out of her ninth-floor apartment in Moscow, at only 21-years-old. The details are murky, as it is uncertain if this was a suicide or she fell or was pushed.
"
70062,"Individual All-Around, Men",1924 Summer Olympics,8,Artistic Gymnastics,/editions/8/sports/GAR,17 – 20 July 1924,"Stade Olympique de Colombes, Colombes",72 from 9 countries,"There were 11 exercises as follows: Compulsory and optional exercises performed on the horizontal bar, parallel bars, rings, and pommelled horse. Optional exercises performed on the long horse vault, side horse vault, and rope climbing.",na,"The last three gold medals in this event had been won by Italians, but in 1924 gold went to Yugoslav Leon Štukelj, who was actually Slovenian. He narrowly edged out Czechoslovak Robert Pražak. Štukelj had the best performance on the horizontal bar and was steady in the other events to win the title. He also competed at the Olympics in 1928 and 1936, winning a bronze medal in this event in 1928 and a silver on the rings in 1936. At the age of 97, Štukelj was honored at the Opening Ceremony of the 1996 Atlanta Olympics. He had proudly been able to watch Slovenia first compete as an independent nation at Barcelona in 1992.
"
4795,"100 metres Freestyle, Women",1924 Summer Olympics,8,Swimming,/editions/8/sports/SWM,19 – 20 July 1924,"Piscine des Tourelles, Saint-Mandé",16 from 7 countries,na,na,"America’s female freestylers matched and perhaps even outperformed their male equivalents despite the USOC’s attempts to shield them from any imagined temptations by housing them well away from Paris and subjecting them to long journeys to and from the Olympic pool. All three Americans matched or bettered the world record in the heats and although the semi-finals saw the field edge up on them slightly, there was little doubt as to who would fill the medal positions. Mariechen Wehselau opened a lead on her compatriots at the half way mark but Ethel Lackie, at seventeen marginally the youngest of the USA’s teenage trio, put on a finishing burst that took her to the wall just ahead of Wehselau with Gertrude Ederle back in third. Ederle remains to this day the youngest swimmer to set a world record which she did at the age of 12 years 298 days and was also the first woman to swim the English Channel.
"
70477,"Floor Exercise, Men",1980 Summer Olympics,20,Artistic Gymnastics,/editions/20/sports/GAR,20 – 25 July 1980,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",65 from 14 countries,na,na,"The format was the same as in 1976, with the best six gymnasts in the team all-around advancing to the apparatus final, but only two gymnasts from each nation could advance to the finals. The final apparatus score made up of 50% of the all-around total and a final optional program. Soviet Nikolay Andrianov was the defending champion, but the 1978-79 World Champion had been American Kurt Thomas, who could not compete because of the USA-led boycott. In 1979 Thomas had shared the World title with East German Roland Brückner, who took the gold medal in Moskva, followed by Andrianov and his teammate Aleksandr Dityatin. The floor exercise always ends the apparatus finals, and with his bronze medal, Dityatin became the first Olympic athlete to win eight medals at one Olympic Games, as he won three gold, four silver, and one bronze.
"
