result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
319027,"Double Sculls, Men",2012 Summer Olympics,54,Rowing,/editions/54/sports/ROW,28 July –  2 August 2012,"Eton Dorney, Windsor",26 from 13 countries,na,na,"The veteran Australian duo David Crawshay and Scott Brennan returned in 2012 to defend the gold medal that they had won in the previous Olympics. Their greatest challengers were the New Zealand boat paddled by Nathan Cohen and Joseph Sullivan, who had won the last two World Championships, as well as the Germans Stephan Krüger and Eric Knittel, who had emerged victorious at the 2009 World Championships and had a strong record going into the event. Also a factor were Luka Špik and Iztok Čop of Slovenia. Although they had finished only sixth at the 2008 Games, they had a distinguished rowing history in double sculls that included victories at the 1999, 2005, and 2007 World Championships, silver at the 2004 Summer Olympics, and gold at the 2000 edition. Čop had an additional Olympic medal, bronze from the 1992 Games’ coxless pairs event, and another World Championship gold from 1995 in the single sculls.
Of these four teams, however, only two would make it to the finals, as Australia and Germany were eliminated in the semi-finals. In the final Slovenia took an early lead and held it through the first half of the race, but they were eventually overtaken by the Italian team of Alessio Sartori and Romano Battisti. Battisti was a newcomer to the Olympics, but Satori was a seasoned veteran: an Olympian since 1996, he had earned gold in the quadruple sculls in 2000 and bronze in the double sculls alongside Rossano Galtarossa in 2004. He was also a three-time World Champion in quadruple sculls, earning his victories in 1994, 1995, and 1998. The Italians held the lead until the final stretch of the course, but could not hold off the New Zealanders, who were known for their strong sprints. In fact, Cohen and Sullivan had been in last position at the 500m mark, and had only advanced to fifth and third at the 1000m and 1500m marks respectively. Nonetheless they unleashed a fantastic sprint as the line approached and overtook the Italians with relative ease, leaving the veteran Slovenians to settle for bronze.
"
313009,"Individual All-Around, Women",2012 Summer Olympics,54,Artistic Gymnastics,/editions/54/sports/GAR,29 July –  2 August 2012,"North Greenwich Arena, Greenwich, London",60 from 42 countries,na,na,"The United States had won the gold medal in the women’s gymnastics individual all-around for the last two Olympics and were expected to repeat this feat at the 2012 London Games.  Jordyn Wieber was the reigning World Champion and thus the favorite among her teammates to win the event but, in the qualification round, the Americans finished second, third, and fourth, with Wieber behind her teammates Aly Raisman and Gabby Douglas. The competition had a “two finalists per country” rule, meaning that the World Champion was eliminated from the event. Viktoriya Komova of Russia, the runner-up at the World Championships, had finished first and was now in a better position to win the gold medal, but the stellar performances from the Americans made this far from certain.
In the final Douglas had the highest marks on the vault and the balance beam and, having finished third on the uneven bars, was in an excellent position to be crowned Olympic champion, even after slipping to fourth in the floor exercise. The only competitor with a realistic hope of overtaking her was Komova, who had finished third in the vault and second on the uneven bars and balance beam. The Russian would have needed a score of over 15.300, higher than the eventual top mark in the event, to surpass Douglas and was unable to meet it, scoring a 15.100 that still put her far above the two contenders for bronze. At the end of the tournament, Raisman had tied the score of Russian Aliya Mustafina, the 2010 World Champion, necessitating a tie-breaker to determine the final podium spot. The winner was determined by taking the total of their top three events, which gave the bronze medal to the Russian with a score of 45.933 against the American’s 45.366.
"
70145,"Parallel Bars, Men",1948 Summer Olympics,12,Artistic Gymnastics,/editions/12/sports/GAR,12 – 13 August 1948 — 9:00,"Empress Hall, Earls Court Exhibition Centre, Kensington, London",122 from 16 countries,Placement determined by best scores on apparatus in individual all-around event.,na,"Switzerland’s Michael Reusch had competed at the 1936 Olympics, winning two silver medals, and had won three apparatus gold medals at the 1938 World Gymnastics Championships, including parallel bars. In London he was 34-years-old but still won the gold medal on parallel bars. Finland’s Veikko Huhtanen won silver, while Reusch’s teammates, Christian Kipfer and Sepp Stalder, shared the bronze medal, with Switzerland taking four of the top five places, as Walter Lehmann placed fifth.
"
351352,"Welterweight (≤80 kilograms), Men",2016 Summer Olympics,59,Taekwondo,/editions/59/sports/TKW,19 – 20 August 2016,"Arena Carioca 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",16 from 16 countries,Single-elimination tournament. All fighters losing to the finalists in each pool advance to repêchage tournament for the bronze medal.,na,"The oldest contestant was legendary American athlete Steve Lopez, the 13 seed, who had five individual world titles to his name and three Olympic medals, going back to Sydney 2000, when he won the lightweight gold medal. He became the first exponent to compete in five Olympics and whilst he was not fancied to win a medal, one could never rule out a person of his experience. Two English-born athletes took part in this division – Lutalo Muhammad and Aaron Cook. Muhammad represented Great Britain while Cook represented Moldova after he fell out with the British team after failing to gain selection for the 2012 Games. Cook is the boyfriend of Bianca Walkden, the British 67kg world champion.
Crowd-pleaser Cook was seeded number two with the Ivory Coast’s Cheick Sallah Cissé third and Russia’s “Clown Prince of Taekwondo” Albert Gaun seeded four. The fifth seed was Britain’s Muhammad, the man who kept Cook out of the GB team in 2012 and went on to win bronze. A clash between Cook and Muhammed was eagerly anticipated in Rio. The top seed, Iran’s Mehdi “The Terminator” Khodabakhshi, however, had dominated this weight division since 2004 and, as the reigning world champion, was favourite for gold.
Everything went according to plan for most of the top seeds in the round of 16, except for Aaron Cook who was surprisingly beaten by the 15th seed Liu Wei-Ting of Chinese Taipei, and the number four seeded Russian Gaun went out to the 37-year-old Lopez. The American lost in the next round, however, to the fancied Muhammad whilst the top seed Khodabakhshi lost 17-5 to Milad Beigi Harçeqani of Azerbaijan on the 12 points lead rule. The Ivory Coast’s Cissé went through to the semi-final where he beat Oussama Oueslati of Tunisia 7-6 and set up a final meeting with Britain’s Muhammad, who beat Khodabakhshi’s conqueror Beigi 12-7, and what a final it turned out to be.
Muhammad connected with Cissé’s head to take a 3-0 lead in the first round. After both fighters received a penalty point, Cissé connected with the head for his own three-pointer and the two men were level at the end of round two. With less than a minute to go Muhammad scored with a body shot and then with a penalty point each the Briton was heading for the gold medal as the seconds counted down with him leading 6-5. With one second showing on the clock it was disaster for Muhammad as Cissé connected with a head kick in the very last action of the contest and he gave the Ivory Coast its first ever Olympic gold medal in any sport. Officials later confirmed that Cissé’s winning kick was one tenth of a second from the end of the contest. Tenth seed Oussama Oueslati and ninth seed Milad Beigi won their respective bronze medal matches.
"
925782,"220 yards Hurdles - Olympic Collegiate Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,25 June 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,na
5087,"100 metres Freestyle, Women",1936 Summer Olympics,11,Swimming,/editions/11/sports/SWM,8 – 10 August 1936,"Schwimmstadion, Reichssportfeld, Berlin",33 from 14 countries,na,na,"Female American swimmers were not selected for the 1912 Games but since then had dominated the 100 metres freestyle. US women had won ten of a possible twelve medals and all the gold medallists had been American. Willy den Ouden was the silver medallist in Los Angeles whilst still only fourteen and the intervening years had seen her lower the world record on four occasions and by a total of two seconds. The time of 1:04.6 she set early in 1936 would stand until broken at the Melbourne Olympics twenty years later. Although den Ouden did not swim her very best in qualifying, she easily reached the final as Jeannette Campbell of Argentina and another young Dutchwoman, Rie Mastenbroek, were winners of the semi-finals. Den Ouden faltered at the start and lost ground as Campbell and Gisela Arendt forged ahead. Rie Mastenbroek swam a patient race and although only fifth at the turn, she swam past tiring rivals and produced a sprint finish that propelled her past her opponents to touch the wall first. Campbell became the first South American woman to win an Olympic medal whilst Arendt, by then the mother of a six year old son, reappeared in Olympic competition in the 1952 Helsinki Games.
"
54213,"Platform, Women",1976 Summer Olympics,19,Diving,/editions/19/sports/DIV,24 – 25 July 1976,"Piscine olympique, Montréal, Québec",25 from 12 countries,10 metre platform.,na,"Sweden’s Ulrika Knape was the defending champion and had won the 1973 World Championships. Another favorite was American Janet Ely, the 1975 World Champion, an event in which Knape had placed third. The first surprise occurred when Ely placed ninth in qualifying and did not make the final. In the final Knape led after four dives, while Soviet Irina Kalinina, the 1975 World Championship runner-up, moved ahead after five dives. But on the sixth dive, Kalinina’s teammate, the completely unknown Yelena Vaytsekhovskaya nailed her back 2½ pike and moved into the lead. She was never headed and won a very surprise gold medal. Knape placed second, adding silver to her 1972 gold, while the bronze went to American Debbie Wilson, who had won the US Olympic Trials. Knape was only fourth going into the final dive but her inward 2½ earned her 63.18 points to move up to second.
"
905190,"Target Shooting, Men",1964 Winter Olympics,37,Ice Stock Sport,/editions/37/sports/IST, 9 February 1964,"Eisschnellaufbahn im Olympiaeisstadion, Innsbruck",16 from 4 countries,na,na,"A huge win for Johan Rottensteiner, with the top 10 places distributed relatively evenly among the four competing nations.
"
70061,"Team All-Around, Swedish System, Men",1920 Summer Olympics,7,Artistic Gymnastics,/editions/7/sports/GAR,26 August 1920 — 14:00,"Olympisch Stadion, Antwerpen",73 from 3 countries,"This consisted of eleven calisthenic-like exercises. Points for each exercise by the team were given by six judges on a 0-20 scale. In addition, each of the eleven exercises had a degree of difficulty coefficient. Finally each judge gave a twelth score for esthetics and precision of performance. Each judge gave up to 1,500 points. Average of six judge's scores determined team score.",na,"In the team competition, Swedish system, there were teams from Denmark, Sweden, and Belgium, and six judges, two each from Denmark, Sweden, and Belgium.  The Danish and Swedish judges favored their own teams in the scoring.  The Belgian team was obviously not of the class of the two Scandanavian teams, and the Belgium judges did rank them third.  However, both Belgian judges preferred the Swedes to the Danes, and Sweden thus won the gold medal.
"
185098,"Team, Men1",1932 Summer Olympics,10,Equestrian Jumping,/editions/10/sports/EJP,14 August 1932 — 14:30,"Los Angeles Memorial Coliseum, Los Angeles, California",9 from 3 countries,"Three rider teams, all three scores to count.  Team/individual competitions held concurrently.",na,"There were only four nations entered in the jumping event, with only Mexico, Sweden, and the United States having three riders and thus able to enter a full team in the team competition. The course was set out in the Los Angeles Memorial Coliseum and was noted to be very difficult. It was designed by John Barry, who rode for the USA at the 1920 and 1924 Olympics, and Sloan Doak, an Olympian in 1920-28, and had 18 obstacles and 20 jumping efforts over a length of 1,060 metres. Further, three refusals by a horse disqualified horse and rider and this rule, and the course difficulty, meant that only five riders finished the event. No team had three riders finish the course, so all the teams were disqualified and no medals were awarded.
"
