result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
2224,"Individual, Men",1960 Winter Olympics,36,Nordic Combined,/editions/36/sports/NCB,21 – 22 February 1960,"Olympic Jumping Hill, Squaw Valley, California / McKinney Creek Stadium, Tahoma, California",33 from 13 countries,Normal hill ski jumping and 15 kilometres skiing; placements determined by points table.,na,"Defending Olympic Champion Sverre Stenersen had shown consistency after 1956, taking the silver medal at the 1958 World Championships and winning at Holmenkollen in 1959. His teammate, Tormod Knutsen, younger by five years but the National Champion in 1959-60 and winner at Holmenkollen in 1958, was considered as Norway’s gold favorite for the 1960 Olympics. Finland’s 1958 World Champion, Paavo Korhonen, was an excellent cross-country skier, but his jumping was very variable and he was depending on two good jumps to be able to fight for the medals.
The Nordic Combination started with the ski jumping event as in the last two Winter Olympic Games. Georg Thoma, a 22-year-old from Hinterzarten in West Germany, won the jumping event ahead of Soviet Union’s Dmitry Kochkin and the Japanese Yosuke Eto, but all three were considered too weak in the cross-country event to contend for the gold medal. Thoma had recently won the West-German championships in ski jumping. Tormod Knutsen, lying fourth after the jumping event, was considered as the main favorite for the gold. World Champion Paavo Korhonen, placing only a modest 24th, seemed out of contention.
The cross-country race on the next day produced some surprising results. George Thoma skied well and produced the fourth fastest time of the day, holding off Tormod Knutsen and won the gold medal with a clear margin over his Norwegian opponent. Nikolay Gusakov of the Soviet Union, a 25-year old Karelian married to 10 km Olympic Champion Mariya Gusakova, was the fastest skier of the day and advanced from tenth place in the jumping event into bronze medal position. Pekka Ristola from Finland placed sixth in both events and advanced to fourth place, ahead of Kochkin, who produced a decent cross-country race but could not defend his silver position from the jumping event.
Georg Thoma, after his breakthrough at the 1960 Olympics, emerged as one of the greatest all-time athletes in Nordic Combined. He won the Holmenkollen event in 1963, 1964 and 1965, and crowned his skiing career as World Champion in the same arena in 1966. He won another Olympic medal by placing third at the 1964 Games in Innsbruck.
"
306000,"Beach Volleyball, Women",2012 Summer Olympics,54,Beach Volleyball,/editions/54/sports/VBV,28 July –  8 August 2012,"Horse Guards Parade, Centre Court, London",48 from 17 countries,Top 16 teams from round-robin pools advanced to the single-elimination tournament.,na,"London mayor Boris Johnson was able to watch some early rounds of beach volleyball and memorably wrote of the women’s tournament, “As I write these words there are semi-naked women playing beach volleyball in the middle of the Horse Guards Parade immortalised by Canaletto. They are glistening like wet otters.” It was a demeaning description as the event featured one of the most dominant athletic pairs in Olympic history, Americans Kerri Walsh and Misty May-Treanor. Walsh and May-Treanor came in as the two-time defending champions, never having lost a set at the Olympics. But after Beijing they had backed off from the sport a bit, getting married, having babies, and May-Treanor competed on the American television show, “Dancing With the Stars,” before she tore her Achilles’ tendon in the process. But the two came back in 2011 and won the World Championships, and although only seeded third, behind Brazil’s Larissa and Juliana and China’s Xue Chen and Zhang Xi, they were expected to be formidable.
They were. But in pool play they looked vulnerable after losing their first Olympic set to Austria’s sister pairing of Doris and Stefanie Schwaiger. They still advanced to the final, by defeating Xue and Zhang in the semis. In the other semi, Americans Jennifer Kessy and April Ross shocked Larissa and Juliana to create an all-USA final. The final was a comfortable victory for Walsh and May-Treanor, winning in straight sets, 21-16, 21-16. Their third consecutive gold medal made them only the second team in Olympic victory to win three straight gold medals with identical team members, after Pavol and Peter Hochschorner in Canadian canoe slalom doubles in 2000-08. Third place went to Brazil who defeated China 2-1 in the bronze medal match.
"
10991,"Two Person Keelboat (Star), Men",2004 Summer Olympics,26,Sailing,/editions/26/sports/SAL,21 – 28 August 2004,"Olympiako Kentro Istioploias Agiou Kosma, Athina",34 from 17 countries,Points awarded for placement in each race.  Best ten of eleven scores to count for final placement.,na,"The Brazilian crew of Torben Grael and Marcelo Ferreira had won the gold medal in this class in 1996 and a bronze medal in 2000. They won the third and fourth races to move into the lead, and were able to win the gold medal without having to sail in the 11th race. This gave Grael his second gold medal, but his fifth Olympic medal overall, an Olympic record for sailing at the time, although in 2012 it was equalled by Britain’s Ben Ainslie and Grael’s countryman Robert Scheidt. Silver medal skipper Ross MacDonald placed second in the final race to move ahead of France for second place. MacDonald had won a bronze in the Star at the 1992 Olympics. Of the 16 boats in the event, seven had won World Sailing Championships in various classes.
"
19020142,"Halfpipe, Women",2022 Winter Olympics,62,Freestyle Skiing,/editions/62/sports/FRS,17 – 18 February 2022,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",20 from 10 countries,na,Course Name: Secret Garden Olympic HalfpipeGradient: 18°Length: 220 mVertical Inclination: 82°Wall Height: 7.2 mWall-to-Wall Width: 22 m,"The defending Olympic champion in the women’s halfpipe was Canadian Cassie Sharpe, but her most notable result in this event since had been silver at the 2019 World Championships. The more dominant competitor of late was American-born Chinese skier Eileen Gu, who had won the event at the 2020 Winter Youth Olympics, the 2021 World Championships, and all four times it had been held in the most recent World Cup season.
As expected, Gu dominated the field in qualifying, recording the highest score of the tournament and the only one above 90 in the first round. With 89.50, however, Rachael Karker of Canada, the 2021 World runner-up, came close. Estonia’s Kelly Sildaru, the 2019 World Champion who was more of a slopestyle specialist, was third, while Sharpe was further down the list in sixth.
Gu never relinquished the lead, with the highest score in the first two rounds of the final, either of which would have won her the gold medal. When Gu took a victory lap for the third round, Sharpe came out on top with her best performance of the tournament, although her score in any of the three runs would have assured her second place. Karker, meanwhile, edged out Sildaru by 0.75 points to claim bronze. Gu’s win, combined with her earlier victory in big air and her silver in slopestyle, made her the first freestyle skier to claim three medals in a single edition of the Olympics.
"
258809,"Canadian Doubles, 1,000 metres, Men",2008 Summer Olympics,53,Canoe Sprint,/editions/53/sports/CSP,18 – 22 August 2008,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",26 from 13 countries,na,na,"Germany’s Christian Gille and Tomasz Wylenzek were the defending Olympic champions in the C-2 1000 and had been fairly successful on the international scene since, winning the 2005 and 2007 European and World Championships and being runners-up at the 2006 Europeans. Hungary’s György Kozmann and György Kolonics, the 2004 Olympic bronze medalists, had been the 2006 World Champions, the 2005 and 2007 European runners-up, and the 2005 World bronze medalists, but Kolonics died of heart failure shortly prior to the 2008 Summer Olympics and was replaced by Tamás Kiss. Belarusian brothers Andrey and Aleksandr Bogdanovich, meanwhile, were the 2008 European champions and the 2006 and 2007 bronze medalists.
The Germans and the Belarusians won their opening heats and advanced directly to the final, while the Hungarians were fourth in the German heat and were relegated to the semi-finals. Here they were defeated by Poland’s Wojciech Tyszyński and Paweł Baraszkiewicz, the 2007 World and 2008 European bronze medalists. The final was a tight race between the Germans and the Belarusians, both of whom were almost four seconds ahead of the rest of the pack as they crossed the finish line, with the Bogdanovich brothers capturing gold by a margin of only 0.223 seconds. Hungary, meanwhile, was engaged in a three-way battle for bronze with the Romania and Chinese teams, which it won by a mere 0.084 seconds. Gille and Wylenzek would go on to earn bronze in the C-2 500 the following day.
"
9000229,"4 × 6 kilometres Relay, Women",2018 Winter Olympics,60,Biathlon,/editions/60/sports/BTH,22 February 2018 — 20:15,"Alpensia Biathlon Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",72 from 18 countries,"Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target, with three extra shots allowed to obtain 5 target hits.","Course Length: 5,928 mHeight Differential: 36 mMaximum Climb: 40 mShooting 1: Prone at 1.864 km, 50 m rangeShooting 2: Standing at 3.993 km, 50 m rangeTotal Climbing: 156 m","Germany came in as the favorites, led by Laura Dahlmeier, but three missed targets and 11 extra shots left them back in eighth place. For some time disqualifying the German team was discussed by the officials. The tragic figure was first leg runner Franziska Preuß, who hit all five targets in her first round of shooting, but thought she had missed a shot. She reloaded a cartridge, but did not shoot when she noticed her miscalculation. The jury did not disqualify her, but at the second shooting she then missed four targets and had to run a penalty loop.
The event ended up being very close, with only 64 seconds separating gold medal winning Belarus from ninth-placed Italy. Belarus never led until the final leg, when their anchor skier Darya Domracheva pulled ahead of France’s Anaïs Bescond and won the event by 10.7 seconds over Sweden, led by their anchor Hanna Öberg, who pulled them from eighth place after three legs with the fastest leg of the entire relay, marked by perfect shooting. Bescond and France held on for the bronze medal, with Norway finishing fourth. Italy had been third after three legs, but Federica Sanfilippo struggled both skiing and shooting as they dropped back to ninth.
Domracheva won her fourth gold medal, after three in Sochi, and replaced Germany’s Kati Wilhelm and Slovkaia’s Anastasia Kuzmina, both with three golds, as the most successful female biathletes in Olympic history in terms of gold medals. Wilhelm was the color commentator for this race on German TV.
"
1515,"20 kilometres, Men",1960 Winter Olympics,36,Biathlon,/editions/36/sports/BTH,21 February 1960,"McKinney Creek Stadium, Tahoma, California",30 from 9 countries,Two-minute penalty for each missed target.,"Course Length: ?Height Differential: ?Maximum Climb: ?Shooting 1: ? at 6.5 km, 200 m rangeShooting 2: ? at 9.5 km, 250 m rangeShooting 3: ? at 12.5 km, 150 m rangeShooting 4: ? at 15 km, 100 m rangeTotal Climbing: ?","Biathlon was a new event in the Olympic program 1960. It was an individual variant of the military ski patrol competition, an official medal sport in 1924, and organized as a demonstration sport on several earlier Olympic occasions. The first World Championships were organized in Saalfelden, Austria in 1958 with Adolf Wiklund from Sweden as the first champion. One year later the Soviets took a double in Courmayeur, Italy, with Vladimir Melanin as winner and Dmitry Sokolov in second place.
The Olympic biathlon competition in 1960 was contested over 20 km with 20 shots fired over four different ranges: 200m, 250m, 150m and 100m. The first three series were fired from a prone position, the last standing. Each missed target gave a two minute penalty, which was added to the final time. In 1967 the penalty for each missed target was reduced from two to one minute. Also the weapon was different from the small board rifle in use nowadays. The biathletes at that time used a high-power center fire rifle, normally caliber 7,62 mm. The normal start interval in those days was two minutes, but due to very mild temperatures the intervals were reduced to one minute for the first Olympic event.
Before the final five standing shots, only three participants had been able to hit all 15 targets, and those three held the medal positions. Aleksandr Privalov from the Soviet Union had a lead of over two minutes on the Swede Klas Lestander, and the Norwegian 38-year-old veteran Henry Hermansen followed closely in third place. But the final standing shooting turned out to be decisive. Lestander once again made 5 hits, the only competitor to hit all 20 targets, and would finish as Olympic champion, even if his cross country time was the 15th best of the day out of 30 competitors. Privalov missed three times, was penalized with six minutes, and was also passed in the final stage by the Finn Antti Tyrväinen, who had two missed targets on the first two shooting phases, but was able to hit his last 10 targets. For Hermansen, the final shooting phase was even worse -  he missed four shots and went down to 10th place overall.
The fastest skier of the day, the French cross country specialist Victor Arbez, had a cross-country time almost 7 1/2 minutes better than the Olympic Champion Lestander, but was only able to hit 2 of his 20 targets. He was penalized 36 minutes and ended up placing 25th out of the 30 competitors.
The Olympic Champion Klas Lestander was 28, and came from the little village Arjeplog in the Lapland area in the far north of Sweden. He ended his athletic career after being a member of the Swedish relay team that placed third at the 1961 World Biathlon Championships. At that time, the relay event was not an official championships event.
"
1510,"Combined, Women",2006 Winter Olympics,49,Alpine Skiing,/editions/49/sports/ALP,17 – 18 February 2006,Sestriere Colle / San Sicario Fraìteve,43 from 20 countries,"One downhill run and two slalom runs, total time determined placement.",Gates: 32Length: 2331 mStart Altitude: 2286 mVertical Drop: 548 m,"In the women’s combined, the downhill was postponed from 17 February, and the slalom was held first, the women completing the downhill portion of the combined the next day. The leader after the slalom was Austrian Marlies Schild, a slalom specialist who would later win bronze in the open slalom. She was followed by Croatian Janica Kostelić, defending champion in the event who had won three gold medals at the 2002 Winter Olympics. But in the downhill, Kostelić posted the best time to defend her gold medal in the event, and win her fourth Olympic gold medal. It was not a surprise as Kostelić had been World Cup champion and World Champion in 2003 and 2005. Schild was seventh in the downhill but held on for the silver medal, with the bronze going to Sweden’s Anja Pärson, who was fourth in the slalom and second in the downhill.
"
37610,"Volleyball, Women",1996 Summer Olympics,24,Volleyball,/editions/24/sports/VVO,20 July –  3 August 1996,"The Omni Coliseum, Atlanta, Georgia",134 from 12 countries,Round-robin pools advanced teams to classification matches.,na,"For the first time, the women’s tournament consisted of 12 teams, separated into two pools of six, followed by medal elimination matches. The teams were selected as follows: host nation (United States), World Cup (Cuba, Brazil, China), Continental Qualifiers (Korea, Canada, Germany, Peru), and qualifying tournaments (Russia, Japan, Netherlands, Ukraine)
Cuba was easily the best team in the world. They had won the 1992 Olympic gold medal and the 1994 World Championships, and every other tournament they entered in the interim. But they were fortunate to get out of group play, losing two matches, and finishing only third in Group B behind Brazil and Russia. In the quarter-finals they were drawn against their arch-rival, the United States, and crushed them – 1, 10, and 12. The semi-finals saw Cuba play Brazil, who had defeated them very easily in straight sets in their group. This match was much closer, going five sets, with Cuba winning 15-12 in the fifth. In the final, Cuba faced China, World Champions in 1982 and 1986. China’s female volleyball fortunes had fallen off considerably since then, but they had replaced their coach with former star player Lang Ping. This seemed to be the boost they needed and they reached the final undefeated. China won the first set of the final, 16-14, but Cuba came back to win the next three sets and the gold medal. The medal ceremony was tainted by booing and whistling from the American crowd when Cuba was awarded their gold medals.
"
57409,"110 metres Hurdles, Men",1924 Summer Olympics,8,Athletics,/editions/8/sports/ATH,8 –  9 July 1924,"Stade Olympique de Colombes, Colombes",31 from 17 countries,na,na,"The final came down to a close finish between Dan Kinsey (USA) and Sydney Atkinson (RSA). Atkinson had a slight lead at the 10th hurdle, but clipped it with his foot, stumbled, and lost out on the run-in. Karl Anderson (USA) had been near the leaders coming to the ninth hurdle, but hit it hard and fell to the track, although he got up and finished the race. George Guthrie (USA) finished in third place but was disqualified for knocking over three hurdles, giving the bronze medal to Sweden’s Sten Pettersson.
"
