result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
9590,"6 metres, Open",1952 Summer Olympics,13,Sailing,/editions/13/sports/SAL,20 – 28 July 1952,"Harmaja, Helsinki",56 from 11 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,"The 6-metre class had first been held at the 1908 Olympics, and was on every Olympic yachting program from 1908-52, but it was discontinued after the Helsinki Olympics, as the trend was to smaller Olympic boats. The event was raced on a 13.1 nautical mile (24.2 km) course, the same as for all the larger boats in Helsinki.
American Herman Whiton and Llanoria had won this event in 1948, and he returned to defend his gold medal, although with a different crew, this one including his wife, Emelyn. After six races, Llanoria was far behind the Norwegian boat Elisabeth X, but the Americans won the final race and Norway finished only fifth, to bring Whiton the title. The third-placed Finnish boat, Ralia, had also placed third in 1948, but was then raced by Sweden and was called Ali Baba.
"
56018,"110 metres Hurdles, Men",1896 Summer Olympics,1,Athletics,/editions/1/sports/ATH,7 – 10 April 1896,"Panathinaiko Stadio, Athina",8 from 6 countries,na,na,"A misprint in the 1896 Official Report has led some to believe that the distance was 100 metres. But there is little doubt that the race was contested over the standard distance of 110 metres. There was no real favorite, as the two top hurdlers in the world, Stephen Chase (USA) and Godfrey Shaw (GBR), elected not to make the trip. The Greeks felt their champion, Anastasios Andreou of Cyprus, was unbeatable. The British hurdler, Grantley Goulding, paraded around Athens wearing his medals on his coat, causing his American rival, Tom Curtis, to remark, “I never met a more confident athlete.”
Though four heats were scheduled, only two were contested, and they were held on 7 April. Goulding won the first heat easily in 18.4 over France’s Frantz Reichel, Hungary’s Alajos Szokoly, and Andreou. There was some controversy over the finish of Reichel and Szokoly, and who would be advanced to the final, but eventually Reichel was chosen by the jury. Curtis won the second heat in 18.0 over his teammate Bill Hoyt, Greece’s Athanasios Skaltsogiannis, and Germany’s Kurt Doerry.
Reichel and Hoyt, though qualified, elected not to contest the final on 10 April, and Szokoly, despite the controversy of heat one, was not chosen for the final, leaving only Goulding and Curtis to race for the championship. Hoyt most likely withdrew to concentrate on the pole vault. Reichel did not start because he was seconding Lermusiaux in the marathon race, held concurrently with the hurdle final. Goulding was noted to be a better technical hurdler but Curtis was much the faster runner. Goulding led at the last hurdle but lost on the run-in by centimetres, with Curtis timed in 17 3/5 seconds.
"
66513,"4 x 100 metres Relay, Women",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,26 – 27 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",65 from 16 countries,na,na,"At the 2003 World Championships, France had upset the United States to win the gold medal. But the US had posted some fast times early in 2004 and was a slight favorite. Jamaica took the early lead but Marion Jones, 100/200 champion from 2000, ran the second leg for the US, though she was not the runner she had been in 2000. And on the second baton pass, she and 2005 100 metre World Champion Lauryn Williams ran out of the exchange zone and the US team pulled up. This left the way open for Jamaica, which won quite easily over Russia, France winning the bronze medal.
"
1936,"15 kilometres, Men",1964 Winter Olympics,37,Cross Country Skiing,/editions/37/sports/CCS, 2 February 1964 — 9:30,"Langlaufstadion, Seefeld",71 from 21 countries,na,Course Length: ?Height Differential: 192 mIntermediate 1: 5.0 kmIntermediate 2: 10.0 kmMaximum Climb: 68 mTotal Climbing: 492 m,"The 15 km race was contested three days after the opening 30 km cross country race. The Swede Assar Rönnlund, placing seventh on the opening distance, had been World Champion at 15 km in 1962, closely followed by three Norwegians, all of them on the Norwegian 1964 Olympic team for the distance: Harald Grønningen, Einar Østby and Magnar Lundemo. But the recent 30 km Olympic Champion, Eero Mäntyranta was also considered the top favorite in this event.
At the 5 km checkpoint, Mäntyranta was already in the lead, 12 seconds ahead of countryman Kalevi Lauria, with Grønningen and Rönnlund following closely in third and fourth place. At 10 km Mäntyranta was still in the lead, but Grønningen had advanced to second place, only 11 seconds behind and 7 seconds ahead of Laurila in third place. Rönnlund had dropped from fourth to tenth position, but two other Swedes, Sixten Jernberg and Janne Stefansson had advanced to fourth and fifth, only one and two seconds behind Laurila.
In the final 5 km Mäntyranta increased his speed and won his second Olympic gold medal, 40.7 seconds ahead of Grønningen. Jernberg would collect his seventh Olympic medal coming in third, closely followed by Väinö Huhtala, like Mäntyranta also a member of the Finnish gold winning relay team from 1960. Stefansson could hold his fifth place, only one second behind Huhtala, and Laurila, as in the 30 km, faded at the end and dropped down to ninth position. Best of the Middle Europeans was an Italian, the 22-year-old customs official Franco Nones, who would have his Olympic day of glory four years later.
"
57902,"High Jump, Women",1928 Summer Olympics,9,Athletics,/editions/9/sports/ATH, 5 August 1928,"Olympisch Stadion, Amsterdam",20 from 9 countries,na,na,"The high jump had been contested internationally for women at the 1922 and 1926 Women’s World Games but of the medalists from those years, only Hélène Bons, the 1926 gold medalist, was present in Amsterdam, making the event difficult to handicap. The official world record was 1.58 (5-2 7/16), set by Canadian Ethel Catherwood in 1926. At the Canadian Championships earlier in 1928, Catherwood had also cleared 1.60 (5-3), but this would not be ratified as a record. The day after that clearance, Lien Gisolf (NED) jumped 1.58 (5-2¼) in Bruxelles to equal the listed world record. The event would come down to these two and American Mildred Wiley. The three were clear thru 1.51 (4-11½) metres, but at 1.54 (5-0½) metres, Catherwood went over on her first attempt while Gisolf and Wiley required two jumps. The same was true at 1.56 (5-1¼) metres, with all three still jumping at 1.58 (5-2¼), but Catherwood won the gold medal when only she could clear that height. She then succeeded on her third attempt at 1.60 (5-3) to break the world record; however, the bar was re-measured for record purposes, and the final mark was given as 1.595 metres (5-2¾).
There was a jump-off for silver/bronze between Gisolf and Wiley, with Gisolf winning silver, although details are not known. There was also a jump-off for 4th through 10th place among seven jumpers, with Jean Shiley clearing 1.51 metres to take fourth, although further details are unavailable.
"
350026,"4 × 7.5 kilometres Relay, Men",2014 Winter Olympics,58,Biathlon,/editions/58/sports/BTH,22 February 2014 — 18:30,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana",76 from 19 countries,Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target.,"Course Length: 7,741 mHeight Differential: 31 mMaximum Climb: 31 mShooting 1: Prone at 2.574 km, 50 m rangeShooting 2: Standing at 5.107 km, 50 m rangeTotal Climbing: 258 m","Norway was favored in this event coming in to Sochi, as they had not been beaten at the World Championships since 2008. Russia had come to Sochi looking for multiple medals in biathlon but had struggled. The team’s benefactor was Russian billionaire Mikhail Prokhorov, who owned the NBA’s Brooklyn Nets, but as the Games neared their end, Prokhorov said he would resign as President of the Russian Biathlon Union if they did not improve their performance. And that they did by winning the final biathlon gold medal of the Sochi Olympics in the men’s relay.
Norway took the early lead, with the brothers Tarjei Bø and Johannes Thingnes Bø leading after the first two legs. Russia was third, as Germany’s Erik Lesser moved his team into second. It had been a very disappointing Winter Olympics for the German biathletes, but Daniel Böhm held onto second after the second leg. Norwegian biathlon legend, Ole Einar Bjørndalen, looking for his record 14th Winter Olympic medal, skiied the third leg, and shot cleanly. But his skiing was slower than usual, and Arnd Peiffer moved Germany only 2 seconds back, with Russia another 15 seconds behind. Norway’s anchor leg was Emil Hegle Svendsen, who had won gold in Sochi in the mass start race, but had been sick throughout the Games. He shot very poorly on his leg, missing four targets and dropped completely off the podium as they would finish fourth.
The gold and silver medals came down to a race between the Russian and German anchor skiiers – Anton Shipulin and Simon Schempp. Schempp shot better, needing only 2 extra shots to hit all his targets, to Shipulin’s 4, but he could not match Shipulin’s speed over the snow and Shipulin came home in front by 3.5 seconds. Austria won the bronze medal, almost 30 seconds back, with Norway well behind in fourth.
And that was how the results stood until February 2020, when the International Biathlon Union (IBU) disqualified Yevgeny Ustyugov (RUS) after a re-test of samples from 2013 revealed the presence of oxandrolone. As a result, Ustyugov was stripped of all his results from  the 2013-14 season and was disqualified from all five events in which he competed at Sochi. His relay disqualification cost Russia the gold medal. As of July 2020, no upgrade of medals has been announced by the IOC. Ustyugov has an appeal pending with the Court of Arbitration for Sport (CAS) as of October 2021, who announced the decision on this will be delayed until 2022.
"
2060,"15 kilometres (Freestyle), Women",1994 Winter Olympics,45,Cross Country Skiing,/editions/45/sports/CCS,13 February 1994 — 10:00,"Birkebeineren Skistadion, Lillehammer",54 from 19 countries,na,Course Length: ?Height Differential: 166 mIntermediate 1: 1.7 kmIntermediate 2: 7.1 kmMaximum Climb: 65 mTotal Climbing: 563 m,"This was the first cross-country ski race of the Lillehammer Olympics. The favorites were the big five of women’s cross-country over the last few years – Russians Lyubov Yegorova, Yelena Välbe, and Larisa Lazutina and Italians Manuela Di Centa and Stefania Belmondo. Di Centa, Yegorova, and Valbe were currently in a tight battle for the 1993-94 World Cup title, with Di Centa eventually winning it, while Välbe had won the last two World Championships at the distance. There were 54 starters and the favorites all went off from starting position 43 to 52. But right from the start, Di Centa set the fastest pace and she would win fairly easily, almost by 19 seconds over Yegorova. Belmondo, Lazutina, and Välbe placed 4-5-6 respectively, while the bronze medal went to Russian Nina Gavrylyuk. Di Centa would win five medals in all the cross-country events in Lillehammer, adding a gold in the 30 km to her victory in this event. Gavrylyuk was the least heralded of the Russians, and this was her only individual Olympic medal, but she would win three relay golds in her career – in 1988, 1994, and 1998.
"
70215,"Floor Exercise, Men",1960 Summer Olympics,15,Artistic Gymnastics,/editions/15/sports/GAR,5 – 10 September 1960,"Terme di Caracalla, Roma",129 from 28 countries,na,na,"As with all apparatus formats in 1960, this was a new format, with the all-around competition serving as a qualifying round for the final, with the top six performers advancing to the final round, where they again performed a compulsory and optional exercise to determine final placements. The event was won by Japan’s Nobuyuki Aihara, followed by Soviet Yury Titov. The bronze medal went to Italy’s Franco Menichelli, one of only two men’s individual gymnastics medals won by Italy in 1960, the other going to Giovanni Carminucci, who won a silver on the parallel bars. Menichelli would return in 1964 and win the gold medal in this event.
"
255663,"Kayak Singles, 500 metres, Women",1980 Summer Olympics,20,Canoe Sprint,/editions/20/sports/CSP,30 July –  1 August 1980,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",11 from 11 countries,na,na,"East Germany was the reigning Olympic champion in the women’s K-1 500 and had won the event at the last five editions of the World Champions. The nation sent Birgit Fischer, who was at the beginning of her career and had only two World Championship medals, gold in the 1978 and 1979 K-4 500, a far cry from the 38 that she would hold by the time of her retirement. She began to show some of that future promise by winning her opening heat and the medal round with relative ease, becoming the youngest Olympic canoeing champion (she would later earn the title as the oldest in 2004). An even lesser-known Bulgarian, Vanya Gesheva, was never far behind Fischer and took the silver medal, although she had to battle the Soviet Union’s Antonina Melnikova for it, emerging victorious by only 0.18 seconds and leaving her challenger with bronze.
"
70470,"Team All-Around, Men",1980 Summer Olympics,20,Artistic Gymnastics,/editions/20/sports/GAR,20 – 22 July 1980 — 10:00-17:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",54 from 9 countries,Six-person teams.  All competitors perform a compulsory and an optional exercise on all six apparatuses.  Best five of six scores on each apparatuses exercise count towards the team score.,na,"Japan won this event at every Olympics from 1960-76, and had won the 1978 World Championships. But the Soviet Union defeated them at the 1979 World Championships. The showdown between the two in Moskva never materialized as Japan joined the USA-led boycott, and the Soviets won the gold medal by a huge margin over the German Democratic Republic (East Germany). Hungary won the bronze, its first medal in the event since a similar bronze in 1948.
"
