result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
30197,"Light-Heavyweight (≤85 kilograms), Men",2000 Summer Olympics,25,Weightlifting,/editions/25/sports/WLF,"23 September 2000 — 14:30 (B), 18:30 (A)","Sydney Convention Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Convention Centre)",20 from 17 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,"Greek Pyrros Dimas and German Marc Huster were expected to resume their battle for the gold medal in this class. They had placed 1-2 in 1996 and at the 1998 World Championships, and were 2-3 at the 1999 Worlds, when they were upset by Iranian Shahin Nassiri Nia. Dimas had won this gold medal in both 1992 and 1996.
Nassiri Nia went out early in Sydney when he dislocated his shoulder on his first snatch attempt. Dimas missed his first two snatch attempts, but then succeeded on 175.0 kg, below his goal of 185, which left him trailing Huster, who had lifted 177.5 kg. The leader after the snatch was Georgian Giorgi Asanidze with 180.0 kg. When Dimas lifted 215.0 kg in the clean & jerk, this gave him 390.0 kg, a total matched by Huster and Asanidze. The medals were decided on bodyweight, with Dimas weighting 84.06 kg, Huster 84.22 kg, and Asanidze 84.70 kg.
Dimas’ third Olympic weightlifting gold medal equalled the mark set by Turkey’s Naim Süleymanoğlu in 1988-96, although it would later be equalled in Sydney by Dimas’ teammate Akakios Kakiasvili, and in 2004 by Turkey’s Halil Mutlu. Only Dimas and Süleymanoğlu won their three gold medals in the same class. Dimas returned in 2004 and won a bronze medal in the light-heavyweight class, his fourth Olympic weightlifting medal equalling the mark set by American Norb Schemansky (1948-64) and German Ronny Weller in Sydney (1988-2000), but Dimas is the only Olympic weightlifter to win four medals in the same class.
"
1020,"3,000 metres, Women",1964 Winter Olympics,37,Speed Skating,/editions/37/sports/SSK, 2 February 1964 — 13:25,"Eisschnellaufbahn im Olympiaeisstadion, Innsbruck",28 from 13 countries,na,na,"Prior to the 1963-64 season, it was felt that only one woman could challenge Lidiya Skoblikova in the longer distances and that woman was her teammate, Inga Voronina. Voronina had won the 1,500 at the 1962 World Championships, and the 3,000 at the 1961 and 1962 Worlds, and held the world record of 5:06.0, set at Medeo in 1962. But she was not in Innsbruck, not being chosen for the Soviet team due to a stomach ailment. In her absence, the gold was conceded to Skoblikova, who had won the 1963 World Championships, and won all four distances on her way to the title. She was the defending champion and had already won the previous three gold medals in Innsbruck.
The best “other” skater in Voronina’s absence was Valentina Stenina, wife of top male skater Boris Stenin. She had won the 1961 World Championships, and had placed second in the 3,000 at multiple internationals since 1960, always to Skoblikova or Voronina. Stenina started in the fourth pair and took an early lead with 5:18.5. Three pairs later, Skoblikova was up and recorded 5:14.9 to take a lead that everyone expected to hold up, and it did. In the 12th pair, Soviet skater Klara Nesterova finished in 5:22.5 to move into third, and the podium positions seemed set. Or so it seemed. But in the final pair, the 14th, North Korean skater Han Pil-hwa, whose country was making its Olympic début at Innsbruck, started at what appeared to be a crazy pace. A virtual unknown, although she had competed at the 1963 World Championships, thru 1,800 metres she was on the same pace as Skoblikova. She could not hang on to that speed, but finished in 5:18.5 to tie Stenina and knock Nesterova off the podium.
For Skoblikova, it was a clean sweep of all four gold medals in Innsbruck, and added to her two from Squaw Valley, gave her six Olympic gold medals, still a speed skating record, for women or men, thru the 2006 Winter Olympics. The feat has never been duplicated by women, although in 1980, Eric Heiden would win all five men’s events. In fact, only one other woman, Yvonne van Gennip in 1988, has won three gold medals at a single Olympics since. A few weeks after Innsbruck, Skoblikova would repeat her feat, winning all four distances as she won the 1964 World Championships. As for Han, she would prove this was not a fluke. She competed internationally through the 1972 Winter Olympics, and would place third at the distance at the 1966 World Championships, and was fifth all-around at the 1965 Worlds.
"
302314,"400 metres Hurdles, Women",2012 Summer Olympics,54,Athletics,/editions/54/sports/ATH,5 –  8 August 2012,"Olympic Stadium, Olympic Park, Stratford, London",43 from 34 countries,na,na,"The favorite coming into London was American Lashinda Demus, the 2011 World Champion. She had competed at the 2004 Olympics, failing to make the final, and then failed to make the US team for the 2008 Olympics. However, she was world ranked #1 in both 2010 and 2011. The best time of the year had been posted by Russian Nataliya Antyukh, but her teammate Irina Davydova was more highly considered before the Games. However, Davydova did not get out of the semis, placing fifth in the second heat. Defending champion Melaine Walker of Jamaica was also considered a contender, but she also flopped in the semis, placing sixth in her heat.
The final came down to Demus against Antyukh, with Demus leading through the first five hurdles. But Antyukh had more at the end and took the lead just before the ninth hurdle. The two ran closely to the finish but Demus could not gain back ground and Antyukh won the gold medal. The bronze went to Czech Zuzana Hejnová, a consistent hurdler in 2012, who finished quickly on the final straight. Antyukh had started her career as a 400 hurdler but then switched to the open 400, only to return to the intermediates after failing to make the 2008 Olympic team.
However, in December 2022 re-tests of Antyukh’s urine samples from 2012 caused her to be disqualified by the Athletics Integrity Unit, and her gold medal was rescinded. In March 2023 the IOC Executive Board announced medal re-allocations with Lashinda Demus advancing to the gold medal, Zuzana Hejnová advancing to silver, and Jamaica’s Kaliese Spencer receiving the bronze medal.
"
925732,"Long Jump, Handicap - AAU Handicap Meet, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 2 June 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,na
157530,"Coxless Pairs, Men",1904 Summer Olympics,3,Rowing,/editions/3/sports/ROW,29 July 1904 — 17:30,"Creve Coeur Lake, Maryland Heights",6 from 1 countries,Final only,na,"Three US pairs were entered with the title going to the Seawanhaka Boat Club pair of Robert Farnan and Joe Ryan. Second place was four lengths back, but this was the Atalanta Boat Club pair of John Mulcahy and William Varley, who won the 1904 Olympic double sculls title.
"
153234,"Road Race, Team, Men",1912 Summer Olympics,6,Cycling Road,/editions/6/sports/CRD, 7 July 1912 — 2:00,"Stockholms Olympiastadion, Stockholm",119 from 13 countries,"315.385 km. (196.0 miles) individual time trial.  Maximum 12 riders per team, with the top four finishers from each team counted towards the team's time.",na,"The team event was based on the total time of the best four riders for each team, with each nation being allowed to start up to 12 cyclists.  Sweden won this event by a relatively close margin of 9 minutes over England.  Interestingly, Sweden’s four top riders finished consecutively in 7th-10th place.
"
19000117,"100 metres Butterfly, Men",2020 Summer Olympics,61,Swimming,/editions/61/sports/SWM,29 – 31 July 2021,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",56 from 45 countries,na,na,"The day before this final Caeleb Dressel had won gold in the 100 freestyle. As the 2019 World Champion he was also favored in the short butterfly, where he had broken Michael Phelps’s world record in the event by swimming 49.50. At the US Olympic Trials Dressel recorded the third fastest time ever with 49.76 and came into Tokyo with 7 of the top 10 times in the event.
Hungary’s Kristóf Milak, who was considered better in the 200 fly, was the only swimmer close to Dressel on time but still had never broken 50 seconds. Another challenger was France’s Mehdy Metella but he had had shoulder injuries and would not make the final.
In the prelims Dressel equalled Joseph Schooling’s Olympic record from Rio, leading the way with 50.39. He then bettered that in the semi-finals with a time of 49.71 as Milak qualified second with 50.31. The final saw Dressel out the fastest, splitting 23.00 with Milak and ROC swimmer Andrey Minakov 0.65 seconds back at the turn. Dressel slowed slightly coming in but still broke his own world record with a time of 49.45 as Milak closed quickly to finish in a European record 49.68, making him the second fastest performer ever. Behind them Minakov could not hold on as Swiss swimmer Noe Ponti took bronze.
For Dressel this was his second individual gold at Tokyo. He would later win the 50 freestyle, and help the United States win the men’s 4 x 100 free relay and the mixed medley relay to leave Tokyo with five gold medals.
"
153628,"1,000 metres Time Trial, Men",1952 Summer Olympics,13,Cycling Track,/editions/13/sports/CTR,31 July 1952 — 11:00,"Helsingin Velodromi, Helsinki",27 from 27 countries,na,na,"Russell Mockridge first competed at the Olympics in 1948, placing 26th, and then in 1950 won gold medals in the sprint and kilo time trial at the British Empire Games. He briefly retired but came back to place second at the 1951 World Championships in the sprint. A few months before the Helsinki Olympics, Mockridge competed at the Grand Prix de Paris sprint title, the world’s top invitational event, and became the first amateur to win the open title at that event. He did not race in the sprint at Helsinki, choosing to concentrate on the time trial and the tandem. In the kilo, starting 20th, he won easily, with a margin of 1.6 seconds over Italy’s Marino Morettini, who was the next-to-last to start. Mockridge would return to win a second gold medal in the tandem, accompanied by Lionel Cox. With Mockridge not in the event, Cox would also win a silver in the match sprint. Morettini had been third in the sprint at the 1951 World Championships, would place second in that event in 1952, and became World Champion in 1953.
"
352522,"Individual, Women",2016 Summer Olympics,59,Modern Pentathlon,/editions/59/sports/MPN,18 – 19 August 2016,"Arena da Juventude, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro / Centro Aquático de Deodoro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro / Estádio de Deodoro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",36 from 26 countries,Scoring by point tables.,na,"Like the men’s competition, 36 athletes took part in the individual women’s event with a maximum of two athletes per country. The qualification points were added together from competition results between January and August 2015. Five continental championships afforded twenty places each per gender: one each from Africa and Oceania, five from Asia, eight from Europe, and five from the Americas with a maximum of one quota per NOC. Other athletes who qualified were the winner of the 2015 UIPM World Cup final plus the top three finishers at the World Championships in Berlin. Also qualified were the top three ranked athletes at the 2016 UIPM World Championships not previously qualified, plus the six highest ranked athletes not already qualified as per the world ranking list at 1 June 2016. Finally, the host nation, Brazil, had been guaranteed a single place each in the men’s and women’s events. Two wild cards were allocated by the UIPM.
The show jumping event threw the competition wide open, with six athletes out of contention because of repeated refusals. This included former gold medalists Lena Schöneborn and Laura Asadauskaitė of Lithuania. The Cuban Leydi Moya required medical treatment after a severe fall, but continued to participate in the combined event. In international competitions, there are rarely more than two eliminations per show jumping event.
Gold medal favorite Schöneborn finished second in the fencing event and had a great chance to collect her second gold medal until the riding ended her hopes. The same applied to Asadauskaitė. However, Chloe Esposito from Australia was seventh with a handicap of 45 seconds going into the last event, but with a strong performance in the combined she claimed the gold medal. Modern Pentathlon is certainly a family affair for the Espositos. Chloe’s father and coach Daniel competed at the 1984 Los Angeles Games, while she was joined by her younger brother Max in Rio. Her sister Emily was a shooter who competed at the 2010 Youth Olympics in Singapore and at the 2014 Commonwealth Games.
"
153044,"¼ mile, Men",1904 Summer Olympics,3,Cycling Track,/editions/3/sports/CTR, 3 August 1904,"Francis Field, Washington University, St. Louis",11 from 2 countries,na,na,"Marcus Hurley won the quarter mile championship without being pressed.  In the final there were four competitors:  Hurley, Burton Downing, Oscar Goerke, and Teddy Billington.  Hurley took the lead at the start of the race and was never headed, winning by a length and a half over Downing, who had half a wheel on Billington with Goerke trailing badly.  The four heats were won by Billington, Hurley, Goerke, and Downing. The semi-finals went to Hurley and Goerke.
"
