result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
120197,"Middleweight, Freestyle (≤73 kilograms), Men",1908 Summer Olympics,5,Wrestling,/editions/5/sports/WRE,"21 – 22 July 1908 — 10:00-18:00 (21 July), 15:00 (22 July)","White City Stadium, London",12 from 3 countries,Single-elimination tournament.,na,"Stanley Bacon was the most successful of five wrestling brothers.  Stanley Bacon won 15 British championships, and his other brothers brought the family total to 30.  He later competed at both the 1912 and 1920 Olympics, with less success.  In the semi-finals, George de Relwyskow (GBR) defeated Carl Andersson (SWE) on points, but the Swedish officials protested the decision, stating that Andersson had been the more aggressive wrestler.  The controversy while the protest was being considered led the final match to be held the next day.  Andersson then withdrew and refused to compete for the bronze medal.
"
5728,"4 x 100 metres Freestyle Relay, Men",1964 Summer Olympics,16,Swimming,/editions/16/sports/SWM,13 – 14 October 1964,"Kokuritsu Yoyogi Kyogijo, Shibuya, Tokyo",56 from 13 countries,na,na,"The 4 x 100 freestyle relay was new to the Olympic Program in 1964. The Americans were prohibitive favorites and they did not disappoint. Steve Clark led off the USA in 52.9, equalling the world record for the 100 free. Mike Austin and Gary Ilman swam the next two legs and gave Don Schollander a big lead, which seemed secure as he had won the 100 freestyle gold medal, but Hans-Joachim Klein, 100 free bronze medalist, actually outswam Schollander, posting the fastest split of the event in 52.4, to earn Germany the silver medal. Australia was a comfortable third over Japan.
"
4494,"400 metres Freestyle, Men",1908 Summer Olympics,5,Swimming,/editions/5/sports/SWM,13 – 16 July 1908,"White City Stadium, London",25 from 10 countries,na,na,"There was no official world record at this time.  The two favorites were Henry Taylor  and Frank Beaurepaire.  Taylor had won the mile race and finished 2nd in the 400 metres at the 1906 Athens Olympics.  He had won the Amateur Swimming Association (ASA) title at 440 yards in 1906-1907, but in 1908, Beaurepaire took the championship.  The defending Olympic champion at this distance was also present, the Austrian Otto Scheff.  The top American swimmer, Charlie Daniels, was entered in this event, but withdrew to save himself for the shorter distance sprint and the relay.
In the final, Taylor had the fastest start.  After one lap (100 metres in 1:15.0), Taylor, Beaurepaire, and Scheff were in a virtual dead heat.  The 200 metres was passed in 2:35 by Taylor, leading Scheff, who was clocked at 2:37.0.  Beaurepaire then came up quickly, and after 300 metres, he and Taylor were equal at 4:10.0.  But the effort exhausted the Australian as Taylor drew away to win by at least 5 yards.  Austria entered a protest in Scheff’s behalf, claiming that he was fouled in the final, but it was disallowed.
"
356596,"Heavyweight (≤91 kilograms), Men",2016 Summer Olympics,59,Boxing,/editions/59/sports/BOX,6 – 15 August 2016,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",18 from 18 countries,Single elimination tournament.,na,"Yevgeny Tishchenko of Russia and Erislandy Savon of Cuba had contested the World Championship final in 2015 and were seeded to meet once again in the Olympic final. All went to plan until the semi-final when Savon, who had competed at super-heavyweight in 2012, was upset by Vasily Levit of Kazakhstan.
The final was the most controversial of the entire Rio boxing programme. Levit appeared to many to have been the busier and more accurate puncher throughout the bout but the Russian was awarded the victory with judges from Ireland, Colombia and Algeria voting 29-28 in favour of Tishchenko. Booing and hoots of derision echoed from both the Kazakh supporters and the neutrals in the crowd. This carried through to the medal ceremony where Levit had to gesture for them to quieten down and subdue their complaints.
The Kazakhstan Boxing Federation decided to reward Levit with $150,000, the same amount he would have won if he had won the gold medal.
"
19009764,"Light-Heavyweight, Freestyle (≤68 kilograms), Women",2020 Summer Olympics,61,Wrestling,/editions/61/sports/WRE,2 –  3 August 2021,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",16 from 16 countries,na,na,"American Tamyra Mensah-Stock was the #1 seed. She had won the 2019 World Championships, and her last defeat had come in the finals of the 2018 Worlds, also winning the 2019 Pan American Games, three straight Pan American Championships, and three consecutive titles at the Golden Grand Prix Ivan Yarygin.
Her biggest competition was expected to come from Nigerian Blessing Oborududu, who was competing in her third Olympics. Oborududu was the 2018 Commonwealth Games Champion and was a 10-time champion at the African Games. Also considered was the defending gold medallist from Rio, Japan’s Sara Dosho, although she was not seeded.
Things went as expected with both Mensah-Stock and Oborududu winning their early matches with ease and reaching the final. The final was close and well-fought, but Mensah-Stock prevailed for the gold medal, winning on points, 4-1.
The losing semi-finalists were Ukraine’s Alla Cherkasova and Mongolia’s Soronzonboldyn Battsetseg. Both repêchage finals were decided by falls, with Cherkasova taking down Dosho for one bronze medal. The other bronze match was somewhat of an upset as Soronzonboldyn, twice a World Champion although back in 2010 and 2015, lost by fall to Kyrgyzstan’s Meerim Zhumanazarova, although Zhumanazarova was the 2020 World Cup Champion.
"
154607,"Individual Pursuit, 4,000 metres, Men",1988 Summer Olympics,22,Cycling Track,/editions/22/sports/CTR,20 – 22 September 1988,"Bel-lo-deu-rom, Ol-lim-pik Gong-won, Seoul",22 from 22 countries,na,na,"The two best pursuiters in the world were Soviets Vyacheslav Yekimov and Gintautus Umaras. They had finished 1-2 at the Worlds in 1985-87, Yekimov winning in 1985 and 1987 and Umaras winning in 1986. Because each nation could have only one competitor in this event, Yekimov was odd man out, leaving Umaras as a heavy favorite without him. But he was not the fastest qualifier, that going to East Germany’s Bernd Dittert. In the semi-finals Dittert lost to Australian Dean Woods, third at the 1986 Worlds, while Umaras easily handled Britain’s Colin Sturgess. In the final, Woods started quickly and led thru two kilometers. But Umaras caught him at 2,500 metres and pulled away to a three-second victory. After the fall of the Soviet Union, Yekimov would be allowed to turn professional and he became a top racer in the pro peleton, serving as a domestique for Lance Armstrong in several of his Tour de France victories (later voided when doping revealed). Yekimov would finally get an individual Olympic gold medal in 2000, winning the individual road time trial, although he had won gold in 1988 as a member of the Soviet pursuit team, and he would also repeat as gold medalist in the individual time trial in 2004.
"
70202,"Team Portable Apparatus, Women",1956 Summer Olympics,14,Artistic Gymnastics,/editions/14/sports/GAR, 7 December 1956 — 15:00,"West Melbourne Stadium, Melbourne, Victoria",54 from 9 countries,na,na,"A variant of a team rhythmic gymnastics event, this event was only held at the Olympics in 1952 and 1956, and it was not contested at the World Championships. Sweden had won in 1952 but Hungary, bronze medalist in 1952, prevailed in Melbourne, with Sweden second, while Poland and the Soviet Union tied for third.
"
132349,"Heavyweight, Freestyle (≤100 kilograms), Men",1996 Summer Olympics,24,Wrestling,/editions/24/sports/WRE,30 – 31 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",19 from 19 countries,Single-elimination tournament with classification rounds for placements.,na,"The two favorites were American Kurt Angle, the 1995 World Champion, and Iran’s Abbas Jadidi, who seemed to have won the 1993 World title in light-heavyweight, only to lose it on a doping positive. He returned in 1995, placing at the 1995 Worlds, behind Angle. Angle and Jadidi met in the final, and neither wrestler could gain an advantage, the match going to overtime. It ended after eight minutes, with the score still tied at 1-1. The tie-breaker was number of passivity cautions, but both wrestlers had had only two such cautions, so it came down to an official’s decision. When the referee raised Angle’s hand, declaring him the gold medalist, Jadidi went to his knees and begged the officials to review the tapes and reverse the decision. They did not. Jadidi would go on to win the 1998 World Championships. Angle turned professional and became one of the top, and most popular, wrestlers in WWE.
"
19004957,"Keirin, Men",2020 Summer Olympics,61,Cycling Track,/editions/61/sports/CTR,7 –  8 August 2021,"Izu Velodrome, 1826 Ono, Izu, Shizuoka 410-2402, Japan",30 from 18 countries,na,na,"There was an extremely strong field for the keirin with the three Rio medallists all, Jason Kenny (Great Britain), Matthijs Büchli (Netherlands) and “The Pocket Rocket”, the 1.68m tall Azizulhasni Awang (Malaysia), appearing in his fourth Olympics, all competing in Tokyo. Harrie Lavreysen (Netherlands), the recently crowned individual and team sprint champion, helped make the line-up an even stronger one, as did sprint bronze medallist Jack Carlin (Great Britain).
Perhaps surprisingly, Kenny, Büchli and Lavreysen failed to qualify for the quarter-final directly from their heats, but all three did get through following the repêchage, while all the other fancied riders qualified.
Kenny and Lavreysen both qualified from their quarter-final heat, as did Carlin and another favourite, Awang.
Jason Kenny was back to his best in winning his semi-final while his fellow Briton Carlin was eliminated in fourth place. Both Lavreysen and Awang also reached the final after finishing first and third in their semi-final respectively.
Kenny did not want to surrender the gold medal he won in Rio and made a rare sprint for the line immediately after the derny pace bike peeled away three laps from home. He soon built up a quarter-lap lead over the rest of the field as a result of his surprise tactics. He held that lead and ended up as champion for the second time, winning by 0.763 from the 2016 bronze medallist Awang, with the reigning world champion Lavreysen taking bronze, his third medal of the Games.
Victory for Kenny made him the most decorated British Olympian of all time with seven gold medals, one more than fellow keirin specialist Chris Hoy, and Kenny’s overall total of nine medals put him one ahead of Bradley Wiggins.
"
37251,"Volleyball, Women",1976 Summer Olympics,19,Volleyball,/editions/19/sports/VVO,19 – 30 July 1976,"Le Forum de Montréal, Montréal, Québec / Centre Paul-Sauvé, Montréal, Québec",96 from 8 countries,Round-robin pools advanced teams to classification matches.,na,"The tournament consisted of eight teams separated into two pools of four, followed by elimination matches. The qualifying was as follows: defending champion (USSR), 1974 World Champion (Japan), host nation (Canada), Asian Games Champion ships (Korea, replacing Japan), European Championship (Hungary, replacing the USSR), North American Champion (Cuba), South American Champion (Peru), and the GDR (East Germany) qualified at a special tournament in Heidelberg, Germany.
Once again the favorites were the Soviet Union and Japan. Japan had won the World Championships in 1974 and the Soviet Union had won the last five European Championships. In the end, Japan absolutely dominated the tournament. They defeated the Soviets in the final, crushing them in straight sets, 15-7, 15-8, 15-2. Japan played five matches and never lost a set, the only time this has happened in Olympic volleyball, and only one team (Korea) even reached double figures in any set (15-13 in the first set in the semi-finals). Nine of the Japanese players represented the Hitachi team, as did their coach, Shigeo Yamada. For the fourth straight Olympics, the gold and silver medals were won by Japan and the Soviet Union, who had now both won two gold and two silver medals. For the Soviets, Inna Ryskal had played on all four medal-winning teams. Through the first 40 years of Olympic volleyball, she is the only player to have won four medals.
"
