result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,result_description
32625,"Basketball, Women",1984 Summer Olympics,21,Basketball,/editions/21/sports/BKB,30 July –  7 August 1984,"The Forum, Inglewood, California",71 from 6 countries,Round-robin pools and final round matches.,na,"In 1983, the Soviet Union defeated the United States in the final of the World Championships, 84-82.  Much of the USA team in 1983 would stay together to compete at the 1984 Olympics.  They were led by the greatest ever women’s basketball coach, Pat Head (later Summitt), who had played on the USA team at the 1976 Olympics.  With the Olympics in Los Angeles, it appeared that the United States might finally bring down the Soviet women’s team.
But the Soviet-led boycott, announced in early 1984, meant the two teams would not compete again for a second consecutive Olympiad.  With the boycott, the field was again restricted to six teams – the USA, Korea, China, Canada, Australia, and Yugoslavia.  The United States was led by Cheryl Miller, considered the greatest woman player to that time, and the sister of future NBA star, Reggie Miller.  Nobody pressed the American team, which won the final over Korea, 85-55, its closest game in the tournament.
"
925380,"Polo (Grand Prix International de Paris), Men",1900 Summer Olympics,2,Polo,/editions/2/sports/POL, 5 June 1900,"Polo Club de Paris, Bagatelle, Bois de Boulogne, Paris",8 from 3 countries,na,na,na
1516,"20 kilometres, Men",1964 Winter Olympics,37,Biathlon,/editions/37/sports/BTH, 4 February 1964 — 13:35,"Langlaufstadion, Seefeld",51 from 14 countries,Two-minute penalty for each missed target.,"Course Length: ?Height Differential: ?Maximum Climb: ?Shooting 1: Prone at 6 km, 200 m rangeShooting 2: Prone at 10.4 km, 250 m rangeShooting 3: Prone at 11.8 km, 150 m rangeShooting 4: Standing at 17.1 km, 100 m rangeTotal Climbing: ?","Vladimir Melanin was the heavy favorite in the 1964 biathlon event. The 30-year-old soldier from CSKA Kirov was World Champion in 1959, 1962 and 1963, and at the same championships he also was member of the Soviet Union team winning the team competition. His team-mate Aleksandr Privalov was also considered among the favorites, winning the bronze medal in the 1960 Games and coming second in the World Championships 1961. The greatest threats to the Soviets were considered to be the Finns. Antti Tyrväinen had a habit of coming second in international championships, with silver medals both from the 1960 games and from the World Championships 1962 and 1963. The Finnish team also consisted of two interesting veterans. Hannu Posti, aged 38 and placing fourth in 5000 m track at the 1952 Helsinki Games, had taken up biathlon with success, placing third at the 1963 World Championships. Another interesting start was triple Olympic Gold medalist in cross country skiing, Veikko Hakulinen. Now a veteran of 39, he was considered the fastest skier among the biathletes, and had a silver medal as a member of the Finnish team at the team competition in the World Biathlon Championships 1963.
After the first shooting Vilmoş Gheorghe, a 23-year old Romanian representing Dinamo Braşov, was in the lead, closely followed by Valentin Pshenitsyn, and with favorites Melanin and Tyrväinen close behind. At the second shooting Gheorghe had one missed target and received a 2 minutes penalty, and Melanin was in a clear lead, 1:10 ahead of Pshenitsyn. After the third shooting Melanin was still in the lead, now with Pshenitsyn only 36 seconds behind. The 24-year old Norwegian Olav Jordet had advanced to third, the Swede John Güttke was fourth and Privalov fifth, all with no missed targets. At the final standing shooting, only Melanin among the top medal contenders was reported to have a full house. It was the first time that Melanin achieved 20 hits in a major competition. Privalov and Jordet were reported with one missed target, and the preliminary list showed a clear gold medal for Melanin, silver for Jordet and bronze for Privalov.
In those days the hits was not automatically registered, and the targets had to be taken down after the competition for a manual control. In the final control of the targets Privalov’s miss was changed to a hit, and he was advanced to the silver medal position ahead of Jordet. The Norwegian Ragnar Tveiten with the second fastest cross country time of the competition and preliminary placed eight with eight penalty minutes, had one of his missed targets changed to a hit and advanced to fourth position in the official results. Hakulinen was the fastest skier of the day, but with twelve penalty minutes he ended up as fifteenth in the final standings.
"
123800,"Featherweight, Freestyle (≤62 kilograms), Men",1956 Summer Olympics,14,Wrestling,/editions/14/sports/WRE,28 November –  1 December 1956,"Royal Exhibition Building, Melbourne, Victoria",13 from 13 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,"Japan’s Shozo Sasahara had won the 1954 World Championships, and came to Melbourne as the favorite. The final round consisted of Sasahara, Belgian Jef Mewis, and Finn Erkki Penttilä, but Penttilä had to withdraw with injury which gave Sasahara a walkover, as Mewis received a bye in the first round of the final. Sasahara then won the gold medal with a victory by decision over Mewis.
Sasahara never competed at another Olympics but would later serve as vice-president of FILA, the international wrestling federation, and the Japanese Olympic Committee, and as mayor of the Olympic Village at the 1998 Olympic Winter Games in Nagano. Mewis was competing in his second Olympics, after Helsinki, and would also compete in 1960 and 1964, but this was his only Olympic medal.
"
50153,"Individual, Men",1972 Summer Olympics,18,Modern Pentathlon,/editions/18/sports/MPN,27 – 31 August 1972,"Reitstadion, Riem, München / Fechthalle 2, Messegelände (Halle 20), München / Schießanlage, Hochbrück, München / Schwimmhalle, Olympiapark, München / Olympiastadion, Olympiapark, München",59 from 20 countries,Scoring by point tables.,na,"András Balczó (HUN) was the best pentathlete of the 1960s, winning five consecutive World Championships – 1963, 1965-67, and 1969. But he had yet to win an individual Olympic gold medal, placing second in 1968 after being favored. He was not favored in 1972, that distinction going to the Soviet World Champion (1971) Boris Onishchenko. After four phases, Balczó was tied for third with the defending gold medalist Björn Ferm (SWE), both trailing Onishchenko and his teammate, Pavel Lednev. But Balczó was a far superior runner and finished third in the cross-country run, pulling him ahead of both Soviets to an easy overall victory. Onishchenko won the silver and Lednev the bronze medal. This was Balczó’s third gold medal, adding it to team golds in 1960 and 1968, still the most ever by an Olympic modern pentathlete – thru 2008. The gold, and the team silver in 1972, gave him five Olympic medals, an Olympic record at the time. Balczó later married 1972 Olympic gymnast Mónika Császár. They would have 11 children and he would become an extreme right-wing politician.
During the competition it was discovered that 14 athletes had taken sedatives (Valium and Librium) before the shooting phase. The drugs were not banned by the International Olympic Committee (IOC), although they were by the Union Internationale de Pentathlon Moderne (UIPM). But at the Olympics, the IOC rules were followed, so the athletes were not disqualified.
"
353840,"Springboard, Women",2016 Summer Olympics,59,Diving,/editions/59/sports/DIV,12 – 14 August 2016,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",29 from 18 countries,3 metre springboard.,na,"China had won every gold medal in the individual Olympic springboard competition since Seoul in 1988, and also every silver since Sydney in 2000, and there was nothing to suggest that would not be the case in Rio. They had amongst their ranks, Shi Tingmao, the 2015 World Champion and FINA World Female Diver of the Year, and she was clearly one of the favourites to win gold in the 3-metre event at the Maria Lenk Aquatics Centre. Her impressive list of results in 2015 also saw her win the individual 3-metre gold at all four World Series events. She came into the Rio Games with two gold medals to her name from the 2016 FINA World Cup and was also the individual 3-metre winner in the Beijing and Dubai World Series events. The 2015 World Championship runner-up He Zi also of China, and bronze medalist, Italy’s Tania Cagnotto, were expected to finish behind Tingmao for the other two medals.
On the first day of the qualifiers, the pool was closed for practice whilst officials tried to get the water back to its original blue colour from the murky green it had become. The qualifying went ahead with assurances that the change of colour would pose no health risks to the competitors and Canada’s Jennifer Abel topped the first group of qualifiers ahead of some high-class divers including Zi, Tingmao and Cagnotto. Spare a thought for Nadezhda Bazhina of Russia as she slipped attempting her fourth dive and landed in the water on her back, and was awarded no points
The semi-final round reduced the field to the 12 finalists and this time Tingmao topped the list of qualifiers nearly a full 21 points ahead of Zi and more than 60 points clear of Jennifer Abel as another China one-two looked on the cards. The Chinese divers were the last two to dive in the opening round of the final; in the lead at that point were Cagnotto and Abel jointly on 76.50. That all changed after Zi went and scored 81.00 but, with the last dive of the round, Tingmao matched her team-mate’s score and they jointly held first place. That was the same after round two when, again, they both scored 81.00 with Cagnotto moving into third place on her own, but a long way behind the two Chinese divers. The Italian consolidated her third place in round three while Tingmao pulled away from Zi with 84.00 to 74.40. By now it was obvious that China would take gold and silver, but the battle for bronze heated up with the fourth round dives. Cagnotto had a disaster scoring just 69.00 while Abel moved back into third with a 79.90, and Tingmao pulled away even further in the race to gold.
After her disastrous fourth dive, an 81.00 put Cagnotto back into third after her final dive and Abel knew that 74.60 or better would give her the bronze medal, but she finished off with a poor dive and she scored just 69. Meanwhile, Tingmao wound up proceedings with her third 81.00 of the competition and ended up the victor by 18.15 points, adding the individual gold to the synchronised one she won seven days earlier. For Zi, there was one final moment of sheer joy in store. Shortly after being presented with her silver medal, her boyfriend Qin Kai, a synchronised springboard bronze medallist a few days earlier, proposed to Zi in front a global audience of billions – fortunately she said “Yes”.
"
925098,"Greatest height achieved (#1), Handicap, Open",1900 Summer Olympics,2,Ballooning,/editions/2/sports/BLN,24 – 25 June 1900,"L'Aérostation, Parc de Vincennes, Paris",8 from 1 countries,na,na,"There were 26 ballooning events at the 1900 Paris Exposition, which were more properly termed exhibitions. They were mixed, with both men and women participating. The events all took place starting at the Aerostation at the Parc de Vincennes in Paris. There were three events for greatest height achieved, one without handicap, and two with handicaps. Nothing is known about the handicaps and how they were assigned. This event was won by Jacques Balsan, who also won the altitude competition without handicap. For winning this event Balsan received a silver plaque valued at 200 francs.
"
8500,"4 x 100 metres Freestyle Relay, Men",2000 Summer Olympics,25,Swimming,/editions/25/sports/SWM,16 September 2000,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",100 from 23 countries,na,na,"Perhaps with only the exception of Cathy Freeman’s victory over 400 metres in track in field,
the 4 x 100 metres freestyle relay epitomized the Sydney Olympic Games to the people of Australia.
This was an epic struggle between the best swimming nations in the world and, at least for the home nation, ended in a victory of epic proportions. The background to the race was fairly clear – the US always wins this race at the Olympic Games but this time Australia had a quartet of high quality and their most recent, at the 1999 Pan-Pacific Championships, had resulted in a rare win for the Aussies.
Before the Games things even got a bit personal between the two teams as the USA’s Gary Hall, Jr.  predicted that his team would “Smash the Aussies like guitars”.
In the final Michael Klim got the Australians off to the best possible start by breaking the world record for the 100 metres freestyle on the opening flag. The second and third legs followed the same pattern as the USA chased down Australia and took the lead only to lose that lead before the changeover. The big guns took to the pool on the anchor leg with Hall facing Ian Thorpe to resolve the dispute. Once again American started quickly and pulled out a gap on his rival but Thorpe was relentless in the chase and, with the crowd whipped up into frenzy, took the lead with five strokes left and held on record a memorable victory. Needless to say both teams smashed the existing world record. In celebration and noting Hall’s comment, Michael Klim played air guitar to the Australian fans.
"
18000370,"Street, Men",2020 Summer Olympics,61,Skateboarding,/editions/61/sports/SKB,25 July 2021,"Ariake Urban Sports Park, Koto, Tokyo",20 from 12 countries,na,na,"Street is a discipline that focuses on flat ground tricks, grinds, slides and aerials within urban environments and, as such, obstacles like handrails, stairs and other street furniture are an integral part of the competitive sport. Each entrant has two 45 second runs in which to perform five individual tricks. The total score is taken by adding the four highest scores from the seven elements. The eight top highest scoring individuals qualified for the final.
Nyjah Huston of the USA, the four-time World Champion, was considered a long-range favourite for gold but he suffered a setback before the Olympics when beaten to the world title in June by Japan’s Yuto Horigome. Huston qualified well but could only successfully land one of his five tricks, which put him out of contention.
In contrast, Horigome’s scores were entirely reliant on his single tricks. Of the nine scores above nine points, the Japanese star scored four of them to clinch the inaugural Olympic skateboard title. Kelvin Hoefler of Brazil and Jagger Eaton of the USA performed consistently throughout the final to win silver and bronze.
"
18504,"Lightweight (≤73 kilograms), Men",2000 Summer Olympics,25,Judo,/editions/25/sports/JUD,18 September 2000 — 15:00-18:30-20:30-22:00,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Hall 1 & 2)",34 from 34 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,"American Jimmy Pedro won the 1999 World Championships, while the defending Olympic gold medalist, Kenzo Nakamura (JPN), had won in 1997. Both were defeated in Pool A by the unheralded Korean Choi Yong-Sin, but Choi lost the pool final to Brazil’s Tiago Camilo. The final matched Camilo against Italy’s Giuseppe Maddaloni, a two-time European Champion (1998-99). The match was closely fought but in the final minute Maddaloni threw Camilo for ippon to win the gold medal. Maddaloni would win four more medals at the European Championships, but never won another major international title.
"
