edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1900 Summer Olympics,2,ESP,Rowing,"Single Sculls, Men",157500,Antonio Vela,36743,AC h4 r1/3,,False
1900 Summer Olympics,2,ESP,Rowing,"Coxless Fours, Boys",925402,Ricardo Margarit,36707,3 h1 r1/2,,True
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Jeanne Filleul-Brohy,17833,=5,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Marie Ohier,17837,AC,,False
1900 Summer Olympics,2,ESP,Rowing,"Coxed Fours, Men",157517,Antonio Vela,36743,2 h1 r1/2,,True
1900 Summer Olympics,2,ESP,Rowing,"Coxed Fours, Men",157517,Ricardo Margarit,36707,2 h1 r1/2,,True
1900 Summer Olympics,2,ESP,Rowing,"Coxed Fours, Men",157517,Juan Camps,36678,2 h1 r1/2,,True
1900 Summer Olympics,2,ESP,Rowing,"Coxed Fours, Men",157517,Orestes Quintana,36728,2 h1 r1/2,,True
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Marcel Haëntjens,17835,AC,,False
1900 Summer Olympics,2,ESP,Rowing,"Coxed Fours, Men",157517,José Fórmica,36691,2 h1 r1/2,,True
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Jacques Sautereau,17838,3,Bronze,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Al. Blachère,17832,4,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Maurice Vignerot,17839,2,Silver,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Chrétien Waydelich,17840,1,Gold,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Marcel Haëntjens,17835,AC,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Jacques Sautereau,17838,AC,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Marie Ohier,17837,AC,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Jeanne Filleul-Brohy,17833,AC,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Louise Anne Marie Després,17834,5,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Al. Blachère,17832,4,,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Chrétien Waydelich,17840,3,Bronze,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Georges Johin,17836,2,Silver,False
1900 Summer Olympics,2,FRA,Croquet,"Singles, One Ball, Open",39500,Gaston Aumoitte,17831,1,Gold,False
1900 Summer Olympics,2,ESP,Rowing,"Coxless Fours, Boys",925402,José Fórmica,36691,3 h1 r1/2,,True
1900 Summer Olympics,2,FRA,Croquet,"Singles, Two Balls, Open",39504,Louise Anne Marie Després,17834,=5,,False
1900 Summer Olympics,2,ESP,Rowing,"Coxless Fours, Boys",925402,Juan Camps,36678,3 h1 r1/2,,True
