edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1904 Summer Olympics,3,USA,Fencing,"Single Sticks, Individual, Men",72274,William Grebe,23714,3,Bronze,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Team, Men",72275,Charles Tatham,23807,2,Silver,True
1904 Summer Olympics,3,USA,Fencing,"Foil, Team, Men",72275,Manuel Díaz,21509,1,Gold,True
1904 Summer Olympics,3,USA,Fencing,"Foil, Team, Men",72275,Albertson Van Zo Post,23813,1,Gold,True
1904 Summer Olympics,3,USA,Fencing,"Foil, Team, Men",72275,Ramón Fonst,21517,1,Gold,True
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,William Grebe,23714,5 p1 r1/2,,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,Arthur Fox,23702,4 p2 r1/2,,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,Theodore Carstens,23676,4 p1 r1/2,,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,Fitzhugh Townsend,23809,3 p1 r1/2,,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,Charles Tatham,23807,3,Bronze,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Men",72237,Albertson Van Zo Post,23813,2,Silver,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Boys",925995,Theodore Carstens,23676,2,,False
1904 Summer Olympics,3,USA,Fencing,"Foil, Individual, Boys",925995,Arthur Fox,23702,1,,False
1904 Summer Olympics,3,USA,Diving,"Springboard, Men",54000,Frank Kehoe,51440,3,Bronze,False
1904 Summer Olympics,3,USA,Football,"Football, Men",33505,Tom Cooke,27715,3,Bronze,True
1904 Summer Olympics,3,USA,Diving,"Springboard, Men",54000,George Sheldon,51563,1,Gold,False
1904 Summer Olympics,3,USA,Cycling Track,"2 miles, Handicap, Professionals, Men",925991,Floyd Krebs,892201,DNF,,False
